Company Name,Latest Instrument,Current Rater,Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Kirloskar Ferrous Inds. Ltd.,Non-government debt,ICRA,AA/A1+,2025-12-30,LOW,Steel & Metals,NO,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Kotecha Steel Forge & Cast Inds. Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2026-04-10,LOW,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Kothi Steels Ltd.,Non-government debt,CARE,BBB-/A3,2026-01-09,LOW,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Krimeesha Steels Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A 4+,2026-02-25,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Laxcon Steels Ltd.,Term loans,CRISIL,A,2026-03-27,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
M M Forgings Ltd.,Non-government debt,CARE,A/A1,2026-04-09,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
M S P Steel & Power Ltd.,Bank Guarantee,CARE,A 2,2026-03-25,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Letter Of credit | Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Madhuban Trade-Steels Pvt. Ltd.,Term loans,CARE,A-,2026-02-16,LOW,Steel & Metals,NO,CARE,1,Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Magna Electro Castings Ltd.,Bank Guarantee,CARE,A 2,2025-12-31,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Mahabal Metals Pvt. Ltd.,Non-government debt,CARE,A/A1,2025-12-30,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Maharashtra Seamless Ltd.,Non-government debt,ICRA,AA+/A1+,2026-03-02,LOW,Steel & Metals,NO,ICRA,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Mauryaa Alloys Pvt. Ltd.,Bank Guarantee,CRISIL,A 3+,2026-01-16,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Mehta Tubes Ltd.,Term loans,CRISIL,A-,2026-04-01,LOW,Steel & Metals,NO,CRISIL,1,Short-term loan | Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Mercure Metals & Alloys Pvt. Ltd.,Fund based financial facility/instrument,CARE,A-,2026-02-16,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Fund based financial facility/instrument,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Minex Metallurgical Co. Ltd.,Non-government debt,ICRA,A 3+,2026-02-26,LOW,Steel & Metals,NO,ICRA,1,Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Modison Copper Pvt. Ltd.,Bank Guarantee,CARE,A 3+,2025-12-30,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Mongia Steel Ltd.,Fund based financial facility/instrument,CRISIL,A-,2026-03-31,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Multimetals Ltd.,Bank Guarantee,CARE,A 3+,2026-03-24,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Letter Of credit | Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Nandan Steels & Power Ltd.,Bank Guarantee,ACUITE,A,2026-02-12,LOW,Steel & Metals,NO,ACUITE,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Newmalayalam Steel Ltd.,Letter Of credit,CARE,A 3,2026-02-23,LOW,Steel & Metals,NO,CARE,1,Letter Of credit | Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Nezone Tubes (T N) Ltd.,Non-government debt,ICRA,A+/A1,2026-02-23,LOW,Steel & Metals,NO,ICRA,1,Non-fund based working capital limit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Nezone Tubes (Utkal) Ltd.,Non-government debt,ICRA,A+/A1,2026-02-23,LOW,Steel & Metals,NO,ICRA,1,Non-fund based working capital limit | Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Nezone Tubes Ltd.,Non-government debt,ICRA,A+/A1,2026-02-23,LOW,Steel & Metals,NO,ICRA,1,Non-fund based working capital limit | Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Omega Bright Steel Pvt. Ltd.,Non-government debt,IND-RA,BBB/A3+,2026-04-13,LOW,Steel & Metals,NO,IND-RA,1,Non-government debt,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Oriental Foundry Pvt. Ltd.,Non-government debt,CARE,BBB/A3,2026-01-08,LOW,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Orissa Alloy Steel Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,AA,2026-04-27,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Orissa Metaliks Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,AA,2026-04-16,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Orissa Steel & Power Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,AA,2026-04-15,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
P M P Iron & Steels (India) Ltd.,Letter Of credit,CRISIL,A 4+,2026-04-30,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
P R Rolling Mills Pvt. Ltd.,Bank Guarantee,CARE,A 3+,2026-02-02,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Pacific Iron Mfg. Ltd.,Term loans,IND-RA,BBB-,2026-01-29,LOW,Steel & Metals,NO,IND-RA,1,Term loans,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Parmeshwar Metal Ltd.,Bank Guarantee,CRISIL,A 3,2026-02-02,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Patnaik Steel International Ltd.,Bank Guarantee,CRISIL,A 3+,2026-03-02,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Peb Steel Lloyd (India) Ltd.,Letter Of credit,CRISIL,A 3+,2026-04-30,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit | Long term Loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Prakash Ferrous Inds. Pvt. Ltd.,Bank Guarantee,CARE,A 2,2026-04-09,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Prestige Metallics Pvt. Ltd.,Bank Guarantee,CARE,A 3,2026-04-10,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Term loans,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
R & D Multiples (Metal Cast) Pvt. Ltd.,Letter Of credit,CARE,A 3,2026-03-27,LOW,Steel & Metals,NO,CARE,1,Letter Of credit | Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
R B A Ferro Inds. Pvt. Ltd.,Term loans,IND-RA,BB+,2026-01-20,LOW,Steel & Metals,NO,IND-RA,1,Term loans,Withdrawn,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
R R Metalmakers India Ltd.,Letter Of credit,CARE,A 4,2026-03-23,LOW,Steel & Metals,NO,CARE,1,Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Raajratna Metal Inds. Ltd.,Non-government debt,ICRA,AA/A1+,2026-02-26,LOW,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Rajasthan Tube Mfg. Co. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2026-04-30,LOW,Steel & Metals,NO,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Rajhans Metals Pvt. Ltd.,Letter Of credit,CARE,A 3,2026-03-16,LOW,Steel & Metals,NO,CARE,1,Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Rama Steel Tubes Ltd.,Letter Of credit,ICRA,A 4+,2025-12-22,LOW,Steel & Metals,NO,ICRA,1,Letter Of credit,Rating Watch,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Ramgarh Sponge Iron Pvt. Ltd.,Bank Guarantee,CRISIL,A 2,2025-12-26,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Rashmi Green Hydrogen Steel Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A+,2026-04-15,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Rashmi Metaliks Ltd.,Fund based financial facility/instrument,CRISIL,AA,2026-04-16,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Rashmi Metallurgical Industry Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,AA,2026-04-16,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Short-term loan,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
S A L Steel Ltd.,Long term Loans,ACUITE,BBB+,2026-03-27,LOW,Steel & Metals,NO,ACUITE,1,Long term Loans,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
S F C Environmental Technologies Ltd.,Non-government debt,CARE,A+/A1+,2026-04-09,LOW,Steel & Metals,NO,CARE,1,Non-government debt | Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Sainest Tubes Pvt. Ltd.,Bank Guarantee,CARE,BBB-,2026-03-16,LOW,Steel & Metals,NO,CARE,1,Bank Guarantee | Non-government debt | Term loans,Withdrawn,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Saini Alloys Ltd.,Bank Guarantee,CRISIL,A 3,2026-03-09,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Santpuria Alloys Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,A-,2026-03-31,LOW,Steel & Metals,NO,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Shikhara Steels Pvt. Ltd.,Term loans,CRISIL,BBB,2026-01-28,LOW,Steel & Metals,NO,CRISIL,1,Term loans,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Shivalik Bimetal Controls Ltd.,Fund based financial facility/instrument,CRISIL,A,2026-03-12,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Shree Yash Stainless Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB-,2026-02-28,LOW,Steel & Metals,NO,CRISIL,1,Fund based financial facility/instrument,Upgraded,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Shreejee Structural Steel Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2026-03-24,LOW,Steel & Metals,NO,CARE,1,Non-government debt,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Shri Amman Steel & Alied Inds. Pvt. Ltd.,Letter Of credit,CRISIL,A 2,2026-03-30,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Shri Kanha Stainless Ltd.,Letter Of credit,CRISIL,A 3,2026-02-04,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit | Long term Loans | Term loans,Initial Rating,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Shyam Century Ferrous Ltd.,Letter Of credit,ICRA,A 2,2026-01-19,LOW,Steel & Metals,NO,ICRA,1,Fund based financial facility/instrument | Letter Of credit,Withdrawn,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Shyam Ferrous Ltd.,Non-fund-based financial facility/instrument,CRISIL,A 3,2026-01-02,LOW,Steel & Metals,NO,CRISIL,1,Non-fund-based financial facility/instrument | Term loans,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
Sikkim Ferro Alloys Ltd.,Letter Of credit,CRISIL,D,2026-01-21,LOW,Steel & Metals,NO,CRISIL,1,Letter Of credit,Reaffirmed,D365,1,Rated — potential ACER prospect,Approaching renewal — pitch on quality and accessibility vs current rater
