Company Name,Current Rater,Renewal Due,INC Flag,Sector,Urgency,Why Target,ACER Pitch Angle
Kiran Udyog Pvt. Ltd.,BRICKWORK,July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs BRICKWORK
Kiratpur Ner Chowk Expressway Ltd.,ICRA,July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Kirti Infrastructures Ltd.,CRISIL,September 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Kisan Irrigations & Infrastructure Ltd.,ACUITE,September 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Kisanmitra Cold Storage Pvt. Ltd.,ACUITE,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Kish Exports Pvt. Ltd.,ICRA,August 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Kishore Infrastructures Pvt. Ltd.,ACUITE,July 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Kissan Riceland Pvt. Ltd.,ACUITE,July 2026,Y,Agro/Food,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Kobe Suspension Co. Pvt. Ltd.,ICRA,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Kodai Cars Pvt. Ltd.,BRICKWORK,September 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs BRICKWORK
Kodibail Import-Export Pvt. Ltd.,CRISIL,August 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Kohinoor Feeds & Fats Pvt. Ltd.,"BRICKWORK, CRISIL",July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Kohinoor Ropes Private Limited (KRPL),Infomerics,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your rating is overdue AND not cooperating flag active — ACER can resolve both quickly with faster turnaround and analyst accessibility
Komal Exotic Spices Pvt. Ltd.,ACUITE,September 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
Konark Infrastructure Ltd.,CRISIL,September 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Konkan Infra & Engg. Pvt. Ltd.,BRICKWORK,September 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs BRICKWORK
Kopmelt Extrusions Pvt. Ltd.,BRICKWORK,August 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs BRICKWORK
Krishi Infratech,Infomerics,August 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your rating is overdue AND not cooperating flag active — ACER can resolve both quickly with faster turnaround and analyst accessibility
Krishna Coil Cutters Pvt. Ltd.,IND-RA,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
Krishna CorpIndia Private Limited,Infomerics,September 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your rating is overdue AND not cooperating flag active — ACER can resolve both quickly with faster turnaround and analyst accessibility
Krishna Hydrocarbons Pvt. Ltd.,CARE,September 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Krishnaping Alloys Ltd.,CRISIL,August 2026,Y,Steel & Metals,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Krishnaping Minerals Pvt. Ltd.,CRISIL,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Krishnapoultry Tex Mill India Pvt. Ltd.,CRISIL,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Kritika Wires Limited,Infomerics,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your rating is overdue AND not cooperating flag active — ACER can resolve both quickly with faster turnaround and analyst accessibility
Krown Agrofoods Pvt. Ltd.,CRISIL,July 2026,Y,Agro/Food,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Kshatriya Laboratories Pvt. Ltd. [Merged],CRISIL,August 2026,Y,Chemicals/Pharma,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Ksheer Sagar Developers Pvt. Ltd.,CARE,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Ksheeraabd Constructions Pvt. Ltd.,CRISIL,September 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Kudu Industries Ltd.,IND-RA,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
Kumar Agro Tech Pvt. Ltd.,CRISIL,July 2026,Y,Agro/Food,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Kumar Arch Tech Ltd.,ICRA,September 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Kumaran Filaments Pvt. Ltd.,CARE,September 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Kunj Roller Flour Mills Pvt. Ltd.,IND-RA,July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
Kushal Foods Pvt. Ltd.,CRISIL,August 2026,Y,Agro/Food,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Kushal Timber Pvt. Ltd.,CARE,September 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
Kwality Pharmaceuticals Ltd.,CRISIL,September 2026,Y,Chemicals/Pharma,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
L B Industries Pvt. Ltd.,IND-RA,September 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
L G W Industries Ltd.,CARE,July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
L N Fields Pvt. Ltd.,IND-RA,September 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
L P F Systems Pvt. Ltd.,CRISIL,August 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
L S M L Pvt. Ltd.,IND-RA,July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs IND-RA
L S Rice Exports Pvt. Ltd.,ACUITE,July 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ACUITE
L T C Commercial Co. Pvt. Ltd.,CARE,July 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CARE
LV Dairys Patas,Infomerics,September 2026,Y,Agro/Food,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your rating is overdue AND not cooperating flag active — ACER can resolve both quickly with faster turnaround and analyst accessibility
La Scenteur Fragrance Technologies Private Limited,Infomerics,July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your rating is overdue AND not cooperating flag active — ACER can resolve both quickly with faster turnaround and analyst accessibility
Laguna Clothing Pvt. Ltd.,ICRA,September 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs ICRA
Lahliwala Steels Pvt. Ltd.,CRISIL,September 2026,Y,Steel & Metals,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Lajjya Steels Ltd.,CRISIL,August 2026,Y,Steel & Metals,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Lakhani Footwear Pvt. Ltd.,CRISIL,July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Lakhani Rubber Products Pvt. Ltd.,CRISIL,July 2026,Y,Infrastructure,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Lakhani Shoes & Apparels Pvt. Ltd.,CRISIL,July 2026,Y,Textiles,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs CRISIL
Lakhpat Trading & Inds. Pvt. Ltd.,BRICKWORK,July 2026,Y,Other,HIGH,"Overdue renewal (Jul-Sep 2026) + INC status — dual urgency, actively replaceable",Your annual renewal is due in July/August/September — ACER offers faster turnaround and direct analyst access vs BRICKWORK
