Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,Sector,Lead Segment,Infrastructure Sub-Sector,Why Target,ACER Pitch Angle,Priority Score
Mohan Mutha Exports Private Limited,Long Term / Short Term Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-02-01,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 496 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Mpower Infratech India Private Limited,Long Term Facilities,Infomerics,IVR BBB-,2025-01-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 501 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Multi Infrastructure & Engineering Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Multiurban Infra Services Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-02-24,HIGH,Infrastructure,Overdue Renewal — Infomerics,Urban/Metro,Rating is 473 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Navitas Solar Private Limited,Short Term Bank Facility,Infomerics,IVR A3 (Assigned),2025-01-29,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 499 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Navkar Global Infra,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),2024-12-31,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 528 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Nila Sea Foods Exports (NSFE),Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),2025-03-28,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Nirupama Mining and Transporting Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2024-12-10,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 549 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Nutan Ispat and Power Private Limited,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),2025-02-14,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 483 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
O2 Renewable Energy XIV Private Limited,Short Term Bank Facilities,Infomerics,IVR A1 (Assigned),2025-03-03,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 466 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
P&R Infraprojects Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-04-11,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 427 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
PBS Pune Shirur Road Private Limited,Long Term Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),2025-01-29,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 499 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
PCI Infraprojects Private Limited formerly known as PCI Wires Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),2024-12-26,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 533 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
PP Pandey Infrastructure Private Limited,Long Term Bank Facilities,Infomerics,IVR D (Reaffirmed),2025-04-04,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 434 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Pagariya Exports Private Limited  (Formerly Known as Shah Nanji Nagsi Overseas Private Limited),Short Term Facilities,Infomerics,IVR A3 (Reaffirmed),2025-03-13,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 456 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Prabh Dayal Om Parkash Infrastructure Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),2025-03-07,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 462 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
PressMach Infrastructure Private Limited,Long Term Fund Based Facilities,Infomerics,IVR BB (ISSUER NOT COOPERATING),2025-01-20,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 508 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Pushpdeep Infrastructure Private Limited,Short Term Facilities,Infomerics,IVR A3+ (Reaffirmed),2025-05-19,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 389 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
RBM Infracon Limited (RBMIL),Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),2025-05-13,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 395 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
RCL Porsa Highways Private Limited,Proposed Long Term Bank Facility,Infomerics,IVR BBB (Assigned),2024-12-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 532 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
RR Nandurbar Road Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Downgraded),2025-06-09,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 368 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
RRC Prakasha Road Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Downgraded),2025-06-09,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 368 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
RSMS9 Infrastructure LLP,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-04-02,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 436 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Radhakishan Infra Developers Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),2025-01-24,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 504 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Radiance Alloy & Electricals Private Limited,Proposed Long Term Facilities,Infomerics,IVR BB (Assigned),2025-03-31,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 438 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Ramky Infrastructure Limited,Long Term Bank Facility,Infomerics,IVR BBB- (Assigned),2024-12-20,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 539 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Rashmi Sponge Iron And Power Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Upgraded),2025-02-05,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 492 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Reverence Infrastructure India LLP,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-02-17,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 480 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Rich Farms Agro Exports,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-06-02,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 375 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Rout Infrastructure Private Limited,Short Term Bank Facility,Infomerics,IVR A4 (Reaffirmed ),2025-03-17,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 452 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
SBL Energy Limited,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),2025-04-23,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 415 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
SMC Power Generation Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),2025-03-28,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 441 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
SSK Exports Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),2025-01-24,HIGH,Infrastructure,Overdue Renewal — Infomerics,Port/Airport,Rating is 504 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Sannverse Railtech Private Limited Erstwhile Known as Millennium Infra & Realty Projects Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),2025-01-28,HIGH,Infrastructure,Overdue Renewal — Infomerics,Railway,Rating is 500 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Sanvijay Alloys and Power Limited (SAPL),Short Term Facilities,Infomerics,IVR A2 (Reaffirmed),2025-03-26,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 443 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Sanvijay Infrastructure Private Limited,Long Term Facilities,Infomerics,IVR A- (Reaffirmed),2025-02-19,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 478 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Satnam Global Infraprojects Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Upgraded),2025-05-13,HIGH,Infrastructure,Overdue Renewal — Infomerics,Construction/EPC,Rating is 395 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Scan Energy & Power Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-21,HIGH,Infrastructure,Overdue Renewal — Infomerics,Power/Energy,Rating is 448 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Shangrila Infracon India Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),2025-06-04,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 373 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Shanichara RCL Highways Private Limited,Long Term Bank Facility,Infomerics,IVR BBB (Assigned),2024-12-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 532 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Sheranwali Infrastructure Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-21,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 448 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Shree Associates Infraventures Private Limited,Proposed Long Term/ Short Term Bank Facilities,Infomerics,IVR BBB-/IVR A3; (Assigned),2025-04-01,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 437 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Shree Balaji Roadlines,Short Term Bank Facilities - Bill Discounting,Infomerics,IVR A3 (Assigned),2025-04-17,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 421 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Shree Balaji Roadlines73 Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Assigned),2025-04-17,HIGH,Infrastructure,Overdue Renewal — Infomerics,Roads/Highways,Rating is 421 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
Shree Nestbuild Infra Private Limited,Long Term Facilities,Infomerics,IVR BB (Assigned),2025-03-27,HIGH,Infrastructure,Overdue Renewal — Infomerics,General Infrastructure,Rating is 442 days old — overdue for annual renewal.,Your Infomerics rating is overdue. ACER can handle renewal faster with dedicated analyst access.,80
