Company Name,Agency,Instrument Type,Rating,Rating Date,Days Since (Jun 25),Current Urgency,Urgency at Oct 1,Urgency at Nov 1,Amount Cr,Sector,Why Target
Vimal Coal Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,10.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vimal Coal Pvt. Ltd.,CARE,NCD/Bond,BB-/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,39.96,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vimla Fuels & Metals Ltd.,ACUITE,Letter of Credit,D,17-Apr-2026,69,LOW,LOW,MEDIUM,25.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vimla Fuels & Metals Ltd.,ACUITE,Letter of Credit,D,17-Apr-2026,69,LOW,LOW,MEDIUM,46.75,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vimla Fuels & Metals Ltd.,ACUITE,Term Loan,D,17-Apr-2026,69,LOW,LOW,MEDIUM,0.99,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vinayak Oil & Fats Pvt. Ltd.,CRISIL,Letter of Credit,A 2,09-Apr-2026,77,LOW,LOW,MEDIUM,15.0,Energy,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vinishma Technologies Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,06-Apr-2026,80,LOW,LOW,MEDIUM,12.5,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vipul Motors Pvt. Ltd.,CARE,NCD/Bond,B/A4,22-Apr-2026,64,LOW,LOW,MEDIUM,45.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Viraj Alchohol & Allied Inds. Ltd.,CRISIL,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,5.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Viraj Alchohol & Allied Inds. Ltd.,CRISIL,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,11.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vishnu Carriers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,56,LOW,LOW,MEDIUM,3.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vishnu Vidyuth India Ltd.,CRISIL,Term Loan,D,30-Apr-2026,56,LOW,LOW,MEDIUM,26.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vishrambhai Gorasia Construction Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,7.98,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vishwakarma Automotive Pvt. Ltd.,CARE,Term Loan,B-,27-Apr-2026,59,LOW,LOW,MEDIUM,18.63,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Vista Information Systems Pvt. Ltd.,CARE,NCD/Bond,BBB/A3,06-Apr-2026,80,LOW,LOW,MEDIUM,17.9,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
3 G Telecom Infra India Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,6.04,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
A & T Infracon Pvt. Ltd.,IND-RA,Non-Fund-Based,A 3,08-Apr-2026,78,LOW,LOW,MEDIUM,45.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
A & T Infracon Pvt. Ltd.,IND-RA,Term Loan,BBB-,08-Apr-2026,78,LOW,LOW,MEDIUM,0.9,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
A & T Infracon Pvt. Ltd.,IND-RA,Term Loan,BBB-,08-Apr-2026,78,LOW,LOW,MEDIUM,1.1,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
A G S Transact Technologies Ltd.,CRISIL,Term Loan,D,17-Apr-2026,69,LOW,LOW,MEDIUM,153.76,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
A G S Transact Technologies Ltd.,CRISIL,Term Loan,D,17-Apr-2026,69,LOW,LOW,MEDIUM,552.44,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
A I Champdany Inds. Ltd.,CARE,Bank Guarantee,D,29-Apr-2026,57,LOW,LOW,MEDIUM,7.77,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
A K Lumbers Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,13.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
A K R Impex Pvt. Ltd.,ICRA,NCD/Bond,D,29-Apr-2026,57,LOW,LOW,MEDIUM,5.45,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aaradhya Disposal Inds. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,7.75,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aarti Suitings Pvt. Ltd.,CARE,Bank Guarantee,D,24-Apr-2026,62,LOW,LOW,MEDIUM,0.05,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aarti Suitings Pvt. Ltd.,CARE,Letter of Credit,D,24-Apr-2026,62,LOW,LOW,MEDIUM,0.5,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aarti Suitings Pvt. Ltd.,CARE,Term Loan,D,24-Apr-2026,62,LOW,LOW,MEDIUM,4.12,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Abhay Solvents Pvt. Ltd.,ACUITE,Term Loan,B+,29-Apr-2026,57,LOW,LOW,MEDIUM,15.7,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Abhay Solvents Pvt. Ltd.,ACUITE,Term Loan,BB-,29-Apr-2026,57,LOW,LOW,MEDIUM,6.3,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Abhijit Auto Agency India Pvt. Ltd.,CRISIL,Fund-Based,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,10.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Abhijit Auto Agency India Pvt. Ltd.,CRISIL,Fund-Based,B,09-Apr-2026,77,LOW,LOW,MEDIUM,6.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Abhishek Propbuild Pvt. Ltd.,CARE,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,129.3,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Abhishek Propbuild Pvt. Ltd.,CARE,Term Loan,D,23-Apr-2026,63,LOW,LOW,MEDIUM,129.3,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ace Commercial Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,40.46,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Adarsha Specialty Chemicals Pvt. Ltd.,ACUITE,Letter of Credit,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,3.5,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Adarsha Specialty Chemicals Pvt. Ltd.,ACUITE,Term Loan,B-,20-Apr-2026,66,LOW,LOW,MEDIUM,1.0,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Adhik Resort India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,20-Apr-2026,66,LOW,LOW,MEDIUM,0.75,Hotels/Tourism,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Adhik Resort India Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,66,LOW,LOW,MEDIUM,4.05,Hotels/Tourism,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Adie Broswon Breweries Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,7.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Adie Broswon Breweries Pvt. Ltd.,ICRA,Term Loan,B+,10-Apr-2026,76,LOW,LOW,MEDIUM,72.14,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Adig Jemtex Pvt. Ltd.,CARE,Term Loan,D,24-Apr-2026,62,LOW,LOW,MEDIUM,15.43,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Adil Textiles Pvt. Ltd.,CRISIL,Term Loan,A 4,21-Apr-2026,65,LOW,LOW,MEDIUM,4.3,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aditya Auto Engineering Pvt. Ltd.,CARE,Bank Guarantee,D,16-Apr-2026,70,LOW,LOW,MEDIUM,0.75,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aditya Auto Engineering Pvt. Ltd.,CARE,Letter of Credit,D,16-Apr-2026,70,LOW,LOW,MEDIUM,1.0,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aditya Exim Ltd.,BRICKWORK,Bank Guarantee,D,08-Apr-2026,78,LOW,LOW,MEDIUM,1.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aditya Exim Ltd.,BRICKWORK,Letter of Credit,D,08-Apr-2026,78,LOW,LOW,MEDIUM,,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aditya Exim Ltd.,BRICKWORK,Non-Fund-Based,D,08-Apr-2026,78,LOW,LOW,MEDIUM,0.72,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aditya Exim Ltd.,BRICKWORK,Term Loan,D,08-Apr-2026,78,LOW,LOW,MEDIUM,5.81,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aditya Vidyut Appliances Ltd.,ICRA,Non-Fund-Based,D,28-Apr-2026,58,LOW,LOW,MEDIUM,123.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aditya Vidyut Appliances Ltd.,ICRA,Term Loan,D,28-Apr-2026,58,LOW,LOW,MEDIUM,44.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Affluence Commodities Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,15-Apr-2026,71,LOW,LOW,MEDIUM,9.43,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agarwal Polysacks Ltd.,BRICKWORK,Letter of Credit,A 4,03-Apr-2026,83,LOW,MEDIUM,MEDIUM,1.6,Paper/Packaging,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agarwal Toughened Glass India Ltd.,CRISIL,Fund-Based,B,28-Apr-2026,58,LOW,LOW,MEDIUM,2.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agarwal Toughened Glass India Ltd.,CRISIL,Letter of Credit,B,28-Apr-2026,58,LOW,LOW,MEDIUM,0.45,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agarwal Toughened Glass India Ltd.,CRISIL,Term Loan,B,28-Apr-2026,58,LOW,LOW,MEDIUM,3.25,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agmotex Fabrics Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,7.0,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agri-Best India Ltd.,CARE,Fund-Based,D,29-Apr-2026,57,LOW,LOW,MEDIUM,7.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agri-Best India Ltd.,CARE,NCD/Bond,D,29-Apr-2026,57,LOW,LOW,MEDIUM,10.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agsons Agencies (India) Pvt. Ltd.,CRISIL,Letter of Credit,D,21-Apr-2026,65,LOW,LOW,MEDIUM,85.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agventure Enterprises Pvt. Ltd.,CRISIL,Fund-Based,B,21-Apr-2026,65,LOW,LOW,MEDIUM,6.2,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Agventure Enterprises Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,3.8,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ahinsa Infrastructure & Developers Ltd.,ACUITE,Term Loan,B-,13-Apr-2026,73,LOW,LOW,MEDIUM,63.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ainwesha Engineering & Projects Ltd.,IND-RA,NCD/Bond,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,326.04,Manufacturing,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ajanta Spintex Pvt. Ltd.,ACUITE,Term Loan,D,15-Apr-2026,71,LOW,LOW,MEDIUM,16.26,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ajay Protech Pvt. Ltd.,CRISIL,Bank Guarantee,D,13-Apr-2026,73,LOW,LOW,MEDIUM,21.0,IT/Technology,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Al-Nasir Exports Pvt. Ltd.,CARE,Term Loan,D,21-Apr-2026,65,LOW,LOW,MEDIUM,5.0,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alamelu Balaji Spg. Mills Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,0.2,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alamelu Balaji Spg. Mills Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,0.2,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alamelu Balaji Spg. Mills Pvt. Ltd.,BRICKWORK,Term Loan,C-,01-Apr-2026,85,LOW,MEDIUM,MEDIUM,4.4,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alchemist Hospitals Ltd.,CARE,Term Loan,B,08-Apr-2026,78,LOW,LOW,MEDIUM,31.6,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alcob India Pvt. Ltd.,ACUITE,Bank Guarantee,D,15-Apr-2026,71,LOW,LOW,MEDIUM,10.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alcob India Pvt. Ltd.,ACUITE,Letter of Credit,D,15-Apr-2026,71,LOW,LOW,MEDIUM,4.4,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alcob India Pvt. Ltd.,ACUITE,Term Loan,D,15-Apr-2026,71,LOW,LOW,MEDIUM,3.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alfa Flexitubes Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,78,LOW,LOW,MEDIUM,8.5,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alfa Flexitubes Pvt. Ltd.,CARE,NCD/Bond,B-/A4,08-Apr-2026,78,LOW,LOW,MEDIUM,6.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alfa Flexitubes Pvt. Ltd.,CARE,Term Loan,B-,08-Apr-2026,78,LOW,LOW,MEDIUM,1.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alom Extrusions Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,1.75,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alom Extrusions Ltd.,ACUITE,Letter of Credit,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,21.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alom Poly Extrusions Ltd.,ACUITE,Term Loan,B-,24-Apr-2026,62,LOW,LOW,MEDIUM,0.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alom Poly Extrusions Ltd.,ACUITE,Term Loan,B-,24-Apr-2026,62,LOW,LOW,MEDIUM,2.69,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Alpha Milkfoods Pvt. Ltd.,ICRA,Term Loan,B+,27-Apr-2026,59,LOW,LOW,MEDIUM,24.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Amar Jewellers Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,25.0,Jewellery/Gems,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Amar Prakaash Developerss Pvt. Ltd.,IND-RA,Term Loan,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,288.67,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ambica Jute Mills Ltd.,IND-RA,Non-Fund-Based,A 3+,14-Apr-2026,72,LOW,LOW,MEDIUM,20.0,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ambica Jute Mills Ltd.,IND-RA,Term Loan,BBB,14-Apr-2026,72,LOW,LOW,MEDIUM,259.61,Textiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Amnet Systems Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,2.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anand Carbo Pvt. Ltd.,CARE,Bank Guarantee,A 4,15-Apr-2026,71,LOW,LOW,MEDIUM,52.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anand Mine Tools Pvt. Ltd.,IND-RA,NCD/Bond,D,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,17.35,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anand Motor Agencies Ltd.,CARE,Fund-Based,B+,10-Apr-2026,76,LOW,LOW,MEDIUM,25.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anand Motor Agencies Ltd.,CARE,Letter of Credit,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,3.0,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anand Motor Agencies Ltd.,CARE,Term Loan,B+,10-Apr-2026,76,LOW,LOW,MEDIUM,1.59,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Andhra Ferro Alloys Ltd.,ICRA,Non-Fund-Based,D,10-Apr-2026,76,LOW,LOW,MEDIUM,25.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Andhra Ferro Alloys Ltd.,ICRA,NCD/Bond,D,10-Apr-2026,76,LOW,LOW,MEDIUM,33.5,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Andhra Ferro Alloys Ltd.,ICRA,Term Loan,D,10-Apr-2026,76,LOW,LOW,MEDIUM,15.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Andhra Polymers Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,29-Apr-2026,57,LOW,LOW,MEDIUM,11.5,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Andhra Polymers Pvt. Ltd.,ICRA,NCD/Bond,B+,29-Apr-2026,57,LOW,LOW,MEDIUM,0.51,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Andhra Polymers Pvt. Ltd.,ICRA,Term Loan,B+,29-Apr-2026,57,LOW,LOW,MEDIUM,0.69,Chemicals/Pharma,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anjalee Granites Pvt. Ltd.,ICRA,Fund-Based,BB,16-Apr-2026,70,LOW,LOW,MEDIUM,5.6,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anjalee Granites Pvt. Ltd.,ICRA,NCD/Bond,BB/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,15.0,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anjalee Granites Pvt. Ltd.,ICRA,NCD/Bond,BB/A4,16-Apr-2026,70,LOW,LOW,MEDIUM,22.0,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anjalee Granites Pvt. Ltd.,ICRA,Term Loan,BB,16-Apr-2026,70,LOW,LOW,MEDIUM,3.4,Mining/Minerals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ankit Pulps & Boards Pvt. Ltd.,ICRA,Term Loan,B+,24-Apr-2026,62,LOW,LOW,MEDIUM,,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ankit Pulps & Boards Pvt. Ltd.,ICRA,Term Loan,B+,24-Apr-2026,62,LOW,LOW,MEDIUM,1.75,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ankur Iron (India) Pvt. Ltd.,CRISIL,Letter of Credit,D,21-Apr-2026,65,LOW,LOW,MEDIUM,5.0,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ankur Iron (India) Pvt. Ltd.,CRISIL,Term Loan,D,21-Apr-2026,65,LOW,LOW,MEDIUM,2.12,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Ankur Iron (India) Pvt. Ltd.,CRISIL,Term Loan,D,21-Apr-2026,65,LOW,LOW,MEDIUM,0.38,Steel & Metals,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anmol Feeds Pvt. Ltd.,CRISIL,Letter of Credit,A 4,21-Apr-2026,65,LOW,LOW,MEDIUM,3.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anmol Industries Ltd.,CRISIL,Term Loan,B,15-Apr-2026,71,LOW,LOW,MEDIUM,16.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anmol Industries Ltd.,CRISIL,Term Loan,A 4,15-Apr-2026,71,LOW,LOW,MEDIUM,5.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Antonova Tiles (India) Pvt. Ltd.,CARE,Bank Guarantee,A 4,10-Apr-2026,76,LOW,LOW,MEDIUM,2.05,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Antonova Tiles (India) Pvt. Ltd.,CARE,Term Loan,B,10-Apr-2026,76,LOW,LOW,MEDIUM,7.65,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Antony Road Transport Solutions Pvt. Ltd.,CARE,Term Loan,B-,15-Apr-2026,71,LOW,LOW,MEDIUM,41.43,Logistics,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anubhav Plast Ltd.,CRISIL,Bank Guarantee,A 4,23-Apr-2026,63,LOW,LOW,MEDIUM,1.5,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anukul Agrotech Pvt. Ltd.,CRISIL,Letter of Credit,B,21-Apr-2026,65,LOW,LOW,MEDIUM,2.0,Agro/Food,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anup Malleables Ltd.,CARE,Bank Guarantee,A 4,16-Apr-2026,70,LOW,LOW,MEDIUM,3.2,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anup Malleables Ltd.,CARE,Term Loan,B-,16-Apr-2026,70,LOW,LOW,MEDIUM,4.27,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Anvitha Life Care Pvt. Ltd.,CRISIL,Term Loan,B,09-Apr-2026,77,LOW,LOW,MEDIUM,4.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aparna Constructions & Estates Pvt. Ltd.,CRISIL,Term Loan,BB+,16-Apr-2026,70,LOW,LOW,MEDIUM,120.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aparna Constructions & Estates Pvt. Ltd.,CRISIL,Term Loan,BB+,16-Apr-2026,70,LOW,LOW,MEDIUM,30.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apex Structure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,14-Apr-2026,72,LOW,LOW,MEDIUM,167.9,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apex Welcare Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,5.4,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apex Welcare Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,11.3,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apollo Polyvinyl Pvt. Ltd.,CARE,Letter of Credit,D,13-Apr-2026,73,LOW,LOW,MEDIUM,13.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apollo Polyvinyl Pvt. Ltd.,CARE,Term Loan,D,13-Apr-2026,73,LOW,LOW,MEDIUM,43.88,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apurvakriti Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,15.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apurvakriti Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,5.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apurvakriti Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,15.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Apurvakriti Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,A 4,09-Apr-2026,77,LOW,LOW,MEDIUM,5.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Archana Hospitals Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,8.69,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Archana Hospitals Pvt. Ltd.,CRISIL,Term Loan,B,21-Apr-2026,65,LOW,LOW,MEDIUM,1.31,Healthcare,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Archana Motors Pvt. Ltd.,ACUITE,Fund-Based,D,08-Apr-2026,78,LOW,LOW,MEDIUM,3.45,Automobiles,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Archon Powerinfra India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,09-Apr-2026,77,LOW,LOW,MEDIUM,2.0,Construction,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Arena Lifestyles Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,02-Apr-2026,84,LOW,MEDIUM,MEDIUM,29.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
Aries Corporate Services Pvt. Ltd.,CARE,NCD/Bond,B-/A4,09-Apr-2026,77,LOW,LOW,MEDIUM,13.0,Other,April 2026 INC cohort — enters MEDIUM urgency by Nov 1 2026
