Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Escalates To,Escalation Date,Escalation Month,Days Since (Jun 25),Amount Cr,Sector,Source,Why Target,ACER Pitch Angle,Call Week,ACER_Pitch_Infomerics
N.E. Agency,Infomerics,Long term / Short Term Bank Facilities,IVR C+/IVR A4; (INC)(Downgraded),27-Jan-2026,LOW,HOT,2026-10-24,October 2026,149,21.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Nishant Mouldings Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Withdrawn),27-Jan-2026,LOW,HOT,2026-10-24,October 2026,149,113.72,Other,Infomerics,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Nishant Mouldings Private Limited,Infomerics,Short Term Facilities,IVR A4+ (INC)(Withdrawn),27-Jan-2026,LOW,HOT,2026-10-24,October 2026,149,5.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Nishant Mouldings Private Limited,Infomerics,Long Term/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Withdrawn),27-Jan-2026,LOW,HOT,2026-10-24,October 2026,149,5.0,Other,Infomerics,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Oswal Cables Private Limited,Infomerics,Long Term Bank Facility,IVR BB+ (INC) (Downgraded),22-Oct-2025,MEDIUM,ULTRA HOT,2026-10-22,October 2026,246,62.57,Infrastructure,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Oswal Cables Private Limited,Infomerics,Short Term Bank Facility,IVR A4+ (INC) (Downgraded),22-Oct-2025,MEDIUM,ULTRA HOT,2026-10-22,October 2026,246,118.0,Infrastructure,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
PHN Technology Private Limited,Infomerics,Long Term Bank Facilities - Term Loan,IVR BB+ (INC)(Downgraded),23-Oct-2025,MEDIUM,ULTRA HOT,2026-10-23,October 2026,245,59.78,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
PHN Technology Private Limited,Infomerics,Long Term Bank Facilities - Cash Credit,IVR BB+ (INC)(Downgraded),23-Oct-2025,MEDIUM,ULTRA HOT,2026-10-23,October 2026,245,20.0,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
PHN Technology Private Limited,Infomerics,Proposed Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),23-Oct-2025,MEDIUM,ULTRA HOT,2026-10-23,October 2026,245,20.0,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-23 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
PSAA Constructions Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),22-Oct-2025,MEDIUM,ULTRA HOT,2026-10-22,October 2026,246,6.0,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
PSAA Constructions Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),22-Oct-2025,MEDIUM,ULTRA HOT,2026-10-22,October 2026,246,23.4,Construction,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Panesar Steel & Power Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,33.63,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Prabodh Steel Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,33.52,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Prabodh Steel Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC),02-Feb-2026,LOW,HOT,2026-10-30,October 2026,143,2.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Pristine Commercials Private Limited,Infomerics,Long term Bank Facilities,IVR BBB- (INC) (Downgraded),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,15.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Pristine Commercials Private Limited,Infomerics,Long/ Short Term Bank Facilities,IVR BBB-/IVR A3; (INC) (Downgraded),29-Jan-2026,LOW,HOT,2026-10-26,October 2026,147,25.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
QuadGen Wireless Solutions Private limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),30-Jan-2026,LOW,HOT,2026-10-27,October 2026,146,25.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
QuadGen Wireless Solutions Private limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),30-Jan-2026,LOW,HOT,2026-10-27,October 2026,146,124.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
QuadGen Wireless Solutions Private limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB/IVR A4; (INC) (Downgraded),30-Jan-2026,LOW,HOT,2026-10-27,October 2026,146,200.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
QuadGen Wireless Solutions Private limited,Infomerics,Proposed Long Term/ Short Term Bank Facilities,IVR BB/IVR A4; (INC) (Downgraded),30-Jan-2026,LOW,HOT,2026-10-27,October 2026,146,1.0,Steel & Metals,Infomerics,INC rating hits HOT threshold on 2026-10-27 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Get ahead of renewal — ACER offers fresh perspective + speed.
Rajasthan Cricket Association,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),30-Oct-2025,MEDIUM,ULTRA HOT,2026-10-30,October 2026,238,85.0,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-30 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
SISL Infotech Private Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),31-Oct-2025,MEDIUM,ULTRA HOT,2026-10-31,October 2026,237,10.0,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
SISL Infotech Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),31-Oct-2025,MEDIUM,ULTRA HOT,2026-10-31,October 2026,237,120.0,IT/Technology,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Sau Mathurabai Bhausaheb Thorat Sevabhavi Trust,Infomerics,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),31-Oct-2025,MEDIUM,ULTRA HOT,2026-10-31,October 2026,237,165.65,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
Sau Mathurabai Bhausaheb Thorat Sevabhavi Trust,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),31-Oct-2025,MEDIUM,ULTRA HOT,2026-10-31,October 2026,237,30.0,Other,Infomerics,INC rating hits ULTRA HOT threshold on 2026-10-31 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds,Oct Wk4 (Oct 22-31),Infomerics-rated company — ZERO competitor overlap with major agencies. ACER is first challenger agency to approach this company. Rating overdue — ACER can onboard immediately and issue faster than Infomerics turnaround.
