Company Name,Agency,Sector,Pipeline_Window,Instruments,Rev_Avg_Lakhs,Rev_High_Lakhs,Amt_Cr,NCD,Call_Window,Current_Urgency
Dadu Pipes Pvt. Ltd.,BRICKWORK,Steel & Metals,October 2026,Bank Guarantee,4.0,5.0,17.0,0,Nov Wk1 (Nov 1-7),LOW
Sitaram Energy & Logistics Ltd.,ACUITE,Energy,October 2026,Bank Guarantee,4.0,5.0,8.0,0,Oct Wk2 (Oct 8-14),LOW
Skaf Construction Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,27.0,0,Oct Wk1 (Oct 1-7),LOW
Data Ingenious Global Ltd.,ACUITE,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,11.0,0,Nov Wk4 (Nov 22-30),LOW
Simla Chemicals Pvt. Ltd.,CRISIL,Chemicals & Pharma,Q1 2027,Bank Guarantee,4.0,5.0,6.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Singrauli Finlease Pvt. Ltd.,CARE,Other,Q2 2027,Bank Guarantee,4.0,5.0,5.0,0,HOT by Jan 2027,LOW (<90 days)
Diamond T M T & Procon Pvt. Ltd.,CRISIL,Jewellery/Gems,October 2026,Bank Guarantee,4.0,5.0,1.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Digha Sea Food Exports Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Bank Guarantee,4.0,5.0,0.35,0,Nov Wk4 (Nov 22-30),LOW
Dilip Impex Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Oct Wk3 (Oct 15-21),LOW
Dilip Impex Pvt. Ltd.,CRISIL,Other,Q2 2027,Bank Guarantee,4.0,5.0,5.0,0,HOT by Jan 2027,LOW (<90 days)
Devi Construction Co. Pvt. Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee,4.0,5.0,30.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Nitya Electrocontrols Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,3.5,0,Oct Wk4 (Oct 22-31),MEDIUM
Nova Publications & Printers Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,4.0,5.0,12.73,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Marshall Corporation Ltd.,ACUITE,Other,October 2026,Bank Guarantee,4.0,5.0,2.01,0,Oct Wk3 (Oct 15-21),LOW
Marshall Corporation Ltd.,ACUITE,Other,Q2 2027,Bank Guarantee,4.0,5.0,2.01,0,HOT by Jan 2027,LOW (<90 days)
Darjeeling Flour Mills Pvt. Ltd.,BRICKWORK,Agro & Food,October 2026,Bank Guarantee,4.0,5.0,11.2,0,Nov Wk2 (Nov 8-14),MEDIUM
Capital Electech Pvt. Ltd.,BRICKWORK,BFSI/NBFC,Q2 2027,Bank Guarantee,4.0,5.0,123.5,0,HOT by Jan 2027,LOW (<90 days)
Capricorn Blenders Pvt. Ltd.,ACUITE,Other,October 2026,Bank Guarantee,4.0,5.0,0.5,0,Oct Wk2 (Oct 8-14),LOW
Castron Technologies Pvt. Ltd.,CRISIL,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,1.75,0,Oct Wk3 (Oct 15-21),LOW
C C I Logistics Ltd.,CRISIL,Logistics,Q1 2027,Bank Guarantee,4.0,5.0,6.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
C D R Projects Pvt. Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee,4.0,5.0,17.0,0,Nov Wk3 (Nov 15-21),LOW
C D S Infra Projects Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee,4.0,5.0,725.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Cadiz Pharmaceuticals Pvt. Ltd.,CRISIL,Chemicals & Pharma,October 2026,Bank Guarantee,4.0,5.0,15.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Shri Swami Samarth Engineers Ltd.,BRICKWORK,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,30.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Shri Vaari Electricals Pvt. Ltd.,CRISIL,Energy,October 2026,Bank Guarantee,4.0,5.0,6.0,0,Oct Wk2 (Oct 8-14),LOW
Dipanshu Promoter & Builder Pvt. Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee,4.0,5.0,37.5,0,Nov Wk2 (Nov 8-14),LOW
Dubas Engineering Pvt. Ltd.,BRICKWORK,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Oct Wk1 (Oct 1-7),LOW
Dubas Engineering Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Bank Guarantee,4.0,5.0,5.0,0,HOT by Jan 2027,LOW (<90 days)
Shriram Power & Steel Pvt. Ltd.,BRICKWORK,Steel & Metals,Q1 2027,Bank Guarantee,4.0,5.0,0.6,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Shrishaila Electricals (India) Pvt. Ltd.,CARE,Energy,Q1 2027,Bank Guarantee,4.0,5.0,11.0,0,Sep 2026 — RM,HOT
Shri Krupa Services Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Bank Guarantee,4.0,5.0,4.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Durga Carriers Pvt. Ltd.,CRISIL,Automobiles,October 2026,Bank Guarantee,4.0,5.0,0.5,0,Oct Wk3 (Oct 15-21),LOW
Durga Signal Infra Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,5.5,0,Nov Wk2 (Nov 8-14),MEDIUM
Crescent Tanners Pvt. Ltd.,CARE,Other,October 2026,Bank Guarantee,4.0,5.0,0.5,0,Oct Wk1 (Oct 1-7),LOW
Crescent Tanners Pvt. Ltd.,CARE,Other,Q2 2027,Bank Guarantee,4.0,5.0,0.5,0,HOT by Jan 2027,LOW (<90 days)
Crystal Quinone Pvt. Ltd.,ACUITE,Other,October 2026,Bank Guarantee,4.0,5.0,7.0,0,Nov Wk1 (Nov 1-7),LOW
D H D Infracon Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,30.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Smilax Healthcare Pvt. Ltd.,BRICKWORK,Healthcare,Q1 2027,Bank Guarantee,4.0,5.0,2.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Solus Security Systems Pvt. Ltd.,CRISIL,IT/Technology,Q1 2027,Bank Guarantee,4.0,5.0,4.5,0,Dec 2026 – Jan 2027,LOW/MEDIUM
D M R Builders Pvt. Ltd.,BRICKWORK,Construction,Q1 2027,Bank Guarantee,4.0,5.0,14.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Ebix Travel & Holidays Ltd. [Merged],CRISIL,Hotels & Tourism,October 2026,Bank Guarantee,4.0,5.0,1.5,0,Oct Wk4 (Oct 22-31),LOW
Ecofil Technologies India Pvt. Ltd.,BRICKWORK,IT/Technology,Q1 2027,Bank Guarantee,4.0,5.0,40.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Sri Venkatesh Iron & Alloys (India) Ltd.,BRICKWORK,Steel & Metals,Q1 2027,Bank Guarantee,4.0,5.0,5.96,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Starcon Infra Projects India Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,15.0,0,Oct Wk4 (Oct 22-31),LOW
Starcon Infra Projects India Pvt. Ltd.,CRISIL,Construction,Q2 2027,Bank Guarantee,4.0,5.0,15.0,0,HOT by Jan 2027,LOW (<90 days)
Shree Samtainath Enterprises Pvt. Ltd.,ACUITE,Other,October 2026,Bank Guarantee,4.0,5.0,1.25,0,Nov Wk4 (Nov 22-30),MEDIUM
Shree Vardhaman Power Pvt. Ltd.,BRICKWORK,Energy,Q1 2027,Bank Guarantee,4.0,5.0,9.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
F C G Flameproof Control Gears Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,4.0,0,Oct Wk3 (Oct 15-21),LOW
F P India Project Mgmt. Consultancy Services Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,7.5,0,Oct Wk3 (Oct 15-21),LOW
Shyan Engineers Project Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,23.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Sidhi Vinayak Metcom Ltd.,BRICKWORK,Other,Q1 2027,Bank Guarantee,4.0,5.0,0.5,0,Sep 2026 — RM,LOW/MEDIUM
Sidhi Vinayak Metcom Ltd.,CARE,Other,Q1 2027,Bank Guarantee,4.0,5.0,1.0,0,Sep 2026 — RM,HOT
Sidhivinayak Chemtech Pvt. Ltd.,ACUITE,Chemicals & Pharma,October 2026,Bank Guarantee,4.0,5.0,3.0,0,Oct Wk2 (Oct 8-14),LOW
Sidhivinayak Chemtech Pvt. Ltd.,ACUITE,Chemicals & Pharma,Q2 2027,Bank Guarantee,4.0,5.0,3.0,0,HOT by Jan 2027,LOW (<90 days)
Vinishma Technologies Pvt. Ltd.,ACUITE,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,12.5,0,Oct Wk1 (Oct 1-7),LOW
Maple Computer & Communication Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Bank Guarantee,4.0,5.0,2.0,0,HOT by Jan 2027,LOW (<90 days)
Marino Cables India Pvt. Ltd.,ACUITE,Other,Q1 2027,Bank Guarantee,4.0,5.0,2.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Virtus Exports & Imports Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Bank Guarantee,4.0,5.0,20.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Masina Alloys Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Bank Guarantee,4.0,5.0,1.5,0,Oct Wk3 (Oct 15-21),LOW
Masina Alloys Pvt. Ltd.,CRISIL,Steel & Metals,Q2 2027,Bank Guarantee,4.0,5.0,1.5,0,HOT by Jan 2027,LOW (<90 days)
Aishwaryagiri Constructions Pvt. Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,4.0,5.0,15.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Nis Facility Mgmt. Services Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Vinishma Technologies Pvt. Ltd.,ACUITE,IT/Technology,Q2 2027,Bank Guarantee,4.0,5.0,12.5,0,HOT by Jan 2027,LOW (<90 days)
P S T S Heavy Lift & Shift Ltd.,BRICKWORK,Other,Q2 2027,Bank Guarantee,4.0,5.0,0.5,0,HOT by Jan 2027,LOW (<90 days)
P S T S Logistics Pvt. Ltd.,BRICKWORK,Logistics,Q1 2027,Bank Guarantee,4.0,5.0,3.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Oasis E P C Solutions Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,10.5,0,Oct Wk4 (Oct 22-31),MEDIUM
Ocean Constructions (India) Pvt. Ltd.,ACUITE,Construction,October 2026,Bank Guarantee,4.0,5.0,75.0,0,Nov Wk4 (Nov 22-30),LOW
Ajay Protech Pvt. Ltd.,CRISIL,IT/Technology,Q2 2027,Bank Guarantee,4.0,5.0,21.0,0,HOT by Jan 2027,LOW (<90 days)
Akal Information Systems Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,5.25,0,Nov Wk2 (Nov 8-14),LOW
Akrati Technimont Ltd.,BRICKWORK,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,9.0,0,Nov Wk1 (Nov 1-7),LOW
Maharashtra Electro-Mechanical Works Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Bank Guarantee,4.0,5.0,1.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Mangla Amit Builders Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,8.5,0,Nov Wk3 (Nov 15-21),LOW
Mangrul Mills Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,0.4,0,Oct Wk3 (Oct 15-21),LOW
Mangrul Mills Pvt. Ltd.,CRISIL,Other,Q2 2027,Bank Guarantee,4.0,5.0,0.4,0,HOT by Jan 2027,LOW (<90 days)
Vigel Manufacturing Technologies Pvt. Ltd.,BRICKWORK,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Oct Wk4 (Oct 22-31),MEDIUM
Om Sharda Logistics Pvt. Ltd.,CRISIL,Logistics,October 2026,Bank Guarantee,4.0,5.0,7.4,0,Nov Wk1 (Nov 1-7),MEDIUM
Manisha Infrastructure Pvt. Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee,4.0,5.0,30.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Maple Computer & Communication Pvt. Ltd.,BRICKWORK,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,2.0,0,Oct Wk1 (Oct 1-7),LOW
Patel Beer Pvt. Ltd.,CARE,Other,October 2026,Bank Guarantee,4.0,5.0,15.48,0,Nov Wk4 (Nov 22-30),MEDIUM
Pawan Communications Pvt. Ltd.,BRICKWORK,IT/Technology,Q1 2027,Bank Guarantee,4.0,5.0,4.0,0,Sep 2026 — RM,LOW/MEDIUM
Pawan Communications Pvt. Ltd.,CARE,IT/Technology,Q1 2027,Bank Guarantee,4.0,5.0,2.5,0,Sep 2026 — RM,HOT
P C Snehal Construction Pvt. Ltd.,BRICKWORK,Construction,Q1 2027,Bank Guarantee,4.0,5.0,135.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
P K T Infra Pvt. Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,4.0,5.0,5.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Ess Gee Trendz Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,2.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Shree Mahakali Enterprises Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,4.0,5.0,1.25,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Shree Manglam Buildcon (I) Pvt. Ltd.,BRICKWORK,Construction,October 2026,Bank Guarantee,4.0,5.0,117.0,0,Oct Wk4 (Oct 22-31),LOW
Studiokon Ventures Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,15.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Subhash Distributors Ltd.,BRICKWORK,Other,Q2 2027,Bank Guarantee,4.0,5.0,5.25,0,HOT by Jan 2027,LOW (<90 days)
Filteration Engineers (India) Pvt. Ltd.,ACUITE,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,5.25,0,Oct Wk2 (Oct 8-14),LOW
Filteration Engineers (India) Pvt. Ltd.,ACUITE,Other,Q2 2027,Bank Guarantee,4.0,5.0,5.25,0,HOT by Jan 2027,LOW (<90 days)
Filteration Engineers (India) Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,5.5,0,Nov Wk3 (Nov 15-21),LOW
Shivmani Exports Pvt. Ltd.,CARE,Logistics,October 2026,Bank Guarantee,4.0,5.0,0.4,0,Oct Wk1 (Oct 1-7),LOW
Shivmani Exports Pvt. Ltd.,CARE,Other,Q2 2027,Bank Guarantee,4.0,5.0,0.4,0,HOT by Jan 2027,LOW (<90 days)
Shoe Technik Intl. Corpn. Ltd.,CARE,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,0.25,0,Oct Wk3 (Oct 15-21),LOW
Shoe Technik Intl. Corpn. Ltd.,CARE,IT/Technology,Q2 2027,Bank Guarantee,4.0,5.0,0.25,0,HOT by Jan 2027,LOW (<90 days)
Shree Bharka (India) Ltd.,ACUITE,Other,October 2026,Bank Guarantee,4.0,5.0,1.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Shree Gopal Govind Sponge Pvt. Ltd.,ACUITE,Other,Q1 2027,Bank Guarantee,4.0,5.0,0.35,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Dwarakamai Constructions Pvt. Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,4.0,5.0,12.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
E C Blades & Tools Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,25.0,0,Oct Wk4 (Oct 22-31),LOW
E C Blades & Tools Pvt. Ltd.,CRISIL,Other,Q2 2027,Bank Guarantee,4.0,5.0,25.0,0,HOT by Jan 2027,LOW (<90 days)
E D A C Engineering Ltd.,CRISIL,Manufacturing,Q1 2027,Bank Guarantee,4.0,5.0,11.3,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Shri Maa Mktg. Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Bank Guarantee,4.0,5.0,12.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Shri Ram Solvent Extractions Pvt. Ltd.,CRISIL,Chemicals & Pharma,October 2026,Bank Guarantee,4.0,5.0,1.5,0,Nov Wk2 (Nov 8-14),MEDIUM
Sujata Udit Builders Pvt. Ltd.,CARE,Construction,Q2 2027,Bank Guarantee,4.0,5.0,4.31,0,HOT by Jan 2027,LOW (<90 days)
Bharat Road Carrier Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,4.5,0,Oct Wk2 (Oct 8-14),LOW
Bhati Associates Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,4.0,5.0,8.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Sumer Sons Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,4.5,0,Oct Wk4 (Oct 22-31),MEDIUM
Sumesh Engineers Pvt. Ltd.,CRISIL,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Oct Wk4 (Oct 22-31),LOW
Sun Rolling Mills Pvt. Ltd.,CARE,Steel & Metals,Q1 2027,Bank Guarantee,4.0,5.0,1.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Shamanur Sugars Ltd.,BRICKWORK,Agro & Food,Q2 2027,Bank Guarantee,4.0,5.0,2.73,0,HOT by Jan 2027,LOW (<90 days)
G C Threads Pvt. Ltd.,CARE,Textiles,October 2026,Bank Guarantee,4.0,5.0,0.25,0,Oct Wk2 (Oct 8-14),MEDIUM
G H V (India) Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,820.0,0,Oct Wk4 (Oct 22-31),MEDIUM
G M Dalui & Sons Pvt. Ltd.,CRISIL,Agro & Food,October 2026,Bank Guarantee,4.0,5.0,9.0,0,Nov Wk2 (Nov 8-14),MEDIUM
G M Iron & Steel Co. Ltd.,CRISIL,Steel & Metals,October 2026,Bank Guarantee,4.0,5.0,15.0,0,Oct Wk3 (Oct 15-21),LOW
G M Iron & Steel Co. Ltd.,CRISIL,Steel & Metals,Q2 2027,Bank Guarantee,4.0,5.0,15.0,0,HOT by Jan 2027,LOW (<90 days)
Sharad Constructions Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,38.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Energy Development Co. Ltd.,CARE,Energy,October 2026,Bank Guarantee,4.0,5.0,7.0,0,Oct Wk2 (Oct 8-14),LOW
Energy Development Co. Ltd.,CARE,Energy/Power,Q2 2027,Bank Guarantee,4.0,5.0,7.0,0,HOT by Jan 2027,LOW (<90 days)
Ensemble Infrastructure India Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,4.0,5.0,10.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Envirad Projects Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,44.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Eppeltone Engineers Ltd.,CRISIL,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,8.5,0,Oct Wk4 (Oct 22-31),LOW
Eppeltone Engineers Ltd.,CRISIL,Other,Q2 2027,Bank Guarantee,4.0,5.0,8.5,0,HOT by Jan 2027,LOW (<90 days)
M P Agarwala Pvt. Ltd.,CARE,Other,Q1 2027,Bank Guarantee,4.0,5.0,43.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
M R Pro Tech Pvt. Ltd.,BRICKWORK,IT/Technology,October 2026,Bank Guarantee,4.0,5.0,5.0,0,Nov Wk3 (Nov 15-21),LOW
Parekh Gadgets Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,2.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Lords Travel Pvt. Ltd.,CARE,Hotels & Tourism,October 2026,Bank Guarantee,4.0,5.0,3.5,0,Oct Wk4 (Oct 22-31),LOW
Lords Travel Pvt. Ltd.,CARE,Hotels & Tourism,Q2 2027,Bank Guarantee,4.0,5.0,3.5,0,HOT by Feb 2027,LOW (<90 days)
All About Outdoor Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,4.0,5.0,14.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Allied Infrastructures & Projects Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,28.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Alok Buildtech Pvt. Ltd.,ACUITE,Construction,October 2026,Bank Guarantee,4.0,5.0,45.45,0,Oct Wk1 (Oct 1-7),LOW
Alok Buildtech Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,15.0,0,Oct Wk2 (Oct 8-14),MEDIUM
Vega Auto Accessories Ltd.,CRISIL,Automobiles,October 2026,Bank Guarantee,4.0,5.0,3.0,0,Nov Wk4 (Nov 22-30),LOW
M M Shawl Engineers & Contractors Pvt. Ltd.,BRICKWORK,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,25.0,0,Nov Wk3 (Nov 15-21),LOW
M M Shawl Engineers & Contractors Pvt. Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,4.0,5.0,40.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
M N C Electricals Pvt. Ltd.,CRISIL,Energy,October 2026,Bank Guarantee,4.0,5.0,8.0,0,Nov Wk3 (Nov 15-21),LOW
Panchdeep Constructions Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,4.0,5.0,20.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Panem Industries Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Bank Guarantee,4.0,5.0,1.5,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Veera Techno Trec Pvt. Ltd.,CRISIL,IT/Technology,Q1 2027,Bank Guarantee,4.0,5.0,13.5,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Pioneer Fabricators Ltd.,BRICKWORK,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,39.0,0,Oct Wk2 (Oct 8-14),LOW
Pioneer Plastic Inds. Ltd.,ACUITE,Chemicals & Pharma,October 2026,Bank Guarantee,4.0,5.0,2.0,0,Nov Wk1 (Nov 1-7),MEDIUM
Bhagya Laxmi Gems & Jewellers Pvt. Ltd.,ACUITE,Other,Q2 2027,Bank Guarantee,4.0,5.0,15.0,0,HOT by Jan 2027,LOW (<90 days)
Bhakra Service Station Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,0.35,0,Nov Wk3 (Nov 15-21),LOW
Sunrise Integrated Facility Pvt. Ltd.,BRICKWORK,Other,October 2026,Bank Guarantee,4.0,5.0,0.5,0,Oct Wk1 (Oct 1-7),LOW
Sunrise Integrated Facility Pvt. Ltd.,BRICKWORK,Other,Q2 2027,Bank Guarantee,4.0,5.0,0.5,0,HOT by Jan 2027,LOW (<90 days)
Super Plastic Coats Pvt. Ltd.,CRISIL,Chemicals & Pharma,October 2026,Bank Guarantee,4.0,5.0,2.5,0,Nov Wk3 (Nov 15-21),MEDIUM
Supreme Road Transport Pvt. Ltd.,CARE,Construction,Q1 2027,Bank Guarantee,4.0,5.0,5.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Supreme Road Transport Pvt. Ltd.,CRISIL,Logistics,October 2026,Bank Guarantee,4.0,5.0,8.0,0,Nov Wk4 (Nov 22-30),LOW
Geeken Seating Collection Pvt. Ltd.,CRISIL,Other,Q1 2027,Bank Guarantee,4.0,5.0,45.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Sensa Core Medical Instrumentation Pvt. Ltd.,CRISIL,Healthcare,October 2026,Bank Guarantee,4.0,5.0,6.5,0,Nov Wk2 (Nov 8-14),MEDIUM
Senthil Construction Corpn. Pvt. Ltd.,BRICKWORK,Construction,Q1 2027,Bank Guarantee,4.0,5.0,15.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Seven Seas Distillery Pvt. Ltd.,CARE,Other,October 2026,Bank Guarantee,4.0,5.0,0.13,0,Oct Wk2 (Oct 8-14),LOW
Shinde Developers Pvt. Ltd.,BRICKWORK,Other,Q1 2027,Bank Guarantee,4.0,5.0,70.0,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Shiva Buildtech Pvt. Ltd.,CRISIL,Construction,Q1 2027,Bank Guarantee,4.0,5.0,93.7,0,Dec 2026 – Jan 2027,LOW/MEDIUM
Shiva Structures Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,21.0,0,Nov Wk4 (Nov 22-30),MEDIUM
Sujata Udit Builders Pvt. Ltd.,CARE,Construction,October 2026,Bank Guarantee,4.0,5.0,4.31,0,Oct Wk2 (Oct 8-14),LOW
Ambani Vitrified Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,3.0,0,Nov Wk3 (Nov 15-21),MEDIUM
Lakshmi Precision Screws Ltd.,CARE,Other,Q2 2027,Bank Guarantee,4.0,5.0,77.0,0,HOT by Jan 2027,LOW (<90 days)
Las Cargo Pvt. Ltd.,BRICKWORK,Logistics,Q1 2027,Bank Guarantee,4.0,5.0,16.0,0,Sep–Oct 2026 — Call 3 months ahead,HOT
Laxmi Dia Jewel Pvt. Ltd.,CRISIL,Jewellery/Gems,October 2026,Bank Guarantee,4.0,5.0,3.0,0,Nov Wk4 (Nov 22-30),LOW
Perfect Infracorp Pvt. Ltd.,CRISIL,Construction,October 2026,Bank Guarantee,4.0,5.0,83.0,0,Nov Wk1 (Nov 1-7),MEDIUM
Phi Audiocom Systems Pvt. Ltd.,ACUITE,Other,October 2026,Bank Guarantee,4.0,5.0,6.0,0,Oct Wk2 (Oct 8-14),LOW
Luxra Enterprises Pvt. Ltd.,CARE,Other,October 2026,Bank Guarantee,4.0,5.0,6.0,0,Oct Wk3 (Oct 15-21),LOW
Luxra Enterprises Pvt. Ltd.,CARE,Other,Q2 2027,Bank Guarantee,4.0,5.0,6.0,0,HOT by Jan 2027,LOW (<90 days)
M I L India Pvt. Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,7.8,0,Nov Wk3 (Nov 15-21),LOW
Leading Metals Pvt. Ltd.,CRISIL,Steel & Metals,October 2026,Bank Guarantee,4.0,5.0,2.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Pratistha Engineering Ltd.,CRISIL,Manufacturing,October 2026,Bank Guarantee,4.0,5.0,10.0,0,Nov Wk2 (Nov 8-14),MEDIUM
Preet Brothers Ltd.,CRISIL,Other,October 2026,Bank Guarantee,4.0,5.0,10.0,0,Nov Wk4 (Nov 22-30),LOW
Phenil Sugars Ltd.,CARE,Agro & Food,Q2 2027,Bank Guarantee,4.0,5.0,2.0,0,HOT by Jan 2027,LOW (<90 days)
