Company_Name,Rating_Date,Instruments,Size,Current_Rating,Outlook,Days_Since_Rating,Urgency,Current_Rater,Why_Target,ACER_Pitch
KMC Constructions Limited,"March 21, 2025",Short Term Bank Facilities,Rs. 437.57 Cr.,IVR A4+ (INC)(Downgraded),Nil,458,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
KMC Constructions Limited,"March 21, 2025",Proposed Short Term Bank Facilities,Rs. 287.43 Cr.,IVR A4+ (INC)(Downgraded),Nil,458,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Jitendra New EV Tech Private Limited,"March 22, 2025",Long Term Bank Facilities,Rs. 50.00 Cr.,IVR B+ (INC)(Downgraded),Negative,457,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
MT Patil Builders & Contractors Private Limited,"March 24, 2025",Long Term Bank Facilities,Rs. 10.20 Cr.,IVR BB (INC)(Downgraded),Negative,455,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
MT Patil Builders & Contractors Private Limited,"March 24, 2025",Short Term Bank Facilities,Rs. 15.00 Cr.,IVR A4 (INC)(Downgraded),Nil,455,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Piotex Textech Private Limited,"March 24, 2025",Long Term Bank Facilities,Rs. 25.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,455,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Piotex Textech Private Limited,"March 24, 2025",Short Term Bank Facilities,Rs. 4.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,455,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Piotex Textech Private Limited,"March 24, 2025",Proposed Long Term/ Short Term Bank Facilities,Rs. 1.00 Cr.,IVR BB+/IVR A4+; (INC)(Downgraded),Negative/-,455,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Aara Jungle Resortes Private Limited,"March 24, 2025",Long Term Facility - Fund Based - Term Loan,Rs. 19.35 Cr.,IVR BB (INC) (Downgraded),Negative,455,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Aara Jungle Resortes Private Limited,"March 24, 2025",Long Term Facility - Fund Based - Cash Credit,Rs. 2.00 Cr.,IVR BB (INC) (Downgraded),Negative,455,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Aara Jungle Resortes Private Limited,"March 24, 2025",Long Term Facility - Fund Based - Proposed Term Loan,Rs. 0.88 Cr.,IVR BB (INC) (Downgraded),Negative,455,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kompass Infrastructures Private Limited,"March 25, 2025",Long Term Bank Facilities,Rs. 3.26 Cr.,IVR C- (INC)(Reaffirmed),Negative,454,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kompass Infrastructures Private Limited,"March 25, 2025",Short Term Bank Facilities,Rs. 15.00 Cr.,IVR A4 (INC)(Reaffirmed),Nil,454,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Kompass Infrastructures Private Limited,"March 25, 2025",Long Term/Short Term bank Facilities (Proposed),Rs. 11.74 Cr.,IVR C-/IVR A4; (INC)(Reaffirmed),Negative/-,454,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Uni Medicolabs,"March 25, 2025",Long Term Facilities,Rs. 35.94 Cr.,IVR B+ (INC)(Downgraded),Negative,454,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Uni Medicolabs,"March 25, 2025",Short Term Facilities,Rs. 2.86 Cr.,IVR A4 (INC)(Reaffirmed),Nil,454,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Anagha Stones LLP,"March 25, 2025",Long Term Facilities,Rs. 35.69 Cr.,IVR B+ (INC)(Downgraded),Negative,454,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
H S Mehta Infra Private Limited,"March 25, 2025",Long Term Facilities,Rs. 65.00 Cr.,IVR BB (INC)(Downgraded),Negative,454,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
H S Mehta Infra Private Limited,"March 25, 2025",Short Term Facilities,Rs. 75.00 Cr.,IVR A4 (INC)(Downgraded),Nil,454,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Premier Marine Foods,"March 26, 2025",Long Term Bank Facilities,Rs. 12.67 Cr.,IVR D (INC) (Reaffirmed),Nil,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Premier Marine Foods,"March 26, 2025",Short Term Bank Facilities,Rs. 56.00 Cr.,IVR D (INC) (Reaffirmed),Nil,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Intergen Energy Limited,"March 26, 2025",Long Term Bank Facilities,Rs. 3.90 Cr.,IVR B (INC)(Downgraded),Negative,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Intergen Energy Limited,"March 26, 2025",Short Term Bank Facilities,Rs. 26.10 Cr.,IVR A4 (INC)(Reaffirmed),Nil,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Swift Financial Results Limited,"March 26, 2025",Long Term Bank Facilities,Rs. 30.93 Cr. (including proposed limit of Rs. 10.00 Cr.),IVR B+ (INC)(Downgraded),Negative,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Swift Financial Results Limited,"March 26, 2025",Short Term Bank Facilities,Rs. 0.50 Cr.,IVR A4 (INC)(Reaffirmed),Nil,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Universal Knitwears,"March 26, 2025",Long Term Facilities,Rs. 8.00 Cr.,IVR B- (INC)(Downgraded),Negative,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Universal Knitwears,"March 26, 2025",Short Term Facilities,Rs. 10.50 Cr.,IVR A4 (INC)(Reaffirmed),Nil,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Simon India Limited,"March 26, 2025",Long Term Bank Facilities,Rs 100.00 Cr,IVR BB+ (CE) (INC),Nil,453,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maple ODC Movers Private Limited,"March 27, 2025",Long Term Bank Facilities,Rs. 6.00 Cr.,IVR D (INC)(Reaffirmed),Nil,452,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maple ODC Movers Private Limited,"March 27, 2025",Short Term Bank Facilities,Rs. 1.00 Cr.,IVR D (INC)(Reaffirmed),Nil,452,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maple ODC Movers Private Limited,"March 27, 2025",Proposed Long Term Bank Facilities,Rs. 4.00 Cr.,IVR D (INC)(Reaffirmed),Nil,452,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maple ODC Movers Private Limited,"March 27, 2025",Proposed Short Term Bank Facilities,Rs. 4.00 Cr.,IVR D (INC)(Reaffirmed),Nil,452,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Worlds Window Wardha Infrastructure Private Limited,"March 27, 2025",Long Term Bank Facilities,Rs. 50.00 Cr.,IVR D (INC)(Reaffirmed),Nil,452,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Everest Metals FZE,"March 27, 2025",Long Term Bank Facilities,Rs. 76.70 Cr.,IVR C (INC)(Reaffirmed),Negative,452,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Everest Metals FZE,"March 27, 2025",Proposed Long Term Bank Facilities,Rs. 63.30 Cr.,IVR C (INC)(Reaffirmed),Negative,452,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
DR N Sahewalla and Company Private Limited,"March 27, 2025",Long Term Bank Facilities,Rs. 95.00 Cr.,IVR BB+ (INC)(Downgraded),Negative,452,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Udit Baihar Lamta Private Limited,"March 28, 2025",Long Term Facilities,Rs. 6.35 Cr.,IVR B- (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Udit Baihar Lamta Private Limited,"March 28, 2025",Short Term Facilities,Rs. 9.19 Cr.,IVR A4 (INC)(Reaffirmed),Nil,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Beohari Bansukli Pathways Private Limited,"March 28, 2025",Long Term Facilities,Rs. 20.16 Cr.,IVR B- (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Beohari Bansukli Pathways Private Limited,"March 28, 2025",Short Term Facilities,Rs. 18.20 Cr.,IVR A4 (INC)(Reaffirmed),Nil,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Udit Pathways Private Limited,"March 28, 2025",Long Term Facilities,Rs. 1.00 Cr.,IVR B (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Udit Pathways Private Limited,"March 28, 2025",Short Term Facilities,Rs. 9.07 Cr.,IVR A4 (INC)(Reaffirmed),Nil,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rewa Pathways Private Limited (RPPL),"March 28, 2025",Long Term Facilities,Rs. 6.33 Cr.,IVR B (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Udit Baihar Lamta Private Limited,"March 28, 2025",Long Term Facilities,Rs. 6.35 Cr.,IVR B- (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Udit Baihar Lamta Private Limited,"March 28, 2025",Short Term Facilities,Rs. 9.19 Cr.,IVR A4 (INC)(Reaffirmed),Nil,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Beohari Bansukli Pathways Private Limited,"March 28, 2025",Long Term Facilities,Rs. 20.16 Cr.,IVR B- (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Beohari Bansukli Pathways Private Limited,"March 28, 2025",Short Term Facilities,Rs. 18.20 Cr.,IVR A4 (INC)(Reaffirmed),Nil,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Udit Pathways Private Limited,"March 28, 2025",Long Term Facilities,Rs. 1.00 Cr.,IVR B (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Udit Pathways Private Limited,"March 28, 2025",Short Term Facilities,Rs. 9.07 Cr.,IVR A4 (INC)(Reaffirmed),Nil,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Rewa Pathways Private Limited (RPPL),"March 28, 2025",Long Term Facilities,Rs. 6.33 Cr.,IVR B (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Maa Jay Chandi Multipurpose Cold Storage Private Limited,"March 28, 2025",Long Term Facilities,Rs. 8.00 Cr.,IVR B- (INC)(Reaffirmed),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
DMR Builders Private Limited,"March 28, 2025",Long Term Bank Facilities,Rs. 41.50 Cr.,IVR BB+ (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
DMR Builders Private Limited,"March 28, 2025",Short Term Bank Facilities,Rs. 3.00 Cr.,IVR A4+ (INC)(Downgraded),Nil,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
DMR Builders Private Limited,"March 28, 2025",Long Term/ Short Term Bank Facilities,Rs. 116.75 Cr.,IVR BB+/IVR A4+; (INC)(Downgraded),Negative/-,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Aria Hotels and Consultancy Services Private Limited,"March 28, 2025",Long Term Bank Facilities,Rs. 376.59 Cr.,IVR BB+ (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
Aria Hotels and Consultancy Services Private Limited,"March 28, 2025",Funded Interest Term Loan,Rs. 43.45 Cr.,IVR BB+ (INC)(Downgraded),Negative,451,ULTRA HOT,Infomerics,INC at Infomerics — ready for displacement,Your rating is non-cooperative at Infomerics — ACER offers a fresh rerating with faster turnaround
