Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch,Multi_Agency
Sun-Power Metalics Pvt. Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2026-01-22,152.0,MEDIUM,True,,50.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Alankar Alloys Private Limited,Infomerics,Long Term Bank Facility | Short Term Bank Facilities (Proposed),IVR BB+ (INC)(Downgraded),2026-01-22,152.0,MEDIUM,True,Infomerics,Rs. 64.90 Cr. | Rs. 1.10 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Sourabh Rolling Mills Private Limited,Infomerics,Long Term Bank Facility,IVR BB+ (INC)(Downgraded),2026-01-22,152.0,MEDIUM,True,Infomerics,Rs. 49.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Sundaram Steels Private Limited,Infomerics,Long term Bank Facilities | Short Term Bank Facilities,IVR BBB (Reaffirmed),2026-01-22,152.0,MEDIUM,False,,Rs. 217.56 Cr. (Enhanced from Rs. 209.27 Crore) | Rs. 21.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Arco Steel Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument | Letter Of credit | Term loans,D,2026-01-23,151.0,MEDIUM,True,,2.09 | 22.50,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Scorodite Stainless India Pvt. Ltd.,CRISIL,Bank Guarantee | Letter Of credit | Term loans,D,2026-01-23,151.0,MEDIUM,True,,2.00 | 9.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Amar Partap Steel Private Limited,Infomerics,Long Term Facilities,IVR BB+ (INC)(Downgraded),2026-01-23,151.0,MEDIUM,True,Infomerics,Rs. 63.70 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Prragathi Steel Castings Pvt. Ltd.,CRISIL,Letter Of credit | Term loans,B,2026-01-27,147.0,MEDIUM,True,,1.12 | 7.10,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Smita Steels Rolling Mills Pvt. Ltd.,CRISIL | IND-RA,Letter Of credit | Long term Loans | Non-government debt,A 4,2026-04-02,147.0,MEDIUM,True,,5.00 | 0.11,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL | IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Steel & Metal Tubes (India) Pvt. Ltd.,CARE,Bank Guarantee,A 3,2026-01-27,147.0,MEDIUM,False,,32.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shikhara Steels Pvt. Ltd.,CRISIL,Term loans,BBB,2026-01-28,146.0,MEDIUM,False,,50.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Eagle Steels Rolling Mills Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR D (INC)(Reaffirmed),2026-01-28,146.0,MEDIUM,True,Infomerics,Rs. 39.50 Cr. | Rs. 2.50 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,YES
Chetan Alloys Pvt. Ltd.,IND-RA,Non-government debt,D,2026-01-29,145.0,MEDIUM,True,,10.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Insco Steels Pvt. Ltd. [Merged],CARE,Letter Of credit,D,2026-01-29,145.0,MEDIUM,True,,225.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Pacific Iron Mfg. Ltd.,IND-RA,Term loans,BBB-,2026-01-29,145.0,MEDIUM,False,,600.00 | 137.50,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by IND-RA, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Panesar Steel & Power Limited,Infomerics,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),2026-01-29,145.0,MEDIUM,True,Infomerics,Rs. 33.63 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
A-One Steels India Ltd.,CRISIL,Long term Loans | Non-fund-based financial facility/instrument | Term loans,A 2,2026-01-30,144.0,MEDIUM,False,,282.00 | 49.80,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Brahmaputra Metallics Ltd.,ACUITE | CARE,Letter Of credit | Term loans,D,2026-02-04,144.0,MEDIUM,True,,44.86 | 26.51,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE | CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Monga Iron & Steel Pvt. Ltd.,CRISIL,Long term Loans,D,2026-01-30,144.0,MEDIUM,True,,6.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Vanya Steels Pvt. Ltd.,CRISIL,Term loans,BBB,2026-01-30,144.0,MEDIUM,False,,4.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Environ Speciality Chemicals Pvt. Ltd.,CARE | CRISIL,Non-government debt | Term loans,BB+,2026-04-07,143.0,MEDIUM,True,,4.16 | 76.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE | CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Patna Iron Pvt. Ltd.,CRISIL,Long term Loans,B,2026-01-31,143.0,MEDIUM,True,,5.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
P R Rolling Mills Pvt. Ltd.,CARE,Bank Guarantee | Term loans,A 3+,2026-02-02,141.0,MEDIUM,False,,3.00 | 4.50,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Magnum MI Steel Private Limited,Infomerics,Long Term Bank Facilities | Long Term Bank Facilities-Proposed | Short Term Bank Facilities,IVR A- (Assigned),2026-02-02,141.0,MEDIUM,False,,Rs. 30.05 Cr. | Rs. 5.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Prabodh Steel Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR B (INC) (Downgraded),2026-02-02,141.0,MEDIUM,True,Infomerics,Rs. 33.52 Cr. | Rs. 2.00 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Isgec Titan Metal Fabricators Pvt. Ltd.,CRISIL,Letter Of credit | Non-fund-based financial facility/instrument,A 1,2026-02-04,139.0,MEDIUM,False,,80.00 | 15.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shri Kanha Stainless Ltd.,CRISIL,Letter Of credit | Long term Loans | Term loans,A 3,2026-02-04,139.0,MEDIUM,False,,3.00 | 10.92,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shree Parashnath Re-Rolling Mills Ltd.,CARE,Bank Guarantee | Term loans,D,2026-02-05,138.0,MEDIUM,True,,53.92 | 54.95,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Pulkit Metals Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR A- (Assigned),2026-02-05,138.0,MEDIUM,False,,Rs. 46.00 Cr. | Rs. 179.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Pushpit Steels Private Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR A- (Assigned),2026-02-05,138.0,MEDIUM,False,,Rs. 655.46 Cr. | Rs. 285.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Grow Ever Steel (India) Pvt. Ltd.,CARE,Non-government debt,A/A1,2026-02-06,137.0,MEDIUM,False,,8.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Shubh Aluminium Pvt. Ltd.,CARE,Non-government debt,C/A4,2026-02-06,137.0,MEDIUM,True,,14.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Bhagwati Ferro Metal Pvt. Ltd.,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,A-,2026-02-09,134.0,MEDIUM,False,,40.00 | 43.23,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Bhagwati Steel Cast Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 2+,2026-02-09,134.0,MEDIUM,False,,35.35,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Sky Alloys & Power Ltd.,CRISIL,Letter Of credit | Term loans,A-,2026-02-09,134.0,MEDIUM,False,,140.53 | 3.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Yaxis Structural Steels Pvt. Ltd.,CRISIL,Term loans,BBB-,2026-02-09,134.0,MEDIUM,False,,1.09 | 11.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Bihar Foundry & Casting Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR A (Upgraded),2026-02-09,134.0,MEDIUM,False,,Rs. 822.82 Cr. (enhanced from Rs. 807.82 Cr.) | Rs. 292.53 Cr. (enhanced from Rs. 282.53 Cr.),Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Rashi Steel and Power Limited,Infomerics,Long Term Bank Facilities (Proposed),IVR BBB (Reaffirmed),2026-02-09,134.0,MEDIUM,False,,Rs. 20.00 Cr.,Infomerics,Steel & Metals,,NO,Active,90-180 days — pre-renewal window,"As an active steel company rated by Infomerics, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
J S W J F E Electrical Steel Nashik Pvt. Ltd.,CARE,Non-government debt,AA-/A1+,2026-02-10,133.0,MEDIUM,False,,340.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Vimla Fuels & Metals Limited,Infomerics,Long Term Bank Facilities | Long Term Bank Facilities- Proposed | Short Term Bank Facilities,IVR D (INC),2026-02-10,133.0,MEDIUM,True,Infomerics,Rs. 14.95 Cr. | Rs. 50.30 Cr.,Infomerics,Steel & Metals,,NO,INC,INC at Infomerics | 90-180 days — pre-renewal window,Your rating at Infomerics went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,YES
Brahampuri Steels Ltd.,ACUITE,Letter Of credit | Long term Loans,A 4,2026-02-11,132.0,MEDIUM,True,,7.00 | 0.74,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Himenviro Environmental Engg. Co. Pvt. Ltd.,CRISIL,Bank Guarantee | Term loans,A 3+,2026-03-11,132.0,MEDIUM,False,,46.50 | 61.50,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Kalika Steel Alloys Pvt. Ltd.,CARE,Bank Guarantee | Letter Of credit | Term loans,A 4,2026-04-01,132.0,MEDIUM,True,,20.00 | 70.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,YES
Steel Works & Power Engineers Pvt. Ltd.,CRISIL,Letter Of credit | Term loans,A 4,2026-02-11,132.0,MEDIUM,False,,13.30 | 2.80,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CRISIL, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Hi-Tech Power & Steel Ltd.,ACUITE,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A,2026-02-12,131.0,MEDIUM,False,,4.78 | 1.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by ACUITE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Nandan Steels & Power Ltd.,ACUITE,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A,2026-02-12,131.0,MEDIUM,False,,40.00 | 7.79,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by ACUITE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Divine Alloys & Power Co. Ltd.,ICRA,Non-government debt | Term loans,D,2026-02-13,130.0,MEDIUM,True,,0.91 | 361.34,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ICRA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Addi Alloys Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-02-16,127.0,MEDIUM,True,,3.00,D365,Steel & Metals,NO,,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ICRA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.,NO
Madhuban Trade-Steels Pvt. Ltd.,CARE,Term loans,A-,2026-02-16,127.0,MEDIUM,False,,3.75,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
Mercure Metals & Alloys Pvt. Ltd.,CARE,Bank Guarantee | Fund based financial facility/instrument,A-,2026-02-16,127.0,MEDIUM,False,,221.00 | 8.00,D365,Steel & Metals,NO,,Active,90-180 days — pre-renewal window,"As an active steel company rated by CARE, ACER can offer competitive pricing and faster turnaround for your next rating cycle.",NO
