Company Name,Rating Date,Current Rater,Instrument,Grade,Rating,Days Since Rating,Urgency,Why Target,ACER Pitch Angle
Kohinoor Hospitals Pvt. Ltd.,19-03-2026,ICRA,Term loans,Default,D,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ami Riddhi Chem Pvt. Ltd.,19-03-2026,ICRA,Short-term loan,High Risk,A 4,96,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 96 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Nandan Petrochem Ltd.,20-03-2026,ICRA,Long term Loans,Inadequate Safety,BB+,95,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 95 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Karvy Financial Services Ltd.,20-03-2026,ICRA,Fund based financial facility/instrument,Default,D,95,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 95 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mangal Sponge & Steel Pvt. Ltd.,20-03-2026,ICRA,Term loans,High Risk,B-,95,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 95 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Therapiva Pvt. Ltd.,20-03-2026,ICRA,Term loans,High Risk,B-,95,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 95 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ambuja Pipes Pvt. Ltd.,24-03-2026,ICRA,Term loans,Default,D,91,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 91 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Coastal Energy Pvt. Ltd.,24-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,91,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 91 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Manishri Refractories & Ceramics Pvt. Ltd.,24-03-2026,ICRA,Non-government debt,High Risk,B/A4,91,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 91 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Charoen Pokphand Seeds (India) Pvt. Ltd.,24-03-2026,ICRA,Term loans,High Risk,B+,91,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 91 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Krishna Transnational Marbles Pvt. Ltd.,25-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,90,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 90 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
N B Cotex Pvt. Ltd.,25-03-2026,ICRA,Term loans,High Risk,B,90,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 90 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Meenar Polydyed Yarns Ltd.,25-03-2026,ICRA,Term loans,High Risk,B+,90,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 90 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Pramukh Exim Pvt. Ltd.,25-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,90,MEDIUM,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 90 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Tenshi Kaizen Pvt. Ltd.,30-03-2026,ICRA,Term loans,High Risk,B+,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Vinar Ispat Ltd.,30-03-2026,ICRA,Non-government debt,Default,D,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Yedeshwari Agro Products Ltd.,30-03-2026,ICRA,Term loans,High Risk,B-,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jell Pharmaceuticals Pvt. Ltd.,30-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Jay Bharat Spices Pvt. Ltd.,30-03-2026,ICRA,Term loans,High Risk,B+,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Rasi Electrodes Ltd.,30-03-2026,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Prince Yarnn India Ltd.,30-03-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sri Koduri Enterprises Pvt. Ltd.,30-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Shriram S E P L Composites Pvt. Ltd.,30-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Davariya Brothers Pvt. Ltd.,30-03-2026,ICRA,Non-government debt,High Risk,B+/A4,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Pan India Infraprojects Pvt. Ltd.,30-03-2026,ICRA,Term loans,Default,D,85,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 85 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
L & W Construction Pvt. Ltd.,31-03-2026,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,84,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 84 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
L & W Building Solutions Pvt. Ltd.,31-03-2026,ICRA,Non-government debt,Inadequate Safety,BB+/A4+,84,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 84 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Cloudtail India Pvt. Ltd.,31-03-2026,ICRA,Non-government debt,High Risk,B+/A4,84,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 84 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Datacipher Ltd.,31-03-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,84,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 84 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sadguru Medical & Research Centre Pvt. Ltd.,31-03-2026,ICRA,Term loans,High Risk,B,84,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 84 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mcon Rasayan India Ltd.,03-04-2026,ICRA,Term loans,High Risk,B+,81,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 81 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Mahalaxmi Technocast Pvt. Ltd.,09-04-2026,ICRA,Short-term loan,High Risk,A 4,75,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 75 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Pannageshwar Sugar Mills Ltd.,10-04-2026,ICRA,Term loans,Default,D,74,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 74 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Energo Engineering Projects Ltd.,10-04-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,74,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 74 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Vidarbha Industries Power Ltd.,10-04-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,74,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 74 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kalra Overseas & Precision Engg. Ltd.,10-04-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,74,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 74 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Andhra Ferro Alloys Ltd.,10-04-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,74,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 74 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ginni Gold Pvt. Ltd.,10-04-2026,ICRA,Non-government debt,Default,D,74,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 74 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Pragati Marine Services Pvt. Ltd.,15-04-2026,ICRA,Non-government debt,Default,D,69,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 69 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
R K City Developers Pvt. Ltd.,15-04-2026,ICRA,Term loans,Default,D,69,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 69 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Ghai Construction Pvt. Ltd.,15-04-2026,ICRA,Non-government debt,High Risk,B+,69,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 69 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Anjalee Granites Pvt. Ltd.,16-04-2026,ICRA,Fund based financial facility/instrument,Inadequate Safety,BB,68,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 68 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
T K Toll Road Pvt. Ltd.,16-04-2026,ICRA,Term loans,Default,D,68,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 68 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Sidwin Fabric Pvt. Ltd.,16-04-2026,ICRA,Non-government debt,High Risk,B+/A4,68,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 68 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Kallam Agro Products & Oils Pvt. Ltd.,16-04-2026,ICRA,Term loans,High Risk,B+,68,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 68 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
K G S Sugar & Infra Corpn. Ltd.,16-04-2026,ICRA,Non-government debt,Default,D,68,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 68 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Imperial Tubes Pvt. Ltd.,16-04-2026,ICRA,Non-fund-based financial facility/instrument,Default,D,68,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 68 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Utility Forms Pvt. Ltd.,16-04-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,68,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 68 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Optics & Allied Engg. Pvt. Ltd.,16-04-2026,ICRA,Term loans,High Risk,B+,68,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 68 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
K N K Construction Pvt. Ltd.,17-04-2026,ICRA,Non-government debt,Default,D,67,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 67 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
K Mohan & Co. (Exports) Pvt. Ltd.,17-04-2026,ICRA,Non-government debt,Default,D,67,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 67 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Goa Ispat Pvt. Ltd.,17-04-2026,ICRA,Non-fund-based financial facility/instrument,High Risk,A 4,67,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 67 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
Auto Hitech Pvt. Ltd.,17-04-2026,ICRA,Term loans,High Risk,B+,67,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 67 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
M B R Flexibles Ltd.,17-04-2026,ICRA,Term loans,High Risk,B+,67,LOW,"ICRA INC — rating non-functional, company available for ACER",ICRA has rated you INC for 67 days — your credit facility is at risk. ACER can issue a fresh rating in 15 days.
