Company,Agencies_INC_April2026,Agency_Count,Instruments,Max_Days_Since_Rating,Urgency,Data_Source,Why_Target,ACER_Pitch
Reeshav Automobiles Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Reliable Hitech Infrastructure Pvt. Ltd.,CRISIL,1,Bank Guarantee,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S M J Eximp Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S V E Drilling Tools Pvt. Ltd.,CARE,1,Term loans,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
S V M Motors Pvt. Ltd.,ACUITE,1,Term loans,56.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Saam Textiles Pvt. Ltd.,CRISIL,1,Letter Of credit | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Safal Flexibond Pvt. Ltd.,CRISIL,1,Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Safal Seeds & Biotech Ltd.,CRISIL,1,Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sahib Tradelinks Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Samay Project Services Ltd.,CRISIL,1,Bank Guarantee | Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sanei Motors Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sangam Rice Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Long term Loans | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sangram Auto Components Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Saswad Mali Sugar Factory Ltd.,CRISIL,1,Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shanmugappriya Textiles Pvt. Ltd.,CRISIL,1,Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shreela Diamonds & Jewels Pvt. Ltd.,CRISIL,1,Short-term loan,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Smaco Engineering Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sri Durga Condev Pvt. Ltd.,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Subray Catal Chem Pvt. Ltd.,CRISIL,1,Letter Of credit | Non-fund-based financial facility/instrument,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sundaram Mahadeo Autoworld Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Telawne Power Equipments Pvt. Ltd.,IND-RA,1,Non-government debt,56.0,LOW,D365,INC at IND-RA in April 2026 peak abandonment period,Your IND-RA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Top Detergent Inds. Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Trisquare Switchgears Pvt. Ltd.,CARE,1,Non-government debt | Term loans,56.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Unique Punch Systems Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,56.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
V R G Industries Pvt. Ltd.,ACUITE,1,Term loans,56.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
A I Champdany Inds. Ltd.,CARE,1,Bank Guarantee,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
A K R Impex Pvt. Ltd.,ICRA,1,Non-government debt,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Abhay Solvents Pvt. Ltd.,ACUITE,1,Long term Loans | Term loans,55.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Agri-Best India Ltd.,CARE,1,Fund based financial facility/instrument | Non-government debt,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Andhra Polymers Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Bangalore Metallurgicals Pvt. Ltd.,ICRA,1,Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Chidambaram Shipcare Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Gokul Finance & Invst. Co. Pvt. Ltd.,ACUITE,1,Long term Loans,55.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Guru Laxmi Cottex Pvt. Ltd.,CARE,1,Bank Guarantee | Term loans,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Him Cylinders Ltd.,CARE,1,Bank Guarantee,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Indiana Hospital & Heart Institute Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
K K V Agro Powers Ltd.,ICRA,1,Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Kamal Cotspin Pvt. Ltd.,CARE,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Narendra Tea Co. Pvt. Ltd.,ICRA,1,Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Nuevo Polymers Pvt. Ltd.,ICRA,1,Non-government debt,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
One Capitall Ltd.,ICRA,1,Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Paramount Blankets Pvt. Ltd.,CARE,1,Fund based financial facility/instrument | Non-government debt | Term loans,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Piccadily Holiday Resorts Ltd.,ICRA,1,Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Prasad International Pvt. Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,55.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Precise Chemi Pharma Pvt. Ltd.,CRISIL,1,Letter Of credit,55.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R P A Unibakes Pvt. Ltd.,ICRA,1,Non-government debt | Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
R S A L Steel Pvt. Ltd.,ICRA,1,Non-fund-based financial facility/instrument | Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Right Tight Fastners Pvt. Ltd.,CRISIL,1,Letter Of credit | Long term Loans | Term loans,55.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Rikhabchand Sohanlall Ltd.,CRISIL,1,Letter Of credit,55.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,1,Letter Of credit | Long term Loans,55.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Saffron Lifestyle Traders Pvt. Ltd.,CRISIL,1,Term loans,55.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sarvodaya Polymers Pvt. Ltd.,ICRA,1,Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Seftech India Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans,55.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shakti Apifoods Pvt. Ltd.,ACUITE,1,Letter Of credit | Long term Loans | Term loans,55.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shree Bharat Motors Ltd.,CARE,1,Term loans,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Shrishti Eletromech Pvt. Ltd.,CRISIL,1,Long term Loans | Short-term loan,55.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Siddharth Carbochem Products Ltd.,ACUITE,1,Letter Of credit,55.0,LOW,D365,INC at ACUITE in April 2026 peak abandonment period,Your ACUITE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Spinora Tiles Pvt. Ltd.,CARE,1,Bank Guarantee | Term loans,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Sri Jayalakshmi Automotives Pvt. Ltd.,ICRA,1,Term loans,55.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Starcon Infra Projects India Pvt. Ltd.,CRISIL,1,Bank Guarantee,55.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Vikram Roller Flour Mills Ltd.,CARE,1,Non-government debt,55.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Bahl Builders Pvt. Ltd.,CARE,1,Non-government debt,54.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,1,Bank Guarantee | Term loans,54.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Chhapra-Hajipur Expressways Ltd.,ICRA,1,Term loans,54.0,LOW,D365,INC at ICRA in April 2026 peak abandonment period,Your ICRA rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Deepak International Ltd.,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,54.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Dighvijay Plastics & Allied Products Pvt. Ltd.,CRISIL,1,Bank Guarantee | Fund based financial facility/instrument,54.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Dinesh Brothers Pvt. Ltd.,CRISIL,1,Fund based financial facility/instrument | Letter Of credit,54.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
K G Flexx Pvt. Ltd.,CRISIL,1,Bank Guarantee | Long term Loans | Term loans,54.0,LOW,D365,INC at CRISIL in April 2026 peak abandonment period,Your CRISIL rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
Mohib Shoes Pvt. Ltd.,CARE,1,Letter Of credit,54.0,LOW,D365,INC at CARE in April 2026 peak abandonment period,Your CARE rating went INC in the April 2026 peak. ACER can deliver a fresh independent rating in 3 weeks.
