Company Name,Current Rater,Instrument Type,Grade,Rating,Last Rating Date,Days Since Downgrade,Is INC,Urgency,Why Target,ACER Pitch Angle
Shiva Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-26,86.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Oriental Edumed Pvt. Ltd.,CARE,Non-government debt,High Risk,B/A4,2026-03-26,86.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Medipol Pharmaceutical India Pvt. Ltd.,CARE,Non-government debt,Inadequate Safety,BB-/A4,2026-03-26,86.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Savla Foods & Cold Storage Pvt. Ltd.,ICRA,Bank Guarantee,High Risk,A 4+,2026-03-26,86.0,True,MEDIUM,"Downgraded in last 90 days by ICRA — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
A S Motors Pvt. Ltd.,CARE,Non-government debt,Inadequate Safety,BB-/A4,2026-03-26,86.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Zenith Leisure Holidays Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-26,86.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
A P T Tools & Machinery India Pvt. Ltd.,CARE,Term loans,Inadequate Safety,BB-,2026-03-26,86.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Sarvani Industries Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Purple Microport Cardiovascular Pvt. Ltd.,ACUITE,Term loans,Inadequate Safety,BB-,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Samal Builders Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,High Risk,B,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Aneeka Expressway Pvt. Ltd.,CARE,Term loans,Moderate Safety,BBB-,2026-03-25,87.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Magnum Sea Foods Ltd.,CRISIL,Letter Of credit,Moderate Safety,A 3,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Ratan Buildtech Pvt. Ltd.,BRICKWORK,Term loans,Substantial Risk,C,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
S P S Construction India Pvt. Ltd.,CRISIL,Term loans,Adequate Safety,A,2026-03-25,87.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
S Poddar Intl. (India) Pvt. Ltd.,CRISIL,Letter Of credit,High Risk,A 4,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Chemplast Sanmar Ltd.,CRISIL,Term loans,Adequate Safety,A,2026-03-25,87.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Chemplast Cuddalore Vinyls Ltd.,CRISIL,Letter Of credit,Adequate Safety,A,2026-03-25,87.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Swaroop Agro Products Pvt. Ltd.,CRISIL,Long term Loans,High Risk,B,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Daftari Agro Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,High Risk,B,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Geosys India Infrastructures Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Bombay Super Hybrid Seeds Ltd.,CARE,Non-government debt,Moderate Safety,BBB-/A3,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Manisha Projects Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Magnum Estates Ltd.,CRISIL,Bank Guarantee,Moderate Safety,A 3,2026-03-25,87.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Northern Sky Properties Pvt. Ltd.,CRISIL,Term loans,High Risk,B,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Overseas Health Care Pvt. Ltd.,CRISIL,Bank Guarantee,High Risk,A 4,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Maa Mahamaya Alloys Pvt. Ltd.,CARE,Term loans,Inadequate Safety,BB-,2026-03-25,87.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Mayi Ram Pyari Devi Highways Pvt. Ltd.,CARE,Term loans,Moderate Safety,BBB-,2026-03-25,87.0,False,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Avon Containners Pvt. Ltd.,ACUITE,Term loans,High Risk,B-,2026-03-24,88.0,True,MEDIUM,"Downgraded in last 90 days by ACUITE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Rohan Rajdeep Toll Roads Ltd.,CARE,Term loans,Adequate Safety,A-,2026-03-24,88.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Kirloskar Chillers Pvt. Ltd.,CARE,Bank Guarantee,High Risk,A 4,2026-03-24,88.0,True,MEDIUM,"Downgraded in last 90 days by CARE — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
G V V Constructions Pvt. Ltd.,CRISIL,Letter Of credit,High Risk,A 4+,2026-03-24,88.0,False,MEDIUM,"Downgraded in last 90 days by CRISIL — dissatisfied client, high switch probability","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast"
Limitorque India Ltd.,BRICKWORK,Term loans,Substantial Risk,C,2026-03-24,88.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
Khalghat Sendhwa Tollways Pvt. Ltd.,BRICKWORK,Term loans,High Risk,B-,2026-03-24,88.0,True,MEDIUM,"Downgraded in last 90 days by BRICKWORK — dissatisfied client, high switch probability + INC STATUS: abandoned by rater","ACER can re-assess your rating with a fresh perspective — our analysts are reachable, turnaround is fast; your current agency has marked you non-cooperative — ACER offers a clean start"
