Company Name,Current Agency,Instrument,Rating,Original Rating Date,12mo Due Date,Recommended Call Date,Day of Week,Months Since Rating
Samdariya Abhushan Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Samrudh Pharmacare Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Samrudh Pharmacare Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Samrudh Pharmacare Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Santa Sudha Rice Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Santa Sudha Rice Inds. Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Santa Sudha Rice Inds. Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sanya Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sanya Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sanya Motors Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sarvottam Poultry Feed Supply Centre Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Satellite Cables Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Satyendra Kumar Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sharu Special Alloys Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shikhar Foods Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shiv Sharnam Handlooms Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shiv Sharnam Handlooms Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shramanji Fabrics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shramanji Fabrics Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shramanji Fabrics Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shramanji Fabrics Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shree Nidhi Secure Print Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shree Nidhi Secure Print Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shree Ponni Lead Alloy Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Silvertones Speciality Textile Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Silvertones Speciality Textile Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Skyhigh Hospitality Pvt. Ltd.,CRISIL,Term loans,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Skylark Warehousing Solutions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Small Johnson Floor Tiles Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Small Johnson Floor Tiles Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Small Johnson Floor Tiles Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Soil & Enviro Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Soil & Enviro Inds. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sonex T V Appliances Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sonex T V Appliances Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sonex T V Appliances Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sova Solar Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sova Solar Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sparkle Commercial Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sparkle Commercial Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Specialty Polyfilms (India) Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Specialty Polyfilms (India) Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sri Rajeshwara Hatcheries Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sri Rajeshwara Hatcheries Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Srini Pharmaceuticals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Srini Pharmaceuticals Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Srini Pharmaceuticals Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Srini Pharmaceuticals Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Star Trace Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sterling Tapes Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sterling Tapes Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sterling Tapes Ltd.,CRISIL,Term loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Stork Ferro & Mineral Inds. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Subra International Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sudisa Foundry Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sudisa Foundry Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Sudisa Foundry Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Super Seal Flexible Hose Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Suri Shoes Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Suri Shoes Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Suri Shoes Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Suri Shoes Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Vishnu Cotton Mills Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Vishnu Cotton Mills Ltd.,CRISIL,Long term Loans,B,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Magna Projects Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Magna Projects Pvt. Ltd.,ICRA,Non-government debt,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Shri Tradco India Pvt. Ltd.,ICRA,Term loans,D,2025-07-29,2026-07-29,2026-07-29,Wednesday,10.9
Divy Rollform Ltd.,ACUITE,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Divy Rollform Ltd.,ACUITE,Long term Loans,B-,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Divy Rollform Ltd.,ACUITE,Term loans,B-,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Eco Fuel Systems (India) Ltd.,ACUITE,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Firozabad Ceramics Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Firozabad Ceramics Pvt. Ltd.,ACUITE,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Firozabad Ceramics Pvt. Ltd.,ACUITE,Term loans,B-,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Girjai Infrastructures Pvt. Ltd.,ACUITE,Bank Guarantee,A 3,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Girjai Infrastructures Pvt. Ltd.,ACUITE,Short-term loan,A 3,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Girjai Infrastructures Pvt. Ltd.,ACUITE,Term loans,BBB-,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Goyal Ispat Pvt. Ltd. (1990),ACUITE,Letter Of credit,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Kamachi Steels Pvt. Ltd.,ACUITE,Letter Of credit,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
M I Alloys Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
M I Alloys Pvt. Ltd.,ACUITE,Term loans,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
S L S Power Ltd.,ACUITE,Bank Guarantee,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
S L S Power Ltd.,ACUITE,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
B D Corporates Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Bhumika Creative Architect & Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Feather Spintex Pvt. Ltd.,BRICKWORK,Non-government debt,C/A4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Kama Metal & Alloys Pvt. Ltd.,BRICKWORK,Bank Guarantee,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Kama Metal & Alloys Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Khilari Infrastructure Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Khilari Infrastructure Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Neo Power Electronics & Projects Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Neo Power Electronics & Projects Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Neo Power Electronics & Projects Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Nexus Feeds Ltd.,BRICKWORK,Letter Of credit,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Nexus Feeds Ltd.,BRICKWORK,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Prasad Sugar & Allied Agro Products Ltd.,BRICKWORK,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
R & B Infra Project Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Rashmi Sponge Iron & Power Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Rashmi Sponge Iron & Power Inds. Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sarvesh Refractories Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sarvesh Refractories Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sarvesh Refractories Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,BB-,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sarvesh Refractories Pvt. Ltd.,BRICKWORK,Term loans,BB-,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Shri Laxmibadri Agro Foods Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Brawn Globus Turnkey Solutions Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Deneb & Pollux Tours & Travels Pvt. Ltd.,CARE,Non-government debt,B-/A4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Global Energy Pvt. Ltd.,CARE,Bank Guarantee,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
K & J Projects Pvt. Ltd.,CARE,Bank Guarantee,C,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Originative Trading Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Pentech Metals Ltd.,CARE,Fund based financial facility/instrument,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Pentech Metals Ltd.,CARE,Non-government debt,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sri Anu Hospitals Ltd.,CARE,Fund based financial facility/instrument,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sri Anu Hospitals Ltd.,CARE,Non-fund-based financial facility/instrument,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Ashiana Manufacturing India Ltd.,CARE,Non-government debt,B/A4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Ashiana Manufacturing India Ltd.,CARE,Term loans,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Dhoot Infrastructure Projects Ltd.,CRISIL,Term loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
E T A Engineering Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
E T A Engineering Pvt. Ltd.,CRISIL,Short-term loan,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Eltech Appliances Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Granite Mart Ltd.,CRISIL,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Granite Mart Ltd.,CRISIL,Long term Loans,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
H M T C Engineering Co. (Kolkata) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Hav Automobiles Pvt. Ltd.,CRISIL,Short-term loan,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Hav Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Hav Motors Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Lakhani Shoes & Apparels Pvt. Ltd.,CRISIL,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
R P G Industrial Product Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
R P G Industrial Product Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
R P G Industrial Product Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Rateria Laminators Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Rateria Laminators Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Riddhi Siddhi Cotspin Pvt. Ltd.,CRISIL,Long term Loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Riddhi Siddhi Cotspin Pvt. Ltd.,CRISIL,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Rredifice Pvt. Ltd.,CRISIL,Bank Guarantee,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Safi Steel Traders Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Safi Steel Traders Pvt. Ltd.,CRISIL,Long term Loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sai Baba Sales Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sanatan Logistics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sanmati Precision Engg. Ltd.,CRISIL,Long term Loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sanmati Precision Engg. Ltd.,CRISIL,Long term Loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sas Automotives Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sas Automotives Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Shree Balaji Cotgin Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Shree Balaji Cotgin Pvt. Ltd.,CRISIL,Term loans,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Skilworth Technologies Pvt. Ltd.,CRISIL,Long term Loans,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sree Dhannvijay Texmills Pvt. Ltd.,CRISIL,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Subhodaya Chemicals Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Vamshadhara Paper Mills Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Vamshadhara Paper Mills Ltd.,CRISIL,Letter Of credit,A 4+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Vamshadhara Paper Mills Ltd.,CRISIL,Long term Loans,BB+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Assorted Plastics Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Assorted Plastics Pvt. Ltd.,ICRA,Term loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
B N R Infrastructure Projects Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Harsh Constructions Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Harsh Constructions Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Kiratpur Ner Chowk Expressway Ltd.,ICRA,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Lakshanya Ventures Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Lakshanya Ventures Pvt. Ltd.,ICRA,Non-government debt,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Mira Exim Ltd.,ICRA,Non-government debt,B+/A4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Saspack Ventures Pvt. Ltd.,ICRA,Term loans,B,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Shree Raghuvanshi Fibers Pvt. Ltd.,ICRA,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Simola Vitrified Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Simola Vitrified Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Simola Vitrified Pvt. Ltd.,ICRA,Short-term loan,A 4,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Simola Vitrified Pvt. Ltd.,ICRA,Term loans,B+,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Sitaram Maharaj Sakhar Karkhana (Khardi) Ltd.,ICRA,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
United Concepts & Solutions Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
United Concepts & Solutions Pvt. Ltd.,ICRA,Term loans,D,2025-07-30,2026-07-30,2026-07-30,Thursday,10.8
Jay Bee Laminations Ltd.,ACUITE,Letter Of credit,A 4+,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Jay Bee Laminations Ltd.,ACUITE,Term loans,BB-,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Cabbana Infrastructures Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Efcee Global Ship Recycling Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Inderjeet Bros Projects Pvt. Ltd.,BRICKWORK,Term loans,B-,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Jindal Buildsys Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Jindal Buildsys Ltd.,BRICKWORK,Term loans,C,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Jove Steels Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Leela Ship Recycling Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Lexicon Commercial Enterprises Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Lexicon Commercial Enterprises Ltd.,BRICKWORK,Term loans,C,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Shanti Agro Foods Pvt. Ltd.,BRICKWORK,Term loans,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
V-Marc Electricals Pvt. Ltd.,BRICKWORK,Term loans,C,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Aquatech Infra Projects Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Ashish Vessel Demolition Pvt. Ltd.,BRICKWORK,Non-government debt,C/A4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Associated Polytech Inds. Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Associated Polytech Inds. Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Asuti Trading Pvt. Ltd.,CARE,Bank Guarantee,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Asuti Trading Pvt. Ltd.,CARE,Non-government debt,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Jagjit Enterprises Pvt. Ltd.,CARE,Fund based financial facility/instrument,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Jagjit Enterprises Pvt. Ltd.,CARE,Term loans,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Shiva Structures Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Shri Vardhman Rice Mills Pvt. Ltd.,CARE,Term loans,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Sindia Steels Ltd.,CARE,Letter Of credit,A 4,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Aerospace Engineers Pvt. Ltd.,CARE,Term loans,B+,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Aksh Optifibre Ltd.,CARE,Bank Guarantee,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Aksh Optifibre Ltd.,CARE,Term loans,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Anjali Labtech Ltd.,CARE,Non-government debt,BB+/A4+,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Anjali Labtech Ltd.,CARE,Term loans,BB+,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Cerebra Integrated Technologies Ltd.,CRISIL,Bank Guarantee,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Cerebra Integrated Technologies Ltd.,CRISIL,Fund based financial facility/instrument,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Cerebra Integrated Technologies Ltd.,CRISIL,Letter Of credit,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Cerebra Integrated Technologies Ltd.,CRISIL,Term loans,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Concrete Udyog Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4+,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Concrete Udyog Ltd.,CRISIL,Fund based financial facility/instrument,BB+,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Concrete Udyog Ltd.,CRISIL,Term loans,BB+,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
D H D Infracon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Dhanuka Infra Realty Ltd.,CRISIL,Term loans,B,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Diamant Infrastructure Ltd.,CRISIL,Bank Guarantee,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
Diamant Infrastructure Ltd.,CRISIL,Long term Loans,D,2025-07-31,2026-07-31,2026-07-31,Friday,10.8
