Company Name,Current Rater,Instrument Type,Current Rating,Last Rating Date,Days Overdue,Urgency,DeadRisk,Why Target,ACER Pitch Angle
Global Engineers Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sarathy Cars Pvt. Ltd.,IND-RA,Term loans,B,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shakambhari Overseas Trades Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Ashv Finance Ltd.,ACUITE,Long term Loans,B,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Goel Lightings,INFOMERICS,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Swiss Parenterals Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mavis Satcom Ltd.,CRISIL,Long term Loans,B+,2025-06-10,375.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Abhilasha Jewellers Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Pharmachem Industries (Gujarat) Pvt. Ltd.,ACUITE,Long term Loans,B+,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sathyam Roller Flour Mills Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shree Nageshwar Papers Ltd.,BRICKWORK,Term loans,C,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
K P L Exports Ltd.,CARE,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Super Max Affordable Housing Pvt. Ltd.,CARE,Term loans,B-,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Pulkit Metals Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
P R G Buildcon India Pvt. Ltd.,CRISIL | ICRA,Non-fund-based financial facility/instrument,D,2025-06-13,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shreyans Creation Global Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Enerfra Projects ( India ) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Siddharth Carbochem Products Ltd.,CRISIL,Letter Of credit,A 4+,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Precimeasure Controls Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Knitcraft Apparels Intl. Pvt. Ltd.,CARE,Non-government debt,D,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sivanssh Infrastructure Devp. Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Whitefield Spintex (India) Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Pushpit Steels Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sumer Sons Autotech Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Atlantic Shipping Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sri Venkateswara Aerospace Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Gardex India Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Fibcom India Ltd. [Merged],CARE,Short-term loan,D,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Onus Enterprise Pvt. Ltd.,ACUITE,Letter Of credit,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shonan Engineering Works Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jyot Overseas Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shree Sidhbali Steels Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mayfair Hotels & Resorts Ltd.,ICRA,Bank Guarantee,A 3+,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Tech-Force Composites Pvt. Ltd.,CRISIL,Letter Of credit,B,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mangal Sponge & Steel Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sudarshan Jeans Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Manoj Cables Ltd.,BRICKWORK,Bank Guarantee,D,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jay Fe Cylinders Ltd. [Merged],CARE,Letter Of credit,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Jolly Spinning Mills Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
M G F Devp. Ltd.,CRISIL,Long term Loans,BBB,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Damodar Tradelinks Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shubhalakshmi Polyesters Ltd.,CARE,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
P P Pandey Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-06-11,374.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
A G Fats Pvt. Ltd.,CRISIL,Long term Loans,B,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Amoda Iron & Steel Ltd.,CRISIL,Bank Guarantee,D,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Pooja Tiles & Sanitary Pvt. Ltd.,BRICKWORK,Term loans,D,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Singh Cycle & Motor Co. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,D,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Mundra Agro Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B+,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shri Khatu Shyam Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Anmol Steel Processors Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Strategic Infra Services Private Limited,INFOMERICS,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Rajgaria Timber Pvt. Ltd.,BRICKWORK,Letter Of credit,D,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Prognosys Medical Systems Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
P V R Spinning & Wvg. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Shree Sita Refiners Pvt. Ltd.,CRISIL,Term loans,B,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Kavitha Gold & Diamonds Pvt. Ltd.,IND-RA,Term loans,BBB-,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Skytouch Ceramic Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Siddheshwari Paper Udyog Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Dolphin Mart Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
S B S Transpole Logistics Pvt. Ltd.,CARE,Bank Guarantee,D,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Nav Shikha Polypack Inds. Pvt. Ltd.,CRISIL,Letter Of credit,D,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Chinar Steel Segment Centre Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Choksi Laboratories Ltd.,BRICKWORK,Term loans,C,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Positive Metering Pumps (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Prakash Ply Centre Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
G L Metallica Pvt. Ltd.,CRISIL,Term loans,B,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
G K Plastics Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Eco Cements Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Sohrab Spinning Mills Ltd.,CRISIL,Letter Of credit,D,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Nila Seafoods Private Limited,INFOMERICS,Long Term Facilities,IVR BB- (INC)(Downgraded),2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
City Promoter & Buildwell Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
Biotech International Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-12,373.0,HIGH,STANDARD - CALL DIRECTLY,ULTRA HOT: INC + 365+ days overdue; STANDARD - CALL DIRECTLY,"ACER can restore your credit rating track record — direct analyst access, fast turnaround"
