Infomerics Name,d365 Name,Infomerics Normalized,d365 Normalized,Match Score,Match Quality,INF Instrument,INF Rating,INF Rating Date,INF Urgency,Sector,d365 Agency,d365 Instrument,d365 Rating,d365 Rating Date,d365 Urgency,d365 INC,Why Target
Scientific Security Management Services Private Limited (SSMS),Scientific Security Mgmt. Services Pvt. Ltd.,SCIENTIFIC SECURITY MANAGEMENT SERVICES  (SSMS),SCIENTIFIC SECURITY MGMT. SERVICES,82.5,MEDIUM,Long Term Bank Facilities - Term Loan,IVR BBB- (Revised & Withdrawn),2022-11-09,HIGH,Other/Unknown,CARE,Non-government debt,A/A1,2026-03-23,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Shreesatya Steel & Power Private Limited,Shreeyam Power & Steel Inds. Ltd.,SHREESATYA STEEL & POWER,SHREEYAM POWER & STEEL INDS,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-11-26,MEDIUM,Infrastructure,CRISIL,Long term Loans,BBB,2025-06-10,HIGH,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Shri Balaji Construction Co,Sri Bapuji Constructions Pvt. Ltd.,SHRI BALAJI CONSTRUCTION CO,SRI BAPUJI CONSTRUCTIONS,82.35294117647058,MEDIUM,Long Term Facilities,IVR BBB- (Reaffirmed),2025-12-29,LOW,Construction,CRISIL,Bank Guarantee,A 3,2025-09-15,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Vrinda Engineers Private Limited,Rational Engineers Ltd.,VRINDA ENGINEERS,RATIONAL ENGINEERS,82.35294117647058,MEDIUM,Short Term Bank Facilities,IVR A3+ (Assigned),2025-06-12,HIGH,Other/Unknown,CRISIL,Letter Of credit,A 2+,2026-03-27,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
AIC Iron Industries Private Limited,Amit Iron Pvt. Ltd.,AIC IRON,AMIT IRON,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR A- (Reaffirmed and Withdrawn),2023-10-16,HIGH,Steel & Metals,ACUITE,Fund based financial facility/instrument,D,2025-09-02,MEDIUM,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Samavesh Finserve Private Limited,Sambandh Finserve Pvt. Ltd.,SAMAVESH FINSERVE,SAMBANDH FINSERVE,82.35294117647058,MEDIUM,Proposed Long Term Fund Based Facility - Term Loan,IVR BB (Reaffirmed),2025-07-28,MEDIUM,Other/Unknown,BRICKWORK,Term loans,D,2026-03-13,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Miracle Enterprise,Iraki Enterprise Ltd.,MIRACLE ENTERPRISE,IRAKI ENTERPRISE,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-11-17,MEDIUM,Other/Unknown,CRISIL,Letter Of credit,A 3+,2026-04-01,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Indraprastha Foods Limited,Indraprastha Gas Ltd.,INDRAPRASTHA FOODS,INDRAPRASTHA GAS,82.35294117647058,MEDIUM,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-01,MEDIUM,Agro/Food,CARE,Debentures / Bonds / notes / bills,AAA,2025-08-20,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Vandana Global Limited (VGL),Vandana Global Ltd.,VANDANA GLOBAL  (VGL),VANDANA GLOBAL,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR BB+ (Reaffirmed) (Withdrawn),2025-12-01,MEDIUM,Other/Unknown,BRICKWORK,Non-fund-based financial facility/instrument,A 3,2025-09-12,MEDIUM,N,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Bliss GVS Pharma Limited,Bliss G V S Pharma Ltd.,BLISS GVS PHARMA,BLISS G V S PHARMA,82.35294117647058,MEDIUM,Long Term Bank Facilities,Withdrawn,2024-06-26,HIGH,Chemicals,ICRA,Non-government debt,A-/A2+,2026-04-08,LOW,N,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Avi Ansh Textile Limited,A V I Ansh Textile Ltd.,AVI ANSH TEXTILE,A V I ANSH TEXTILE,82.35294117647058,MEDIUM,Short Term Bank Facilities,IVR A3 (Upgraded),2025-01-29,HIGH,Textiles,BRICKWORK,Fund based financial facility/instrument,C,2025-07-07,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Sai Machine Tools Private Limited,R K Machine Tools Ltd.,SAI MACHINE TOOLS,R K MACHINE TOOLS,82.35294117647058,MEDIUM,Short Term Bank Facilities,IVR A3 (Assigned),2025-08-12,MEDIUM,Other/Unknown,CRISIL,Term loans,BB,2025-06-16,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Manipal Business Solutions Private Limited,Iworld Business Solutions Pvt. Ltd.,MANIPAL BUSINESS SOLUTIONS,IWORLD BUSINESS SOLUTIONS,82.35294117647058,MEDIUM,Long Term Fund Based Bank Facilities - Proposed Cash Credit,IVR BBB+ (Assigned),2025-11-11,MEDIUM,Other/Unknown,CRISIL,Bank Guarantee,D,2025-11-14,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Radharaman Cotspin Private Limited,Maharaja Cotspin Ltd.,RADHARAMAN COTSPIN,MAHARAJA COTSPIN,82.35294117647058,MEDIUM,Long Term Bank Facilities â€“ Cash Credit,IVR B- (INC)(Downgraded),2025-12-18,LOW,Other/Unknown,ACUITE,Long term Loans,D,2026-03-06,LOW,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Melhor Solutions Private Limited,Mecpower Solutions Ltd.,MELHOR SOLUTIONS,MECPOWER SOLUTIONS,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR BB (Assigned),2025-07-16,MEDIUM,Other/Unknown,CARE,Non-government debt,BBB-/A3,2025-07-29,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
BEC Infra Private Limited,C5 Infra Pvt. Ltd.,BEC INFRA,C5 INFRA,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR BB- (Reaffirmed and Withdrawn),2025-10-31,MEDIUM,Infrastructure,CRISIL,Bank Guarantee,A 4,2026-03-11,LOW,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
TLG Agro Traders Private Limited,T L G Agro Traders Pvt. Ltd.,TLG AGRO TRADERS,T L G AGRO TRADERS,82.35294117647058,MEDIUM,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-10,HIGH,Agro/Food,BRICKWORK,Non-government debt,B-/A4,2026-03-11,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Sagar Nutriments Private Limited,Shalimar Nutrients Pvt. Ltd.,SAGAR NUTRIMENTS,SHALIMAR NUTRIENTS,82.35294117647058,MEDIUM,Short Term Bank Facilities,IVR A3+ (Reaffirmed),2025-09-29,MEDIUM,Other/Unknown,ICRA,Non-fund-based financial facility/instrument,A 1,2025-12-23,LOW,N,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
G & R Associates,B Das & Associates Pvt. Ltd.,G & R ASSOCIATES,B DAS & ASSOCIATES,82.35294117647058,MEDIUM,Long Term Facilities,IVR BB (INC)(Downgraded),2025-04-22,HIGH,Other/Unknown,BRICKWORK,Bank Guarantee,A 4,2026-03-13,LOW,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
AR Ispat,Goa Ispat Pvt. Ltd.,AR ISPAT,GOA ISPAT,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-05-02,HIGH,Other/Unknown,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-17,LOW,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Swagat Developers,Sattva Developers Pvt. Ltd.,SWAGAT DEVELOPERS,SATTVA DEVELOPERS,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR BBB (Upgraded),2025-05-22,HIGH,Construction,CRISIL,Bank Guarantee,A 1+,2025-10-23,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Omax Autos Limited,Om Auto Pvt. Ltd.,OMAX AUTOS,OM AUTO,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR BB- (Reaffirmed & Withdrawn),2024-01-18,HIGH,Other/Unknown,BRICKWORK,Term loans,C,2025-08-21,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Vivek Construction,Sai Construction Pvt. Ltd.,VIVEK CONSTRUCTION,SAI CONSTRUCTION,82.35294117647058,MEDIUM,Short Term Bank Facilities,IVR A3 (Assigned),2025-09-19,MEDIUM,Construction,CRISIL,Term loans,BBB,2025-07-23,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Therelek Engineers Private Limited,Texcel Engineers Pvt. Ltd.,THERELEK ENGINEERS,TEXCEL ENGINEERS,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2026-01-16,LOW,Other/Unknown,BRICKWORK,Bank Guarantee,A 3,2026-02-10,LOW,N,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Sri Sai Traders,Sri Kailash Traders Pvt. Ltd.,SRI SAI TRADERS,SRI KAILASH TRADERS,82.35294117647058,MEDIUM,Long Term Facilities,IVR BBB- (Assigned),2025-11-14,MEDIUM,Trading,BRICKWORK,Letter Of credit,D,2025-08-08,MEDIUM,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
HR Ispat Private Limited,H K Ispat Pvt. Ltd.,HR ISPAT,H K ISPAT,82.35294117647058,MEDIUM,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2026-01-29,LOW,Other/Unknown,BRICKWORK,Bank Guarantee,A 4,2025-05-14,HIGH,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Ascent E Digit Solutions Private Limited,Ascendion Digital Solutions Pvt. Ltd.,ASCENT E DIGIT SOLUTIONS,ASCENDION DIGITAL SOLUTIONS,82.35294117647058,MEDIUM,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-04-18,HIGH,Other/Unknown,CRISIL,Letter Of credit,A 2+,2026-03-25,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Ganpati Infrastructure Development Company Limited,Ganpati Infrastructure Devp. Co. Ltd.,GANPATI INFRASTRUCTURE DEVELOPMENT COMPANY,GANPATI INFRASTRUCTURE DEVP. CO,82.1917808219178,MEDIUM,Long Term Bank Facility- Cash Credit,Withdrawn,2025-06-23,MEDIUM,Infrastructure,IND-RA,Term loans,BB-,2026-01-09,LOW,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
FortPoint Automotive ( Cars ) Private Limited,Fortpoint Automotive (Cars) Pvt. Ltd.,FORTPOINT AUTOMOTIVE ( CARS ),FORTPOINT AUTOMOTIVE (CARS),82.14285714285714,MEDIUM,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-01-02,HIGH,Other/Unknown,CRISIL,Fund based financial facility/instrument,B-,2025-08-21,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Aavanti Solar Energy Private Limited,Avaada Solar Energy Pvt. Ltd.,AAVANTI SOLAR ENERGY,AVAADA SOLAR ENERGY,82.05128205128204,MEDIUM,Long Term Bank Facilities,Withdrawn,2024-10-09,HIGH,Infrastructure,IND-RA,Term loans,A+,2025-08-14,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Electrofab Innovations India Private Limited,Elcom Innovations Pvt. Ltd.,ELECTROFAB INNOVATIONS,ELCOM INNOVATIONS,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BB (Reaffirmed and Withdrawn),2025-10-31,MEDIUM,Other/Unknown,BRICKWORK,Letter Of credit,A 4,2025-05-07,HIGH,Y,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Milesh Marine Exports Private Limited,Sai Marine Exports Pvt. Ltd.,MILESH MARINE EXPORTS,SAI MARINE EXPORTS,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-03-31,HIGH,Infrastructure,CARE,Non-fund-based financial facility/instrument,A 2,2026-01-09,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Satellite Developers Private Limited,Salsette Developers Pvt. Ltd.,SATELLITE DEVELOPERS,SALSETTE DEVELOPERS,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BBB- (Assigned),2024-11-19,HIGH,Construction,ICRA,Term loans,A,2026-03-24,LOW,N,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
SPG Global Commodities Limited,Globe Commodities Ltd.,SPG GLOBAL COMMODITIES,GLOBE COMMODITIES,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BBB (Upgraded),2025-03-13,HIGH,Trading,ICRA,Long term Loans,AA-,2026-04-20,LOW,N,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
Sindh Renewable Power Private Limited,Nupower Renewables Pvt. Ltd.,SINDH RENEWABLE POWER,NUPOWER RENEWABLES,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BBB- (Assigned),2025-03-17,HIGH,Infrastructure,CARE,Term loans,D,2026-04-06,LOW,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Tristar Lifesciences Private Limited,Nectar Lifesciences Ltd.,TRISTAR LIFESCIENCES,NECTAR LIFESCIENCES,82.05128205128204,MEDIUM,Short Term Bank Facilities,IVR D (ISSUER NOT COOPERATING),2025-09-22,MEDIUM,Other/Unknown,CARE,Bank Guarantee,A 4,2026-03-02,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
R.R. Gold & Diamonds,Sky Gold & Diamonds Ltd.,R.R. GOLD & DIAMONDS,SKY GOLD & DIAMONDS,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-09-08,MEDIUM,Other/Unknown,IND-RA,Non-government debt,A/A1,2026-02-16,LOW,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Aman Rolling Mills Private Limited,Champion Rolling Mill Pvt. Ltd.,AMAN ROLLING MILLS,CHAMPION ROLLING MILL,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-11-14,MEDIUM,Other/Unknown,IND-RA,Non-fund based working capital limit,A 4+,2025-06-25,MEDIUM,Y,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Nithin Sai Construction,Sai Construction Pvt. Ltd.,NITHIN SAI CONSTRUCTION,SAI CONSTRUCTION,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-08-18,MEDIUM,Construction,CRISIL,Term loans,BBB,2025-07-23,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Mekal Food Products Private Limited,Marino Food Products Pvt. Ltd.,MEKAL FOOD PRODUCTS,MARINO FOOD PRODUCTS,82.05128205128204,MEDIUM,Short Term Bank Facilities,IVR A3 (Assigned),2025-12-31,LOW,Agro/Food,ACUITE,Long term Loans,D,2026-04-10,LOW,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Global Logistics,Flomic Global Logistics Ltd.,GLOBAL LOGISTICS,FLOMIC GLOBAL LOGISTICS,82.05128205128204,MEDIUM,Short Term Bank Facilities - Overdraft,Withdrawn,2025-12-09,MEDIUM,Logistics,CRISIL,Bank Guarantee,A 3,2025-11-03,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Paransh Associates Private Limited,Jaiprakash Associates Ltd.,PARANSH ASSOCIATES,JAIPRAKASH ASSOCIATES,82.05128205128204,MEDIUM,Proposed Non-Convertible Debentures (NCDs),IVR BB- (Assigned),2025-03-28,HIGH,Other/Unknown,CARE,Fund based financial facility/instrument,D,2026-01-30,LOW,Y,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
S.K.R. Constructions India Private Limited,Essar Constructions India Ltd.,S.K.R. CONSTRUCTIONS,ESSAR CONSTRUCTIONS,82.05128205128204,MEDIUM,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-12-23,LOW,Construction,IND-RA,Non-fund based working capital limit,A 3,2025-10-26,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Om Sree Builders & Developers LLP,Gillco Developers & Builders Pvt. Ltd.,OM SREE BUILDERS & DEVELOPERS LLP,GILLCO DEVELOPERS & BUILDERS,81.9672131147541,MEDIUM,Long Term Proposed Facilities,IVR BBB- (Assigned),2025-09-23,MEDIUM,Construction,ICRA,Term loans,D,2025-05-16,HIGH,Y,Appears in both Infomerics AND ICRA data. Rated by multiple agencies — prime target for ACER.
ARB Conveyors Limited,International Conveyors Ltd.,ARB CONVEYORS,CONVEYORS,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR BBB-(Reaffirmed),2025-11-24,MEDIUM,Other/Unknown,CARE,Non-government debt,BBB-/A3,2025-09-04,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Vishwa Samudra Bio Energy Private Limited,Vishwa Samudra Engg. Pvt. Ltd.,VISHWA SAMUDRA BIO ENERGY,VISHWA SAMUDRA ENGG,81.81818181818181,MEDIUM,Long Term Bank Facility,IVR BBB- (Reaffirmed),2025-12-16,LOW,Infrastructure,IND-RA,Term loans,A,2026-03-09,LOW,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
Pelagsus Infrastructures Private Limited,Nila Infrastructures Ltd.,PELAGSUS INFRASTRUCTURES,NILA INFRASTRUCTURES,81.81818181818181,MEDIUM,Non Convertible Debenture (Tranche-1),Withdrawn,2022-10-17,HIGH,Infrastructure,BRICKWORK,Non-government debt,BBB+/A2,2026-02-26,LOW,N,Appears in both Infomerics AND BRICKWORK data. Rated by multiple agencies — prime target for ACER.
Suncity Strips & Tubes Private Limited,Suncity Metals & Tubes Pvt. Ltd.,SUNCITY STRIPS & TUBES,SUNCITY METALS & TUBES,81.81818181818181,MEDIUM,Long Term Fund Based Facility - Cash Credit,IVR A- (Withdrawn),2020-08-05,HIGH,Other/Unknown,CRISIL,Fund based financial facility/instrument,A-,2025-12-19,LOW,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
SRS Express Private Limited,G S Express Pvt. Ltd.,SRS EXPRESS,G S EXPRESS,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR BB (Reaffirmed),2025-12-17,LOW,Other/Unknown,ACUITE,Long term Loans,A-,2025-09-18,MEDIUM,N,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
Pahal Solar Private Limited,Sahaj Solar Ltd.,PAHAL SOLAR,SAHAJ SOLAR,81.81818181818181,MEDIUM,Long Term Bank Facilities (including proposed limit of Rs. 93.20 Crore),IVR BBB (Assigned),2026-01-22,LOW,Infrastructure,IND-RA,Term loans,BBB-,2025-09-11,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
KLA India Public Limited,K L A India Public Ltd.,KLA  PUBLIC,K L A  PUBLIC,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR BBB- (Upgraded),2026-02-03,LOW,Other/Unknown,CRISIL,Bank Guarantee,A 3,2025-11-06,MEDIUM,N,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Bajaj Energy Limited,A A Energy Pvt. Ltd.,BAJAJ ENERGY,A A ENERGY,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR AA- (Upgraded),2025-02-04,HIGH,Infrastructure,ACUITE,Term loans,C,2025-12-23,LOW,Y,Appears in both Infomerics AND ACUITE data. Rated by multiple agencies — prime target for ACER.
R.K. Steels,Mark Steels Ltd.,R.K. STEELS,MARK STEELS,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-05-29,HIGH,Steel & Metals,CARE,Letter Of credit,A 3,2025-10-08,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Rama Motocorp Private Limited,Ramani Motors Pvt. Ltd.,RAMA MOTO,RAMANI MOTORS,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR BB (INC)(Downgraded),2025-09-16,MEDIUM,Other/Unknown,CARE,Non-government debt,BB-/A4,2025-06-09,HIGH,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Aditya Auto Industries,Aditya Motocorp Pvt. Ltd.,ADITYA AUTO,ADITYA MOTO,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-10-30,MEDIUM,Other/Unknown,CRISIL,Fund based financial facility/instrument,B,2025-09-09,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Nandan Denim Limited,Rana Denim Pvt. Ltd.,NANDAN DENIM,RANA DENIM,81.81818181818181,MEDIUM,Long Term Facilities,IVR BBB (Reaffirmed),2026-01-06,LOW,Textiles,CRISIL,Bank Guarantee,A 4,2025-08-18,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
Satkar Foods,Sant Foods Pvt. Ltd.,SATKAR FOODS,SANT FOODS,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-07-03,MEDIUM,Agro/Food,CRISIL,Fund based financial facility/instrument,B,2025-08-28,MEDIUM,Y,Appears in both Infomerics AND CRISIL data. Rated by multiple agencies — prime target for ACER.
ASK Engineers,Engineers India Ltd.,ASK ENGINEERS,ENGINEERS,81.81818181818181,MEDIUM,Proposed Long/Short Term Bank Facilities,IVR BB/IVR A4; (Assigned),2025-03-19,HIGH,Other/Unknown,CARE,Non-government debt,AAA/A1+,2025-12-08,MEDIUM,N,Appears in both Infomerics AND CARE data. Rated by multiple agencies — prime target for ACER.
Venkatesh Infra Projects Private Limited,Velan Infra Projects Pvt. Ltd.,VENKATESH INFRA PROJECTS,VELAN INFRA PROJECTS,81.81818181818181,MEDIUM,Long Term Bank Facilities,IVR BBB+ (Upgraded),2025-05-01,HIGH,Infrastructure,IND-RA,Term loans,BBB-,2025-09-30,MEDIUM,N,Appears in both Infomerics AND IND-RA data. Rated by multiple agencies — prime target for ACER.
