Company Name,Instrument,Current Rating (Full),Current Rating,Action,Rating Date,Days Since Rating,Urgency,Outlook,Sector,Is INC,Current Rater,Why Target,Pitch Angle
Tassos Construction Private Limited,Long Term /Short Term Bank Facilities,IVR D (INC)(Downgraded),IVR D (INC),Downgraded,2025-04-04,434,HIGH,Nil,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
D.N. Homes Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-04,434,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Tassos Construction Private Limited,Long Term Bank Facilities,IVR D (INC)(Downgraded),IVR D (INC),Downgraded,2025-04-04,434,HIGH,Nil,Construction,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Arete Institute of Medical Sciences Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-04,434,HIGH,Negative,Education,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Master Linens Inc.,Long/Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded),IVR BB-/IVR A4; (INC),Downgraded,2025-04-04,434,HIGH,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Master Linens Inc.,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-04-04,434,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Lifeline Multi Ventures Private Limited,Long Term Bank Facilities - LRD Loan,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-04,434,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Akanksha Power and Infrastructure Limited (APIL),Long Term Bank Facilities,IVR BB (INC)(Downgraded),IVR BB (INC),Downgraded,2025-04-04,434,HIGH,Negative,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Akanksha Power and Infrastructure Limited (APIL),Short Term Bank Facilities,IVR A4 (INC)(Downgraded),IVR A4 (INC),Downgraded,2025-04-04,434,HIGH,Nil,Infrastructure,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Minakshi Solvex LLP (MSL),Long Term Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-04-04,434,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Him Urja Private Limited,Long Term Bank Facilities,IVR BBB- (Downgraded),IVR BBB-,Downgraded,2025-04-03,435,HIGH,Stable,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sentini Flopipes India Private Limited,Long Term Fund Based Bank Facilities,IVR BB- (INC)(Downgraded),IVR BB- (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
BFG International Private Limited,Proposed Fund Based Facilities - Cash Credit,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
BFG International Private Limited,Fund Based Facility - Cash Credit,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
BFG International Private Limited,Fund Based Facility - Term Loan,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sun Paper Mill Limited,Long Term Fund Based Bank Facility - OCC,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sun Paper Mill Limited,Proposed Long Term Bank Facility - Proposed Term Loan,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Sun Paper Mill Limited,Proposed Long Term Bank Facility - Proposed Term Loan,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Ram Raja Sarkar Lok Kalyan Trust,Long Term Bank Facilities - Overdraft,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
BFG International Private Limited,Non-Fund Facilities - Bank Guarantee,IVR C+/IVR A4; (INC)(Downgraded/Reaffirmed),IVR C+/IVR A4; (INC)(Downgraded/Reaffirmed),Downgraded,2025-04-02,436,HIGH,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Eppeltone Engineers Private Limited,Long Term Bank Facilities - Cash Credit,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Eppeltone Engineers Private Limited,Long Term Bank Facilities - Term Loan,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-02,436,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Tirupati Industries,Short Term Bank Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-01,437,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vijay Engineering & Machinery Company,Long Term/ Short Term Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),IVR BB+/IVR A4+; (INC),Downgraded,2025-04-01,437,HIGH,Negative/-,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vijay Engineering & Machinery Company,Short Term Facilities,IVR A4+ (INC)(Downgraded),IVR A4+ (INC),Downgraded,2025-04-01,437,HIGH,Nil,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Vijay Engineering & Machinery Company,Long Term Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-04-01,437,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Shri Tirupati Industries,Long Term Bank Facilities,IVR D (Downgraded),IVR D,Downgraded,2025-04-01,437,HIGH,Nil,Other/Unknown,False,Infomerics,"Downgraded by Infomerics — dissatisfied client, open to better alternative.",Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bhatia Trading Company,Long Term Bank Facilities - Proposed,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-04-01,437,HIGH,Negative,Trading,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Thakur Agro Products,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-01,437,HIGH,Negative,Agro/Food,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anusaya Poly Products Industries,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-04-01,437,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Frontier Knitters Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),IVR B (INC),Downgraded,2025-04-01,437,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Anusaya Poly Products Industries,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-04-01,437,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Alkameyst Life Private Limited,Issuer,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-03-31,438,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bemco Sleepers Limited,Long Term Bank Facility,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-03-31,438,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Hotel Tara Palace,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),IVR B+ (INC),Downgraded,2025-03-31,438,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Bemco Sleepers Limited,Long Term Bank Facility,IVR C+ (INC)(Downgraded),IVR C+ (INC),Downgraded,2025-03-31,438,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Alkameyst Life Private Limited,Issuer,IVR B- (INC)(Downgraded),IVR B- (INC),Downgraded,2025-03-31,438,HIGH,Negative,Other/Unknown,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
Hill Brow Metallics and Construction Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),IVR BB+ (INC),Downgraded,2025-03-29,440,HIGH,Negative,Steel & Metals,True,Infomerics,Downgraded + INC — walked out on Infomerics. Highest priority lead.,Your rating was recently downgraded. ACER can provide a fresh assessment with independent analysis and faster service.
