Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Days Overdue,Urgency,Status,Sector,Why Target,Pitch Angle
Kinara Capital Pvt. Ltd.,CARE,Term loans,BBB-,2025-06-10,367,2,HIGH,Downgraded,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Kinara Capital Pvt. Ltd.,IND-RA,Term loans,BBB-,2025-06-10,367,2,HIGH,Downgraded,BFSI,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gandhar Coals & Mines Pvt. Ltd.,ACUITE,Letter Of credit,A 2+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Calsea Footwear Pvt. Ltd.,ICRA,Non-government debt,BBB-/A3,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
S P P Polymer Ltd.,CRISIL,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
S P P Polymer Ltd.,CRISIL,Term loans,B+,2025-06-10,367,2,HIGH,Reaffirmed,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nippon Audiotronix Pvt. Ltd.,CRISIL,Letter Of credit,A 1,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Classic Marble Co. Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,A,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Classic Marble Co. Pvt. Ltd.,CRISIL,Long term Loans,A,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Classic Marble Co. Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Prathama Solarconnect Energy Pvt. Ltd.,CRISIL,Term loans,AA-,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Global Engineers Ltd.,CRISIL,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
D D Builders Ltd.,CRISIL,Bank Guarantee,A 2,2025-06-10,367,2,HIGH,Upgraded,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
D D Builders Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 2,2025-06-10,367,2,HIGH,Upgraded,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Pab Organics Pvt. Ltd.,CARE,Term loans,B+,2025-06-10,367,2,HIGH,Downgraded,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Pab Organics Pvt. Ltd.,CARE,Non-fund-based financial facility/instrument,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sree Akkamamba Textiles Ltd.,ICRA,Term loans,BB-,2025-06-10,367,2,HIGH,Downgraded,Textiles,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Bagkiya Constructions Pvt. Ltd.,CARE,Fund based financial facility/instrument,B-,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Aditya Motocorp Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Blue Star Diamonds Pvt. Ltd.,ACUITE,Long term Loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Madhya Gujarat Vij Co. Ltd.,ICRA,Non-fund-based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Madhya Gujarat Vij Co. Ltd.,ICRA,Non-government debt,AA/A1+,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Masaya Solar Energy Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 2,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Masaya Solar Energy Pvt. Ltd.,ICRA,Term loans,BBB+,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
S T Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Aditya Motocorp Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,C,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Eastern Foods Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-06-10,367,2,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shakambhari Overseas Trades Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Trading,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gujarat Urja Vikas Nigam Ltd.,ICRA,Non-fund-based financial facility/instrument,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Shayona Engineering Ltd.,CRISIL,Term loans,B-,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Econ Cylinders Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Econ Cylinders Pvt. Ltd.,CRISIL,Long term Loans,B,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Global Engineers Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Madhya Gujarat Vij Co. Ltd.,ICRA,Short-term loan,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Swaraj Green Power & Fuel Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Orient Fashion Exports (India) Pvt. Ltd.,CRISIL,Long term Loans,A,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Orient Fashion Exports (India) Pvt. Ltd.,CRISIL,Term loans,A,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Orient Fashion Exports (India) Pvt. Ltd.,CRISIL,Letter Of credit,A 1,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Gujarat State Electricity Corpn. Ltd.,ICRA,Non-government debt,AA/A1+,2025-06-10,367,2,HIGH,Upgraded,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nirmiti Precision Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nirmiti Precision Pvt. Ltd.,CRISIL,Letter Of credit,A 3,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Eastern Foods Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Thermopads Pvt. Ltd.,CRISIL,Bank Guarantee,A 1,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Thermosystems Pvt. Ltd.,CRISIL,Bank Guarantee,A 1,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Thermosystems Pvt. Ltd.,CRISIL,Letter Of credit,A 1,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nithyabharath Textile Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Textiles,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tatva Chintan Pharma Chem Ltd.,CRISIL,Letter Of credit,A 2,2025-06-10,367,2,HIGH,Downgraded,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Tatva Chintan Pharma Chem Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 2,2025-06-10,367,2,HIGH,Downgraded,Chemicals,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Timarpur-Okhla Waste Mgmt. Co. Ltd.,CARE,Term loans,A,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Hinduja Renewables Energy Pvt. Ltd.,CRISIL,Long term Loans,AA-,2025-06-10,367,2,HIGH,Reaffirmed,Infrastructure,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Paschim Gujarat Vij Co. Ltd.,ICRA,Non-fund-based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Madhya Gujarat Vij Co. Ltd.,ICRA,Fund based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Thermosystems Pvt. Ltd.,CRISIL,Long term Loans,A 1,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Thermosystems Pvt. Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 1,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dyna Glycols Pvt. Ltd.,ICRA,Letter Of credit,A 3+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Nithyabharath Textile Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Textiles,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Generacion Eolica India Pvt. Ltd.,CRISIL,Term loans,AA,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Generacion Eolica India Pvt. Ltd.,CRISIL,Term loans,AA,2025-06-10,367,2,HIGH,Rating Watch,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Pab Organics Pvt. Ltd.,CARE,Non-government debt,B+/A4,2025-06-10,367,2,HIGH,Downgraded,Agro/Food,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sangal Papers Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sangal Papers Ltd.,BRICKWORK,Letter Of credit,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sangal Papers Ltd.,BRICKWORK,Term loans,B,2025-06-10,367,2,HIGH,Downgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dhoot Developers Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dhoot Developers Pvt. Ltd.,CRISIL,Short-term loan,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Construction,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Diamond India Ltd.,CRISIL,Non-fund-based financial facility/instrument,A-,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Paschim Gujarat Vij Co. Ltd.,ICRA,Fund based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dakshin Gujarat Vij Co. Ltd.,ICRA,Fund based financial facility/instrument,AA,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Paschim Gujarat Vij Co. Ltd.,ICRA,Non-government debt,AA/A1+,2025-06-10,367,2,HIGH,Upgraded,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Paschim Gujarat Vij Co. Ltd.,ICRA,Short-term loan,A 1+,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Passion Vitrified Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Passion Vitrified Pvt. Ltd.,BRICKWORK,Term loans,C,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Dev Bhoomi Cars Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2025-06-10,367,2,HIGH,Reaffirmed,Other/Unknown,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sri Srinivasa Educational & Charitable Trust,IND-RA,Term loans,A-,2025-06-10,367,2,HIGH,Upgraded,Education,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
Sri Srinivasa Educational & Charitable Trust,IND-RA,Non-fund based working capital limit,A 1,2025-06-10,367,2,HIGH,Upgraded,Education,Rating overdue — annual review date passed.,Rating renewal due. ACER offers faster processing and dedicated coverage.
