Company,Current_Rater,Instrument_Type,Rating,Date,Urgency,Sector,INC_Status,Status,Why_Target,ACER_Pitch,Source
Shri Banke Bihari Polyfab Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Shri Banke Bihari Polyfab Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,B-,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Shubham Housing Devp. Finance Co. Ltd.,ICRA,Long term Loans,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
South Indian Bank Ltd.,IND-RA,Debentures / Bonds / notes / bills,A,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
South Indian Bank Ltd.,CARE,Debentures / Bonds / notes / bills,AA-,,UNKNOWN,BFSI,Active,Upgraded,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sree Sannidhi Foods Pvt. Ltd.,CARE,Term loans,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Sreenidhi Raja Packing Solutions Pvt. Ltd.,CRISIL,Long term Loans,B+,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Sreenidhi Raja Packing Solutions Pvt. Ltd.,IND-RA,Term loans,B-,,UNKNOWN,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Srinidhi Industries Ltd.,BRICKWORK,Bank Guarantee,A 4,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Star Housing Finance Ltd.,CARE,Fund based financial facility/instrument,BBB-,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sundaram Finance Ltd.,CRISIL,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sundaram Home Finance Ltd.,ICRA,Non-government debt,AAA/A1+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Sushil Financial Services Pvt. Ltd.,ICRA,Non-government debt,A 3+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Svasti Microfinance Pvt. Ltd.,ACUITE,Long term Loans,BBB,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Svatantra Micro Housing Finance Corpn. Ltd.,CRISIL,Long term Loans,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Swarna Pragati Housing Microfinance Pvt. Ltd.,CARE,Term loans,B,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
T J S B Sahakari Bank Ltd.,CRISIL,Bank Guarantee,A 1,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tamilnadu Transport Devp. Finance Corpn. Ltd.,ICRA,Non-government debt,BBB-/A3,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tata Capital Housing Finance Ltd.,IND-RA,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tata Motors Finance Ltd. [Merged],ICRA,Non-government debt,AA+/A1+,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tata Motors Finance Ltd. [Merged],CRISIL,Debentures / Bonds / notes / bills,AA-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tata Motors Finance Ltd. [Merged],CARE,Debentures / Bonds / notes / bills,AA-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tourism Finance Corpn. Of India Ltd.,BRICKWORK,Debentures / Bonds / notes / bills,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tourism Finance Corpn. Of India Ltd.,CARE,Debentures / Bonds / notes / bills,A,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tourism Finance Corpn. Of India Ltd.,ACUITE,Term loans,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Trillionloans Fintech Pvt. Ltd.,IND-RA,Term loans,BBB+,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Truhome Finance Ltd.,CRISIL,Long term Loans,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Truhome Finance Ltd.,IND-RA,Term loans,AA,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Tyger Home Finance Pvt. Ltd.,CRISIL,Long term Loans,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Uco Bank,IND-RA,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Uco Bank,ACUITE,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Ujjivan Small Finance Bank Ltd.,CARE,Fund based financial facility/instrument,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Union Bank Of India,CARE,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Union Bank Of India,BRICKWORK,Debentures / Bonds / notes / bills,AA+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Union Bank Of India,IND-RA,Debentures / Bonds / notes / bills,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
United Overseas Finance Ltd.,ACUITE,Long term Loans,B+,,UNKNOWN,BFSI,INC,Downgraded,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Unity Small Finance Bank Ltd.,ICRA,Fund based financial facility/instrument,A,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Uttrayan Financial Services Pvt. Ltd.,CARE,Fund based financial facility/instrument,BB+,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Varashakti Housing Finance Pvt. Ltd.,CRISIL,Long term Loans,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Vastu Housing Finance Corpn. Ltd.,CARE,Term loans,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Vastu Housing Finance Corpn. Ltd.,ICRA,Fund based financial facility/instrument,AA-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Venus India Asset-Finance Pvt. Ltd.,ACUITE,Term loans,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Vistaar Financial Services Pvt. Ltd.,ICRA,Term loans,A+,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Vistaar Financial Services Pvt. Ltd.,IND-RA,Term loans,A+,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Vivifi India Finance Pvt. Ltd.,ACUITE,Long term Loans,BBB-,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Vivifi India Finance Pvt. Ltd.,CRISIL,Long term Loans,BBB-,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Volvo Financial Services (India) Pvt. Ltd.,IND-RA,Term loans,AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Vridhi Finserv Home Finance Ltd.,ICRA,Non-government debt,A-/A2+,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
A S A International India Microfinance Ltd.,ICRA,Term loans,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
A U Small Finance Bank Ltd.,IND-RA,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
A U Small Finance Bank Ltd.,ICRA,Debentures / Bonds / notes / bills,AA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Action Financial Services (India) Ltd.,CRISIL,Bank Guarantee,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
Adi Chitragupta Finance Ltd.,ACUITE,Long term Loans,BBB-,,UNKNOWN,BFSI,Active,Downgraded,Recently downgraded — dissatisfied client window open.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Aditya Birla Housing Finance Ltd.,IND-RA,Debentures / Bonds / notes / bills,PP-MLD AAA,,UNKNOWN,BFSI,Active,Reaffirmed,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Anand Rathi Financial Services Ltd.,CRISIL,Long term Loans,A,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Anand Rathi Global Finance Ltd.,CRISIL,Long term Loans,A,,UNKNOWN,BFSI,Active,Initial Rating,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Anand Rathi Global Finance Ltd.,CARE,Non-government debt,A-/A1,,UNKNOWN,BFSI,Active,Withdrawn,Active BFSI company with rating — potential ACER client.,Your rating is overdue for renewal. ACER offers fast-track BFSI rating with regulatory expertise.,d365
Andhra Pradesh Power Finance Corpn. Ltd.,CRISIL,Debentures / Bonds / notes / bills,D,,UNKNOWN,BFSI,INC,Reaffirmed,INC status — not cooperating with current rater. Needs new agency immediately.,INC at current agency — ACER provides clean slate for BFSI entities needing independent rating.,d365
