Company Name,Agency,Instrument Type,Rating,Rating Date,Amount Cr,Sector,Current Urgency,Pipeline_Window,Call_Window,NCD_Linked,Captured_In_Aug_RM_Plan,Why_Target_Note,Recommended_Action,Trigger
Global Technocrats Ltd.,CRISIL,Term Loan,B+,2025-12-10,5.0,IT/Technology,HOT,October 2026 + Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kapston Services Ltd.,ACUITE,Bank Guarantee,A 4,14-Apr-2026,5.0,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Karvy Digikonnect Ltd.,CRISIL,Term Loan,C,2026-03-12,5.0,Other,LOW/MEDIUM,Q1 2027 + Q2 2027,Dec 2026 – Jan 2027,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Mel Systems & Services Ltd.,ACUITE,Bank Guarantee,A 4,09-Apr-2026,5.0,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Narendra Tea Co. Pvt. Ltd.,ICRA,Term Loan,B+,29-Apr-2026,5.0,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Nash Robotics & Automation Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,10-Feb-2026,5.0,Automobiles,LOW,October 2026 + Q1 2027,Nov Wk1 (Nov 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Neco Heavy Engg. & Castings Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,28-Apr-2026,5.0,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Nevco Engineers Pvt. Ltd.,CARE,Bank Guarantee,A 4,17-Apr-2026,5.0,Manufacturing,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Paragon Apparel Pvt. Ltd.,CRISIL,Term Loan,B+,12-Nov-2025,5.0,Textiles,MEDIUM,October 2026 + Q2 2027,Nov Wk2 (Nov 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Precise Chemi Pharma Pvt. Ltd.,CRISIL,Letter of Credit,A 4,29-Apr-2026,5.0,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
R A Kraft Paper Pvt. Ltd.,CRISIL,Letter of Credit,A 4,28-Apr-2026,5.0,Paper/Packaging,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
R M P Fab Sourcing Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,5.0,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Rikhabchand Sohanlall Ltd.,CRISIL,Letter of Credit,A 4,29-Apr-2026,5.0,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sarvodaya Polymers Pvt. Ltd.,ICRA,Term Loan,B+,29-Apr-2026,5.0,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shakti Apifoods Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,29-Apr-2026,5.0,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Elkaypee Spinners Pvt. Ltd.,ACUITE,Term Loan,BB-,07-Apr-2026,4.97,Hotels & Tourism,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Nidan Laboratories & Healthcare Ltd.,CRISIL,Term Loan,B,23-Apr-2026,4.82,Healthcare,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Smart Stainless Tubes Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-09,4.81,Other,HOT,October 2026 + Q1 2027 + Q2 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shining Engineers & Founders Pvt. Ltd.,CRISIL,Term Loan,B,27-Apr-2026,4.72,Manufacturing,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
R L J Polyfab Ltd.,ICRA,Term Loan,B+,28-Apr-2026,4.54,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Archon Powerinfra India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,06-Jan-2026,4.5,Construction,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Arunachal Timber Traders Private Limited,Infomerics,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),04-Feb-2026,4.5,Trading/Exports,LOW,October 2026 + Q1 2027,Nov Wk1 (Nov 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Carboline (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,07-Apr-2026,4.5,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Stellar Innovative Transportation Solutions Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,4.5,Logistics,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Triveni Smelters Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,4.5,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Union Roller Flour Mills Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,4.5,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Vardhman Rice Exports Pvt. Ltd.,ACUITE,Term Loan,B-,22-Apr-2026,4.5,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Special Ceramics Pvt. Ltd.,CRISIL,Term Loan,B,10-Nov-2025,4.45,Other,MEDIUM,October 2026 + Q2 2027,Nov Wk2 (Nov 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Baba Malleshwar Rice Mill Pvt. Ltd.,CARE,Term Loan,B-,15-Apr-2026,4.42,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sujata Udit Builders Pvt. Ltd.,CARE,Bank Guarantee,A 4,17-Apr-2026,4.31,Construction,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Adil Textiles Pvt. Ltd.,CRISIL,Term Loan,A 4,21-Apr-2026,4.3,Construction,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Dinesh Brothers Pvt. Ltd.,CRISIL,Fund-Based,B,30-Apr-2026,4.2,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Zebra Pack Pvt. Ltd.,ACUITE,Term Loan,B-,06-Apr-2026,4.18,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Adhik Resort India Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,4.05,Hotels & Tourism,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
X L Laboratories Pvt. Ltd.,CRISIL,Term Loan,B,30-Apr-2026,4.04,Healthcare,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Baba PuranDass Financial Services Limited,Infomerics,Proposed Fixed Deposit,IVR C- (INC) (Reaffirmed),10-Feb-2026,4.0,BFSI,LOW,October 2026 + Q1 2027,Nov Wk1 (Nov 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Hansco Iron & Steels Pvt. Ltd.,CRISIL,Term Loan,B,20-Apr-2026,4.0,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Hari Om Retail Pvt. Ltd.,CARE,Fund-Based,B-,28-Apr-2026,4.0,Media/Retail,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Hemodiaz Life Sciences Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,07-Oct-2025,4.0,Healthcare,MEDIUM,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Nutech Engineering Technologies Ltd.,BRICKWORK,Letter of Credit,A 4,29-Oct-2025,4.0,Manufacturing,MEDIUM,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Optics & Allied Engg. Pvt. Ltd.,ICRA,Term Loan,B+,16-Apr-2026,4.0,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Packtech Materials Pvt. Ltd.,ACUITE,Term Loan,B-,17-Apr-2026,4.0,IT/Technology,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Parul Foods Specialities Pvt. Ltd.,CRISIL,Term Loan,B,28-Apr-2026,4.0,Agro & Food,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Patiala Distillers & Mfrs. Ltd.,CARE,Term Loan,C,09-Apr-2026,4.0,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
S R Marine Foods Pvt. Ltd.,CRISIL,Term Loan,B+,28-Jan-2026,4.0,Agro & Food,LOW,October 2026 + Q1 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shri Ked Insulations Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2026-03-27,4.0,Other,LOW/MEDIUM,October 2026 + Q1 2027,Dec 2026 – Jan 2027,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sree Mangayarkarasi Mills Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,07-Apr-2026,4.0,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Sundaram Mahadeo Autoworld Pvt. Ltd.,CRISIL,Fund-Based,B,28-Apr-2026,4.0,Automobiles,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Ultimate Chem (India) Pvt. Ltd.,CARE,Letter of Credit,A 4,13-Apr-2026,4.0,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
United Project Construction Ltd.,CRISIL,Bank Guarantee,A 4,30-Apr-2026,4.0,Construction,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Kamal Cotspin Pvt. Ltd.,CARE,Fund-Based,BB-,29-Apr-2026,3.95,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Idea Sales Agencies Pvt. Ltd.,CARE,Term Loan,B-,16-Apr-2026,3.93,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shree Hari Spintex Ltd.,CARE,Term Loan,B-,13-Apr-2026,3.92,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Lagan Engineering Co. Ltd.,ACUITE,Term Loan,B-,21-Apr-2026,3.86,Manufacturing,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Venkateswara Steels & Springs (India) Pvt. Ltd.,ACUITE,Term Loan,B,09-Apr-2026,3.86,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
P Dass Forging Pvt. Ltd.,ACUITE,Term Loan,B,24-Apr-2026,3.79,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shivmahal Textiles Pvt. Ltd.,CARE,Term Loan,B-,20-Apr-2026,3.77,Construction,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Agarwal Toughened Glass India Ltd.,CARE,Term Loan,B-,29-Jan-2026,3.55,Other,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Adarsha Specialty Chemicals Pvt. Ltd.,ACUITE,Letter of Credit,A 4,20-Apr-2026,3.5,Chemicals & Pharma,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Asian Tire Factory Ltd.,CRISIL,Letter of Credit,A 4,12-Jan-2026,3.5,Other,LOW,October 2026 + Q1 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Fusion Voice Solutions Pvt. Ltd.,CRISIL,Term Loan,B,10-Apr-2026,3.5,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Lords Travel Pvt. Ltd.,CARE,Bank Guarantee,B-,04-May-2026,3.5,Hotels & Tourism,LOW,October 2026 + Q2 2027,Oct Wk4 (Oct 22-31),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Maneesh Pipes Pvt. Ltd.,CARE,Bank Guarantee,B-,13-Apr-2026,3.5,Steel & Metals,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Shree Rajaram Prints Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-18,3.5,Other,HOT,October 2026 + Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Winfab Equipments Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2026-03-19,3.5,Manufacturing,LOW/MEDIUM,October 2026 + Q1 2027,Dec 2026 – Jan 2027,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Radhe Agro Inds. India Pvt. Ltd.,BRICKWORK,Term Loan,C-,2025-12-05,3.49,Agro & Food,HOT,October 2026 + Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Krishna Lamicoat Pvt. Ltd.,CRISIL,Term Loan,B,23-Apr-2026,3.38,Other,LOW,October 2026 + Q2 2027,Oct Wk3 (Oct 15-21),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
J D C India Ltd.,CRISIL,Term Loan,B,2025-12-11,3.3,Other,HOT,October 2026 + Q1 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
K N Singh Infratech Pvt. Ltd.,CARE,Bank Guarantee,A 4,16-Apr-2026,3.25,Construction,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Hindustan Spirits Ltd.,CARE,Term Loan,B-,14-Apr-2026,3.23,Other,LOW,October 2026 + Q2 2027,Oct Wk2 (Oct 8-14),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
Crescent Tanners Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-17,3.2,Other,HOT,October 2026 + Q1 2027 + Q2 2027,Sep–Oct 2026 — Call 3 months ahead,False,True,Appears in 3 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
I S K O Strip Pvt. Ltd.,BRICKWORK,Term Loan,C,07-Apr-2026,3.1,Other,LOW,October 2026 + Q2 2027,Oct Wk1 (Oct 1-7),False,True,Appears in 2 calling windows — meets Tier 2 (2+ windows) trigger but NOT found in Aug RM deployment plan,Already in Aug RM plan,Multi-Window (2+)
