Company Name,Amt_Cr,NCD,Window_Count,Windows,Urgency,N_Instruments,Sector,Agencies,Tier,Aug_Week
Rayon Textile India Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,2,Textiles,ACUITE; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Satya Surya Aluminium Inds. Ltd.,4.5,0,1,Q1 2027,HOT,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sbem Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,3,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shalini Steels Pvt. Ltd.,4.5,0,1,October 2026,LOW,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sheetal Universal Ltd.,4.5,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shri Sainath Cottons Pvt. Ltd.,4.5,0,1,October 2026,LOW,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Solus Security Systems Pvt. Ltd.,4.5,0,1,Q1 2027,LOW/MEDIUM,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Srinav Oil Extraction Pvt. Ltd.,4.5,0,1,Q1 2027,HOT,1,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
St. Peter & Paul Sea Food Exports Pvt. Ltd.,4.5,0,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sumer Sons Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Varun Metacraft Pvt. Ltd.,4.5,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vinir Engineering Ltd.,4.5,0,1,October 2026,MEDIUM,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vishwa Glass & Ceramics Pvt. Ltd.,4.5,0,1,Q1 2027,HOT,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Aklavya Industries Pvt. Ltd.,4.49,0,1,October 2026,MEDIUM,2,Manufacturing,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Morries Energy Ltd.,4.46,0,1,Q1 2027,HOT,2,Energy,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kalyaneswari Polyfabs Pvt. Ltd.,4.45,0,1,October 2026,LOW,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Yadav Solvex Pvt. Ltd.,4.45,0,1,October 2026,LOW,2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Arvee Laboratories (India) Ltd.,4.44,0,1,October 2026,LOW,1,Healthcare,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Lake Chemicals Pvt. Ltd.,4.42,0,1,Q1 2027,LOW/MEDIUM,2,Chemicals & Pharma,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rangar Breweries Ltd.,4.41,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Air Trax Polymers Pvt. Ltd.,4.4,0,1,Q1 2027,LOW/MEDIUM,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
K P C Flexi Tubes Pvt. Ltd.,4.4,0,1,October 2026,MEDIUM,2,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Motherland Garments Pvt. Ltd.,4.4,0,1,October 2026,MEDIUM,1,Textiles,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Naxalbari Flour & Rice Mill Pvt. Ltd.,4.39,0,1,Q1 2027,HOT,2,Agro & Food,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Satelliteweave Ventures Ltd.,4.39,0,1,October 2026,LOW,1,Textiles,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Vidyut Urja Equipments Pvt. Ltd.,4.38,0,1,Q1 2027,LOW/MEDIUM,2,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Vellingiri Andavar Textiles Pvt. Ltd.,4.37,0,1,October 2026,MEDIUM,2,Construction,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kohinoor Grain Processing Pvt. Ltd.,4.35,0,1,Q1 2027,HOT,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vajra Rubber Products Pvt. Ltd.,4.35,0,1,Q1 2027,LOW/MEDIUM,3,Chemicals & Pharma,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
A A A Roller Flour Mills Pvt. Ltd.,4.32,0,1,October 2026,LOW,1,Agro & Food,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Elljay Textiles Pvt. Ltd.,4.32,0,1,October 2026,LOW,2,Construction,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Siddhi Industries Ltd.,4.32,0,1,October 2026,LOW,2,Manufacturing,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sunbeam Real Ventures Pvt. Ltd.,4.3,0,1,October 2026,MEDIUM,1,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Surya Electricals & Engineers Pvt. Ltd.,4.3,0,1,October 2026,MEDIUM,1,Manufacturing,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Malabar Cements Ltd.,4.29,0,1,October 2026,MEDIUM,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vardhman Electronics Pvt. Ltd.,4.28,0,1,October 2026,MEDIUM,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vicon Ceramic Pvt. Ltd.,4.28,0,1,Q1 2027,LOW/MEDIUM,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sachchade Food Pvt. Ltd.,4.26,0,1,October 2026,MEDIUM,3,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Delight Dairy Ltd.,4.25,0,1,October 2026,MEDIUM,2,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Yash Metal Impex Pvt. Ltd.,4.25,0,1,Q1 2027,HOT,1,Steel & Metals,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sivika Foods Pvt. Ltd.,4.23,0,1,October 2026,LOW,1,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Highland Produce Co. Ltd.,4.22,0,1,October 2026,MEDIUM,3,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Babulal Becharbhai Zaveri Golds & Diamonds Pvt. Ltd.,4.2,0,1,Q1 2027,HOT,1,Jewellery,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Baroda Hi-Tech Alloys Pvt. Ltd.,4.2,0,1,October 2026,MEDIUM,2,Steel & Metals,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shree Sainath Textiles Pvt. Ltd.,4.2,0,1,October 2026,MEDIUM,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Omni Impex Pvt. Ltd.,4.17,0,1,October 2026,LOW,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Environ Speciality Chemicals Pvt. Ltd.,4.16,0,1,October 2026,LOW,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rani Sati Mktg. Co. Pvt. Ltd.,4.15,0,1,October 2026,MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vikas Organics Pvt. Ltd.,4.15,0,1,October 2026,LOW,3,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
P K Agri Link Pvt. Ltd. [Merged],4.12,0,1,October 2026,LOW,3,Paper/Packaging,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sonalac Paints & Coatings Ltd.,4.12,0,1,October 2026,LOW,2,Steel & Metals,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Aruppukottai Shri Ramalinga Spinners Pvt. Ltd.,4.11,0,1,October 2026,MEDIUM,2,Hotels & Tourism,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Universal Speciality Chemicals Pvt. Ltd.,4.11,0,1,Q1 2027,HOT,3,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
K C Toolroom Pvt. Ltd.,4.1,0,1,Q1 2027,LOW/MEDIUM,2,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Zeal Aqua Ltd.,4.1,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Jeevisha Foods Pvt. Ltd.,4.07,0,1,October 2026,LOW,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Banglore Polycotters Pvt. Ltd.,4.05,0,1,October 2026,LOW,2,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Meghalaya Cast & Alloys Pvt. Ltd.,4.05,0,1,October 2026,MEDIUM,2,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Perfectpac Ltd.,4.05,0,1,October 2026,LOW,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Eminent Trade & Export Pvt. Ltd.,4.03,0,1,October 2026,LOW,1,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ma Sarada Cold Storage Pvt. Ltd.,4.01,0,1,Q2 2027,LOW (<90 days),1,Other,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Adeshwar Meditex Ltd.,4.0,0,1,October 2026,MEDIUM,2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Akshaya Solar Power (India) Pvt. Ltd.,4.0,0,1,Q1 2027,LOW/MEDIUM,2,Energy,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Aryas Grains Pvt. Ltd.,4.0,0,1,Q1 2027,HOT,1,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Auro Impex & Chemicals Ltd.,4.0,0,1,October 2026,MEDIUM,1,Chemicals & Pharma,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Avaneesh Logistics Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,1,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Bhandari Precision Forgings Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,2,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Cordoba Engineering Pvt. Ltd.,4.0,0,1,Q1 2027,HOT,3,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Cyamopsis Biotech (India) Pvt. Ltd.,4.0,0,1,Q1 2027,HOT,2,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Disha Auto Components Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,1,Manufacturing,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Dreamz Overseas Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
F C G Flameproof Control Gears Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
G N A Drivelines Ltd.,4.0,0,1,Q1 2027,LOW/MEDIUM,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Hitkari Hitech Pvt. Ltd.,4.0,0,1,Q1 2027,LOW/MEDIUM,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Hykon India Ltd.,4.0,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
I K F Technologies Ltd.,4.0,0,1,October 2026,LOW,2,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Iris Computers Ltd.,4.0,0,1,Q1 2027,LOW/MEDIUM,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
J & K Vehicleades Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,1,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
J R Seamless Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Jalaram Polymers Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
K C G S Enterprises Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Khandwala Securities Ltd.,4.0,0,1,October 2026,LOW,1,BFSI,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
King Refineries Pvt. Ltd.,4.0,0,1,Q1 2027,HOT,1,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Krishu Motor Craft Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
M G Automotives (Bus & Coach) Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Automobiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mewad Polymers Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Chemicals & Pharma,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Miracle Software Systems (I) Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mohamad Israil Cold Storages Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,1,Infrastructure,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Novelty Reddy & Reddy Motors Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,1,Automobiles,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pacific Jute Ltd.,4.0,0,1,Q1 2027,LOW/MEDIUM,2,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Panama Papers Pvt. Ltd.,4.0,0,1,Q1 2027,LOW/MEDIUM,1,Paper/Packaging,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Pari Agri Grain Inds. Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pawan Communications Pvt. Ltd.,4.0,0,1,Q1 2027,HOT,1,IT/Technology,BRICKWORK; CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Polybond Insulation Pvt. Ltd.,4.0,0,1,Q1 2027,HOT,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pro-Arc Welding & Cutting Systems Pvt. Ltd.,4.0,0,1,Q1 2027,LOW/MEDIUM,1,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Puja Quench Distributors India Pvt. Ltd.,4.0,0,1,Q1 2027,LOW/MEDIUM,1,Energy,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Pure Petrochem India Pvt. Ltd.,4.0,0,1,Q1 2027,HOT,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Raj Agrochem Products Pvt. Ltd.,4.0,0,1,October 2026,LOW,2,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rooman Technologies Ltd.,4.0,0,1,October 2026,MEDIUM,1,IT/Technology,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shakthi Vetfeeds (India) Pvt. Ltd.,4.0,0,1,October 2026,LOW,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shri Krupa Services Pvt. Ltd.,4.0,0,1,Q1 2027,HOT,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shubhada Polymers Products Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,1,Chemicals & Pharma,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Silky Overseas Ltd.,4.0,0,1,October 2026,LOW,1,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sultanpure Textile Mills Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,1,Textiles,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sure Cargo Control Pvt. Ltd.,4.0,0,1,October 2026,MEDIUM,2,Logistics,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sybly Industries Ltd.,4.0,0,1,October 2026,LOW,1,Manufacturing,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
K J Ispat Ltd.,3.98,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
My Car (Indore) Pvt. Ltd.,3.98,0,1,Q2 2027,LOW (<90 days),2,Mining & Minerals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Rachhpal Auto Alliance Pvt. Ltd.,3.98,0,1,Q1 2027,LOW/MEDIUM,2,Manufacturing,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Tankeshwari Metal Powder Products Pvt. Ltd.,3.96,0,1,October 2026,LOW,2,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Ritika Vegetable Oil Pvt. Ltd.,3.95,0,1,October 2026,LOW,1,Energy,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Shree Somnath Paper Mills Pvt. Ltd.,3.95,0,1,Q1 2027,HOT,2,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sorento Granito Pvt. Ltd.,3.93,0,1,October 2026,MEDIUM,2,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Gopuram Enterprises Pvt. Ltd.,3.9,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Patkar Extrusions Pvt. Ltd.,3.9,0,1,October 2026,LOW,2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Pavan Cotton Products Pvt. Ltd.,3.88,0,1,Q1 2027,HOT,2,Agro & Food,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Radharaman Stainless Steel Pvt. Ltd.,3.88,0,1,Q1 2027,HOT,2,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Rohil Foods Pvt. Ltd.,3.88,0,1,October 2026,MEDIUM,1,Agro & Food,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Integrated Fire Protection Pvt. Ltd.,3.85,0,1,October 2026,LOW,3,Other,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Farmgate Agro Milch Pvt. Ltd.,3.84,0,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Al-Dua Food Processing Pvt. Ltd.,3.8,0,1,Q1 2027,HOT,2,Agro & Food,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Link Composites Pvt. Ltd.,3.8,0,1,October 2026,LOW,2,Paper/Packaging,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Printwell International Pvt. Ltd.,3.8,0,1,October 2026,MEDIUM,2,Paper/Packaging,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vansh Electromechanical Devices Pvt. Ltd.,3.8,0,1,Q1 2027,LOW/MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
B N Precast Pvt. Ltd.,3.78,0,1,October 2026,LOW,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Hemkunt Rice Mills Pvt. Ltd.,3.75,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Nexgen Consultancy Pvt. Ltd.,3.75,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Secan Invescast India Pvt. Ltd.,3.75,0,1,October 2026,LOW,3,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Auto Vogue Pvt. Ltd.,3.72,0,1,October 2026,LOW,1,Automobiles,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sri Anjaneya Cotton Mills Ltd.,3.7,0,1,October 2026,LOW,1,Agro & Food,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sun Shine Autos Pvt. Ltd.,3.7,0,1,October 2026,MEDIUM,2,Automobiles,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
G D Buildtech Pvt. Ltd.,3.66,0,1,Q1 2027,LOW/MEDIUM,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
M P R Refractories Ltd.,3.65,0,1,Q1 2027,HOT,2,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Masta Bearing Housing Pvt. Ltd.,3.64,0,1,October 2026,MEDIUM,2,Construction,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Monsoon Bounty Foods Mfg. Pvt. Ltd.,3.64,0,1,Q1 2027,HOT,1,Agro & Food,IND-RA,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Shree Nakoda Infrasteel Pvt. Ltd.,3.64,0,1,October 2026,MEDIUM,2,Steel & Metals,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Vivek Agrotech Pvt. Ltd.,3.64,0,1,October 2026,LOW,1,Agro & Food,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Mewar Polytex Ltd.,3.63,0,1,October 2026,MEDIUM,1,Other,ACUITE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Prem Jain Ispat Udyog Pvt. Ltd.,3.58,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Sarvesh Cars & Motors Pvt. Ltd.,3.57,0,1,October 2026,LOW,1,Automobiles,ICRA,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Bharat Exim & Trdg. Co. Pvt. Ltd.,3.56,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Avanta Engineerings Pvt. Ltd.,3.55,0,1,October 2026,LOW,1,Manufacturing,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Aashraya Hotels & Estates Pvt. Ltd.,3.54,0,1,October 2026,MEDIUM,2,Hotels & Tourism,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Emaar Diamonds Pvt. Ltd.,3.54,0,1,October 2026,MEDIUM,1,Jewellery/Gems,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Metroworld Tiles Pvt. Ltd.,3.54,0,1,October 2026,LOW,2,Construction,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Adgums Pvt. Ltd.,3.53,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kochar Infotech Ltd.,3.53,0,1,October 2026,LOW,3,IT/Technology,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Kudu Industries Ltd.,3.53,0,1,October 2026,LOW,2,Manufacturing,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Patel Hospital Pvt. Ltd.,3.52,0,1,October 2026,MEDIUM,1,Healthcare,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Mahamaya Foods & Grains Pvt. Ltd.,3.51,0,1,Q1 2027,HOT,1,Agro & Food,CARE,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Aakarshit Ice & Cold Storage Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Other,BRICKWORK; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
B T Solders Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Other,BRICKWORK,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Bell Tele Services India Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Infrastructure,CARE; CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Boxcoworld Pvt. Ltd.,3.5,0,1,Q2 2027,LOW (<90 days),2,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Chandras' Chemical Enterprises Pvt. Ltd.,3.5,0,1,Q1 2027,HOT,2,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
D B R Sanjana Krishna Hospitals Pvt. Ltd.,3.5,0,1,October 2026,LOW,1,Healthcare,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Devee Biologicals Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Imperial Readymade Garments Factory India Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Textiles,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Kalpatharu Breweries & Distilleries Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Karna Paints Pvt. Ltd.,3.5,0,1,October 2026,LOW,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Keshranand Ginning & Prsg. Factory Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,2,Hotels & Tourism,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Khurana Polymers Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Chemicals & Pharma,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Neel Kanth Agrofood Products Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Pasupala Foods Pvt. Ltd.,3.5,0,1,Q1 2027,LOW/MEDIUM,1,Agro & Food,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Pawan Castings Meghalaya Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Steel & Metals,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Satpal Strips Pvt. Ltd.,3.5,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Summits Hygronics Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Sushen Medicamentos Pvt. Ltd.,3.5,0,1,October 2026,MEDIUM,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk3
Transfix (India) Pvt. Ltd.,3.5,0,1,October 2026,LOW,1,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
Virat Spinners Pvt. Ltd.,3.5,0,1,Q1 2027,LOW/MEDIUM,3,Other,CRISIL,TIER 3 — Junior RM / Tele-sales,Aug Wk4
