Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle,New_Sector
Riviera Home Furnishings Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Letter Of credit,Fund based financial facility/instrument,A-,Reaffirmed,2026-02-11,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rivulis Irrigation India Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans,Long term Loans,A-(CE),Reaffirmed,2026-04-21,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Rngalla Family Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Term loans,Letter Of credit,A+,Reaffirmed,2025-12-31,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Roadstar Infra Investment Trust,ACUITE,1,ACUITE,Long term Loans,Long term Loans,AA,Initial Rating,2026-03-25,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Roadway Solutions India Infra Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee,A 3+,Rating Watch,2026-04-07,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Infrastructure
Robo Silicon Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BBB-,Reaffirmed,2026-04-01,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rockman Advanced Composites Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,BBB+/A2,Reaffirmed,2026-02-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,IT/Software
Rohan Builders & Developers Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A-,Reaffirmed,2026-04-08,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Rohan Builders (India) Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-government debt,Non-government debt,A+/A1,Initial Rating,2026-03-24,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
Ronil Hotels & Resorts Pvt. Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,BB/A4,Initial Rating,2026-02-13,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Hotels/Tourism
Roop Automotives Ltd.,CRISIL,1,CRISIL,Long term Loans | Non-fund-based financial facility/instrument | Term loans,Long term Loans,AA-,Reaffirmed,2026-04-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Roop Polymers Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,A,Withdrawn,2026-01-07,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Chemicals/Pharma
Roots Corporation Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,AA/A1+,Upgraded,2026-03-03,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Roots Multiclean Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Term loans,Term loans,A+,Reaffirmed,2026-01-07,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Roquette India Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit,Letter Of credit,A 1,Reaffirmed,2026-02-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rossell India Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,BBB+/A2+,Initial Rating,2026-02-24,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rosy Blue (India) Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,A-/A2+,Reaffirmed,2026-02-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Royal Automobiles Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Fund based financial facility/instrument,Fund based financial facility/instrument,BBB-,Initial Rating,2026-02-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Automobiles/Auto
Royale Marine Imp-Ex Pvt. Ltd.,CARE,1,CARE,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 3+,Reaffirmed,2026-04-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Ruchi Worldwide Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,D,Reaffirmed,2026-04-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
Rukmarani Cars Indore Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BB+/A4+,Initial Rating,2026-01-30,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Mining/Minerals
Rungta Mines Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Term loans,AA-,Initial Rating,2026-02-18,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S & T Engineers Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Letter Of credit | Term loans,Letter Of credit,A 4+,Reaffirmed,2026-01-22,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S B E E Cables (India) Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,A 3+,Reaffirmed,2026-03-24,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S B F Ispat Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BBB+,Reaffirmed,2026-01-30,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Steel/Metals
S B I Dfhi Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument,Fund based financial facility/instrument,A 1+,Reaffirmed,2026-04-07,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S B I Factors Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,AAA/A1+,Reaffirmed,2026-04-22,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S B I Funds Mgmt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,AAA/A1+,Reaffirmed,2025-12-29,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S B I Payment Services Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,AAA/A1+,Reaffirmed,2026-03-25,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S C C I India Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB+,Reaffirmed,2026-01-08,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S C C Projects Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Reaffirmed,2026-01-16,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S C M Clothes Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,BBB+,Withdrawn,2025-12-29,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S C M Garments Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,A+,Reaffirmed,2025-12-31,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Textiles
S E Builders & Realtors Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB+,Reaffirmed,2026-04-01,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
S E I Bheem Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A,Initial Rating,2026-02-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S E I Diamond Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A,Initial Rating,2026-02-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Jewellery/Gems
S E I Phoebus Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A,Initial Rating,2026-02-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S E I Venus Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A,Initial Rating,2026-02-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S E L Manufacturing Co. Ltd.,ICRA,1,ICRA,Term loans,Term loans,D,Initial Rating,2026-03-24,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S F C Environmental Technologies Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,A+/A1+,Upgraded,2026-04-09,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,IT/Software
S F S Group India Pvt. Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,A+/A1,Reaffirmed,2026-04-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S G Mart Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,A,Reaffirmed,2026-03-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S G S Tekniks Mfg. Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt,Non-fund-based financial facility/instrument,AA-,Withdrawn,2026-01-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S I Air Springs Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee,A 2,Downgraded,2026-04-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S J Contracts Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Term loans,Term loans,A-,Reaffirmed,2026-01-21,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S K B Builders India Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Bank Guarantee,A 4+,Withdrawn,2025-12-23,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Construction
S K Minerals & Additives Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 3+,Upgraded,2026-04-10,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Mining/Minerals
S L V Security Services Pvt. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit,Non-fund based working capital limit,A 1,Reaffirmed,2026-03-20,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S M L Ltd.,CRISIL,1,CRISIL,Letter Of credit,Letter Of credit,A 1,Downgraded,2026-03-20,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
S N J Labs Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB,Upgraded,2026-04-27,LOW,1,NO,Other,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage,Other (Unclassified)
