Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Amount_Cr,Sector,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Ghost_HOT_Note
Sai Shreeja Cars Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,0.2,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Jai Raj Ispat Ltd.,BRICKWORK,Non-Fund-Based,A 4,2025-12-22,HOT,ULTRA HOT,2026-12-22,0.17,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Non-Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Rasika Motors Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,0.1,Other,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shyamjoti Rice Mill Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-22,HOT,ULTRA HOT,2026-12-22,0.01,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Mehta Brothers Gems Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,0.0,Jewellery,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
J G Hosiery Pvt. Ltd.,ICRA,NCD/Bond,A/A2+,2025-12-23,HOT,ULTRA HOT,2026-12-23,230.0,Other,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Dodhia Synthetics Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,HOT,ULTRA HOT,2026-12-23,203.3,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Dodhia Synthetics Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,HOT,ULTRA HOT,2026-12-23,203.3,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Dodhia Synthetics Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Withdrawn),2025-12-23,HOT,ULTRA HOT,2026-12-23,91.15,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Dodhia Synthetics Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Withdrawn),2025-12-23,HOT,ULTRA HOT,2026-12-23,91.15,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Arisudana Industries Ltd.,CRISIL,Term Loan,A-,2025-12-23,HOT,ULTRA HOT,2026-12-23,84.66,Other,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
J G Hosiery Pvt. Ltd.,ICRA,Fund-Based,A,2025-12-23,HOT,ULTRA HOT,2026-12-23,75.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
O C S Services (India) Pvt. Ltd.,BRICKWORK,Bank Guarantee,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,72.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
A C D C Saideep Buildcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-23,HOT,ULTRA HOT,2026-12-23,58.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vasupujya Filaments,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,HOT,ULTRA HOT,2026-12-23,52.91,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Vasupujya Filaments,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,HOT,ULTRA HOT,2026-12-23,52.91,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Osia Gems Pvt. Ltd.,BRICKWORK,Non-Fund-Based,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,38.94,Jewellery,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Non-Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Kothari Metsol Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-23,HOT,ULTRA HOT,2026-12-23,38.32,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
J G Hosiery Pvt. Ltd.,ICRA,Term Loan,A,2025-12-23,HOT,ULTRA HOT,2026-12-23,36.73,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Radhe Sham Ravi Prakash Timbers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,36.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Space Age Associates Power-Infra Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,28.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
A C D C Saideep Buildcon Pvt. Ltd.,CRISIL,Letter of Credit,A 4+,2025-12-23,HOT,ULTRA HOT,2026-12-23,24.0,Construction,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Skyway R M C Plants Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,2025-12-23,HOT,ULTRA HOT,2026-12-23,22.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Umang Boards Ltd.,CARE,Term Loan,B,2025-12-23,HOT,ULTRA HOT,2026-12-23,21.47,Paper/Packaging,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Dodhia Chem-Tex Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,HOT,ULTRA HOT,2026-12-23,19.86,Chemicals/Pharma,Chemicals/Pharma,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Dodhia Chem-Tex Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Withdrawn),2025-12-23,HOT,ULTRA HOT,2026-12-23,19.86,Chemicals/Pharma,Chemicals/Pharma,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Yash Exports (India) Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,19.37,Other,Trading/Exports,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Jai Hind Feeds,Infomerics,Long Term Bank Facilities â€“ Cash Credit,IVR BB- (INC)(Downgraded),2025-12-23,HOT,ULTRA HOT,2026-12-23,18.0,Other,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-23 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Umang Boards Ltd.,CARE,Letter of Credit,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,15.0,Paper/Packaging,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
C A I Inds. Pvt. Ltd.,BRICKWORK,Fund-Based,C,2025-12-23,HOT,ULTRA HOT,2026-12-23,14.5,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Fund-Based at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Thiru Rani Logistic Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-23,HOT,ULTRA HOT,2026-12-23,13.5,Logistics,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Radhe Sham Ravi Prakash Timbers Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,13.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Shreegopal Gobind Agro Tech Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,12.5,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Deva Drill Tech (India) Ltd.,CRISIL,Letter of Credit,A 4+,2025-12-23,HOT,ULTRA HOT,2026-12-23,12.0,IT/Technology,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
K G R Enterprises Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-23,HOT,ULTRA HOT,2026-12-23,12.0,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Godhan Masala Foods Ltd.,CARE,Term Loan,BB-,2025-12-23,HOT,ULTRA HOT,2026-12-23,11.7,Agro/Food,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
E D A C Engineering Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-23,HOT,ULTRA HOT,2026-12-23,11.3,Manufacturing,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Tiger 4 India Ltd.,CRISIL,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,9.24,Other,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Rhino Lux Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-23,HOT,ULTRA HOT,2026-12-23,9.0,Other,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Swastika Steel & Allied Products Pvt. Ltd.,CRISIL,Term Loan,B,2025-12-23,HOT,ULTRA HOT,2026-12-23,8.9,Steel & Metals,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
Kent Intelligent Transportation Systems (India) Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2025-12-23,HOT,ULTRA HOT,2026-12-23,8.3,Logistics,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,August 2026 (before Dec ULTRA HOT threshold),Currently HOT — escalates to ULTRA HOT Dec 2026. NOT in October pool. Call August-September.
