Company Name,Current Rater,Instrument,Rating,Rating Date,Amount Cr,Sector,Urgency,Pipeline_Window,Call_Window,Captured_In_Aug_RM_Plan,Why Target,ACER Pitch Angle,Recommended_Action
Srinivasa Sales & Service Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,27-Jan-2026,1.61,Other,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits HOT threshold on 2026-10-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Utility Forms Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,16-Apr-2026,1.24,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits MEDIUM threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
M B R Flexibles Ltd.,ICRA,NCD/Bond,B+/A4,17-Apr-2026,0.89,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits MEDIUM threshold on 2026-10-14 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Andhra Polymers Pvt. Ltd.,ICRA,NCD/Bond,B+,29-Apr-2026,0.51,Chemicals & Pharma,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-26 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
L & W Construction Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-31,1830.0,Construction,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,True,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
L & W Building Solutions Pvt. Ltd.,ICRA,NCD/Bond,BB+/A4+,2026-03-31,205.0,Construction,LOW/MEDIUM,Q1 2027,Dec 2026 – Jan 2027,True,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Sri Narayani Plastics Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,20-Oct-2025,29.5,Chemicals & Pharma,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits ULTRA HOT threshold on 2026-10-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Dipanshu Promoter & Builder Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,29-Oct-2025,22.5,Construction,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits ULTRA HOT threshold on 2026-10-29 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Rajasthan Liquors Ltd.,ICRA,NCD/Bond,BBB+/A2,25-Nov-2025,18.0,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),True,INC rating hits ULTRA HOT threshold on 2026-11-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Ganapati Fishing Lines Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,17-Oct-2025,16.14,Agro & Food,MEDIUM,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits ULTRA HOT threshold on 2026-10-17 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Pan Synthetics Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,22-Oct-2025,8.5,Other,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits ULTRA HOT threshold on 2026-10-22 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Perfect Mettcast Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Nov-2025,3.15,Other,MEDIUM,October 2026,Nov Wk4 (Nov 22-30),True,INC rating hits ULTRA HOT threshold on 2026-11-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Telawne Power Equipments Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,28-Oct-2025,2.3,Manufacturing,MEDIUM,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits ULTRA HOT threshold on 2026-10-28 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Radiant Textiles Pvt. Ltd.,IND-RA,NCD/Bond,BB/A4+,2025-12-08,121.0,Textiles,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Ashok Textile Mills Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,89.21,Agro & Food,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Goa Sponge & Power Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,80.0,Energy,HOT,Q1 2027,Sep 2026 — RM,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Clifton Export Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,69.26,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
R S Development & Constructions India Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,67.89,Construction,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Superior Films Pvt. Ltd.,IND-RA,NCD/Bond,BB+/A4+,2025-12-19,64.5,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Kairali Steels & Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,47.38,Steel & Metals,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
R K S Steel Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,38.02,Steel & Metals,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Leben Life Sciences Pvt. Ltd.,IND-RA,NCD/Bond,B-,2025-12-19,35.63,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Vertigo Impex Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,32.5,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Camex Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,24.5,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Gansons Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,23.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Shrikishan & Co. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,23.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Sunrise Timply Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,23.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Rydak Syndicate Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,22.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
K7 Computing Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,18.0,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Srinivas Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,17.0,Construction,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Abhiraj Engicon Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,16.39,Other,HOT,Q1 2027,Sep 2026 — RM,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Mahakali Ispat Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,11.3,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Kuna Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,11.25,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Caravel Logistics Pvt. Ltd.,IND-RA,NCD/Bond,C/A4,2025-12-19,11.1,Logistics,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Polixel Security Systems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,8.5,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Anubhav Plast Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,8.5,Other,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Hiland Agro Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,6.23,Agro & Food,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
Sangam Forgings Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,4.5,Steel & Metals,HOT,Q1 2027,Sep–Oct 2026 — Call 3 months ahead,True,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Already in Aug Wk1 (Tier 1) - no action needed
A P R Constructions Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,150.0,Construction,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Lanson Motors Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,136.0,Automobiles,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Charoen Pokphand Seeds (India) Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,27-Feb-2026,110.0,Agro & Food,LOW,October 2026,Nov Wk4 (Nov 22-30),True,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Khedut Solvexp Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,75.0,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Ratnadeep Metal & Tubes Ltd.,IND-RA,NCD/Bond,BB-/A4+,28-Apr-2026,63.0,Steel & Metals,LOW,October 2026,Oct Wk4 (Oct 22-31),True,INC rating hits MEDIUM threshold on 2026-10-25 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Neeraj Paper Mktg. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,55.0,Paper/Packaging,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Prakash Parcel Services Ltd. (Karnataka),IND-RA,NCD/Bond,B/A4,27-Feb-2026,35.0,Other,LOW,October 2026,Nov Wk4 (Nov 22-30),True,INC rating hits HOT threshold on 2026-11-24 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Mani Export Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,30.4,Logistics,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Pafetech Enterprises Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,25.0,IT/Technology,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Bay Datacom Solutions Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,23.0,IT/Technology,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
K P M Processing Mill Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,22.59,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Mandar Health & Hygiene Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,19.0,Healthcare,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Praveen Aroma Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,18.75,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
U D Solution Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,16.0,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Sagar Metallics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,13.39,Steel & Metals,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Malwa Automotives Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,13.0,Automobiles,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Kaizen Cold Formed Steel Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,11.07,Steel & Metals,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Multifilms Plastics Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,16-Jan-2026,9.93,Chemicals & Pharma,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Sikko Industries Ltd.,IND-RA,NCD/Bond,B-/A4,21-Apr-2026,7.0,Manufacturing,LOW,October 2026,Oct Wk3 (Oct 15-21),True,INC rating hits MEDIUM threshold on 2026-10-18 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
K M K Global Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,6.8,Other,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
Element Chemilink Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,16-Jan-2026,6.58,Chemicals & Pharma,LOW,October 2026,Oct Wk2 (Oct 8-14),True,INC rating hits HOT threshold on 2026-10-13 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before IND-RA backlog builds,Already in Aug Wk1 (Tier 1) - no action needed
