Company Name,Current Rating Agency,Instrument Type,Rating,Rating Date,Days Since Rating,Urgency,INC,Amount (Cr),Sector,Why Target,ACER Pitch Angle
Veeranarayana Metal Alloys Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-25,81,LOW,YES,,Steel & Metals,"Brickwork INC — mandate lapsed 81d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
K Lall Overseas Pvt. Ltd. [Merged],Brickwork,Letter Of credit,A 4,2026-03-25,81,LOW,YES,19.00,Other/Diversified,"Brickwork INC — mandate lapsed 81d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kakatiyan Medical Services Pvt. Ltd.,Brickwork,Term loans,C,2026-03-25,81,LOW,YES,5.67,Healthcare,"Brickwork INC — mandate lapsed 81d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jeewan Motors Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,A 4,2026-03-25,81,LOW,YES,23.50,Other/Diversified,"Brickwork INC — mandate lapsed 81d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sri Venkatesh Iron & Alloys (India) Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-25,81,LOW,YES,5.96,Steel & Metals,"Brickwork INC — mandate lapsed 81d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Sri Vatsa International Pvt. Ltd.,Brickwork,Term loans,D,2026-03-26,80,LOW,YES,13.06,Other/Diversified,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Saikrupa Cottons Pvt. Ltd.,Brickwork,Term loans,D,2026-03-26,80,LOW,YES,6.00,Other/Diversified,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kasatex Home Furnishing Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,B+,2026-03-26,80,LOW,YES,7.89,Other/Diversified,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Talwar Auto Garages Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,C,2026-03-26,80,LOW,YES,1.50,Manufacturing,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Warm Forgings Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-26,80,LOW,YES,0.50,Manufacturing,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bengani Exports (India) Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-26,80,LOW,YES,,Infrastructure,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Bengani Food Products Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-26,80,LOW,YES,10.00,Agro & Food,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Supreme & Co. Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,D,2026-03-26,80,LOW,YES,200.76,Other/Diversified,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Veparseva Healthcare Pvt. Ltd.,Brickwork,Term loans,C,2026-03-26,80,LOW,YES,12.84,Healthcare,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Lakeland Chemicals (India) Ltd.,Brickwork,Fund based financial facility/instrument,D,2026-03-26,80,LOW,YES,1.25,Chemicals,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Luna Chemical Inds. Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-26,80,LOW,YES,5.00,Chemicals,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Citi Care Hospital Pvt. Ltd.,Brickwork,Term loans,D,2026-03-26,80,LOW,YES,11.22,Healthcare,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vishakha Plastic Pipes Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-26,80,LOW,YES,2.02,Manufacturing,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Cengres Tiles Ltd.,Brickwork,Bank Guarantee,D,2026-03-26,80,LOW,YES,4.00,Other/Diversified,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Legency Remedies Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-26,80,LOW,YES,0.25,Other/Diversified,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ekana Sportz City Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-26,80,LOW,YES,18.00,Infrastructure,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Labdhi International Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-26,80,LOW,YES,2.50,Other/Diversified,"Brickwork INC — mandate lapsed 80d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
U B V Infrastructures Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-27,79,LOW,YES,13.00,Infrastructure,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Rodas Impex Pvt. Ltd.,Brickwork,Term loans,C,2026-03-27,79,LOW,YES,2.28,Other/Diversified,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shree Ganesh Poly Plast Pvt. Ltd.,Brickwork,Term loans,D,2026-03-27,79,LOW,YES,0.60,Other/Diversified,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Vicon Ceramic Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-27,79,LOW,YES,2.60,Manufacturing,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Shitla Papers Pvt. Ltd.,Brickwork,Term loans,C,2026-03-27,79,LOW,YES,0.73,Other/Diversified,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
N P Agro (India) Inds. Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-27,79,LOW,YES,1.50,Agro & Food,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Kottex Industries Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-27,79,LOW,YES,1.30,Manufacturing,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Voltech Engineers Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-27,79,LOW,YES,8.00,Other/Diversified,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Hi Tech Grain Processing Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-27,79,LOW,YES,15.00,Agro & Food,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Siddharth Tanks & Vessels Pvt. Ltd.,Brickwork,Term loans,C,2026-03-27,79,LOW,YES,0.16,Other/Diversified,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
J R Transformers Pvt. Ltd.,Brickwork,Non-government debt,A 4,2026-03-27,79,LOW,YES,15.00,Other/Diversified,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Telexcell Information Systems Ltd.,Brickwork,Bank Guarantee,D,2026-03-27,79,LOW,YES,,Other/Diversified,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
R S Infra-Transmission Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-27,79,LOW,YES,1.00,Infrastructure,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Friends Auto (India) Ltd.,Brickwork,Bank Guarantee,D,2026-03-27,79,LOW,YES,2.00,Manufacturing,"Brickwork INC — mandate lapsed 79d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Goel Cargo Pvt. Ltd.,Brickwork,Fund based financial facility/instrument,A 4,2026-03-30,76,LOW,YES,2.00,Logistics,"Brickwork INC — mandate lapsed 76d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Akula Boards Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-30,76,LOW,YES,2.00,Other/Diversified,"Brickwork INC — mandate lapsed 76d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Jain Housing & Constructions Ltd.,Brickwork,Term loans,C,2026-03-30,76,LOW,YES,58.11,Construction,"Brickwork INC — mandate lapsed 76d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ramiya Constructions Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-30,76,LOW,YES,31.43,Construction,"Brickwork INC — mandate lapsed 76d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Micron Precision Screws Pvt. Ltd.,Brickwork,Letter Of credit,A 4,2026-03-31,75,LOW,YES,10.00,Other/Diversified,"Brickwork INC — mandate lapsed 75d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
S V S Hospitals Pvt. Ltd.,Brickwork,Term loans,C-,2026-03-31,75,LOW,YES,10.04,Healthcare,"Brickwork INC — mandate lapsed 75d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Ind Tob International Pvt. Ltd.,Brickwork,Term loans,D,2026-03-31,75,LOW,YES,2.94,Other/Diversified,"Brickwork INC — mandate lapsed 75d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Akansha Shipbreaking Pvt. Ltd.,Brickwork,Non-government debt,C/A4,2026-03-31,75,LOW,YES,35.00,Other/Diversified,"Brickwork INC — mandate lapsed 75d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Viraki Brothers Foods Pvt. Ltd.,Brickwork,Bank Guarantee,D,2026-03-31,75,LOW,YES,2.00,Agro & Food,"Brickwork INC — mandate lapsed 75d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Galaxy Offset (India) Pvt. Ltd.,Brickwork,Bank Guarantee,A 4,2026-03-31,75,LOW,YES,0.68,Other/Diversified,"Brickwork INC — mandate lapsed 75d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
Katyayini Paper Mills Pvt. Ltd.,Brickwork,Letter Of credit,D,2026-03-31,75,LOW,YES,5.44,Other/Diversified,"Brickwork INC — mandate lapsed 75d ago. Direct competitor, low switching friction.","ACER is like Brickwork but faster — SME-focused, accessible analysts, quick onboarding. Switch now and restore WC credit limits."
