Company Name,Agency,Instrument Type,Rating,Rating Date,Amount_Cr,Quarter,Escalation_Month,Call_Window,Tier,NCD_Flag
M G Housing Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-03,92.36,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
M G M Infra Devp. Solutions Pvt. Ltd.,CARE,Term loans,D,2026-04-22,4.94,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-10,175.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
M R K R Constructions & Inds. Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-10,55.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Mahakaleshwar Tollways Pvt. Ltd.,CARE,Term loans,D,2026-04-16,164.84,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Maini Construction Equipments Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,10.9,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Manjeera Constructions Ltd.,IND-RA,Non-government debt,D,2026-04-02,15.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
N C C Infraspace Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,90.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
N C C Infraspace Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,5.76,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
N C C Infraspace Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,4.95,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
N V Kharote Constructions Pvt. Ltd.,CARE,Bank Guarantee,D,2026-04-10,7.83,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Nasim Ahsan Construction Pvt. Ltd.,CARE,Bank Guarantee,B-,2026-04-13,25.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Niladree Build-Tech Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,11.36,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Northway Infra-Tech Pvt. Ltd.,IND-RA,Term loans,B-,2026-04-02,6.77,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ocean Constructions (India) Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,D,2026-04-09,16.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ocean Constructions (India) Pvt. Ltd.,ICRA,Term loans,D,2026-04-09,6.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
P P Pandey Infrastructure Pvt. Ltd.,IND-RA,Non-government debt,D,2026-04-02,22.6,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
P R G Buildcon India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,43.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Paradigm Tunneling Pvt. Ltd.,CRISIL,Bank Guarantee,D,2026-04-23,8.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Paradigm Tunneling Pvt. Ltd.,CRISIL,Letter Of credit,D,2026-04-23,3.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Puri Construction Pvt. Ltd.,ICRA,Bank Guarantee,A 4+,2026-04-10,125.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
R S R Infra Works (India) Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-02,75.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
R S V Constructions Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-06,54.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Rajinder Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-13,30.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ramiya Constructions Pvt. Ltd.,CRISIL,Bank Guarantee,A 3,2026-04-13,63.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ramiya Constructions Pvt. Ltd.,CRISIL,Long term Loans,BBB-,2026-04-13,14.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Reliable Hitech Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-28,13.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
S N S Infracon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-09,32.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-07,7.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
S S Chauhans Construction Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-07,1.48,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
S S Civil Construction Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,6.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Sadbhav Vidarbha Highway Ltd.,CARE,Term loans,D,2026-04-17,514.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Sandwoods Infratech Projects Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-08,35.4,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Sattva Engineering Construction Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-01,27.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Sew Bellary Highways Ltd.,BRICKWORK,Term loans,B,2026-04-01,27.43,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Sew Infrastructure Ltd.,BRICKWORK,Fund based financial facility/instrument,D,2026-04-01,600.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Sew Infrastructure Ltd.,BRICKWORK,Non-fund-based financial facility/instrument,D,2026-04-01,2800.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Shah Group Builders Ltd.,IND-RA,Term loans,D,2026-04-02,135.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Shree Hari Infraprojects Pvt. Ltd.,CARE,Letter Of credit,A 4,2026-04-16,17.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Shree Hari Infraprojects Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-16,6.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Shree Hari Infraprojects Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-16,73.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Shree Hari Infraprojects Pvt. Ltd.,CARE,Non-government debt,BB/A4,2026-04-16,323.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Shree Saishraddha Cements Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,20.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Shreeji Infrastructure India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,199.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Siri Constructions Infrastructure Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,35.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Sowparnika Projects & Infrastructure Pvt. Ltd.,ICRA,Term loans,B+,2026-04-20,41.3,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Spine Arthoscopic & Joint Replacement Centre Pvt. Ltd.,BRICKWORK,Term loans,C,2026-04-01,7.82,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Starcon Infra Projects India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-29,15.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2026-04-13,7.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Letter Of credit,A 4+,2026-04-13,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Strongbuilt Constructions Pvt. Ltd.,ACUITE,Short-term loan,A 4+,2026-04-13,25.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Sujata Udit Builders Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-17,4.31,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Supreme Manor Wada Bhiwandi Infrastructure Pvt. Ltd.,CRISIL,Term loans,D,2026-04-06,377.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Swadesh Green Infra Ltd.,ICRA,Bank Guarantee,D,2026-04-24,2.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Swadesh Green Infra Ltd.,ICRA,Term loans,D,2026-04-24,7.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Sweety Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,D,2026-04-24,80.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
T B P R Infra Projects Pvt. Ltd.,ACUITE,Bank Guarantee,D,2026-04-20,12.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
T K Toll Road Pvt. Ltd.,ICRA,Term loans,D,2026-04-16,370.95,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,2026-04-23,40.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Tomar Builders & Contractors Pvt. Ltd.,CRISIL,Bank Guarantee,B,2026-04-23,20.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Trie-Viz Infracon Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-24,23.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
United Project Construction Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,4.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Universal Construction Machinery & Equipment Ltd.,CRISIL,Bank Guarantee,D,2026-04-30,3.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Universal Construction Machinery & Equipment Ltd.,CRISIL,Letter Of credit,D,2026-04-30,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-06,59.8,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Long term Loans,C,2026-04-06,75.29,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
V M Matere Infrastructures (India) Pvt. Ltd.,ACUITE,Term loans,C,2026-04-06,13.71,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Vijay Jindal Builders Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,6.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Vishrambhai Gorasia Construction Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,7.98,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
3 G Telecom Infra India Pvt. Ltd.,IND-RA,Non-government debt,B-/A4,2026-04-02,6.04,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
A & T Infracon Pvt. Ltd.,IND-RA,Non-fund based working capital limit,A 3,2026-04-08,45.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
A & T Infracon Pvt. Ltd.,IND-RA,Term loans,BBB-,2026-04-08,0.9,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
A & T Infracon Pvt. Ltd.,IND-RA,Term loans,BBB-,2026-04-08,1.1,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Abhishek Propbuild Pvt. Ltd.,CARE,Term loans,D,2026-04-02,129.3,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Abhishek Propbuild Pvt. Ltd.,CARE,Term loans,D,2026-04-23,129.3,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ahinsa Infrastructure & Developers Ltd.,ACUITE,Term loans,B-,2026-04-13,63.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Antony Road Transport Solutions Pvt. Ltd.,CARE,Term loans,B-,2026-04-15,41.43,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Aparna Constructions & Estates Pvt. Ltd.,CRISIL,Long term Loans,BB+,2026-04-16,120.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Aparna Constructions & Estates Pvt. Ltd.,CRISIL,Term loans,BB+,2026-04-16,30.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Apurvakriti Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-09,15.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Apurvakriti Infrastructure Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2026-04-09,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Apurvakriti Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-09,15.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Apurvakriti Infrastructure Pvt. Ltd.,CARE,Bank Guarantee,A 4,2026-04-09,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Archon Powerinfra India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4+,2026-04-09,2.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Arrow Constructions Ltd.,IND-RA,Non-government debt,D,2026-04-02,10.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,NCD — SEBI License Required
Ashcons Infrastructure Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-23,5.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ashcons Infrastructure Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-23,4.5,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ashish Infracon Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-04-02,60.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ashish Infracon Pvt. Ltd.,BRICKWORK,Fund based financial facility/instrument,B+,2026-04-02,1.83,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Ashish Infracon Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2026-04-02,0.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
Woodhill Infrastructure Ltd.,BRICKWORK,Bank Guarantee,D,2026-04-02,87.0,Q2 2027,Apr 2027,HOT by Jan 2027,Q2 Pipeline,Standard
