Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Month,Escalation_Date,Tier,Priority_Score,Agency_Count,Calling_Sequence,Amount_Cr,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Simla Chemicals Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
A K I India Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S V E Drilling Tools Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Versatile Bonds Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Bhardwaj Overseas Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-24,LOW/MEDIUM,Mar 2027,2027-03-24,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Republic Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K S Motors Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-18,LOW/MEDIUM,Mar 2027,2027-03-18,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.15,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Creative Propack Ltd.,CRISIL,Term Loan,B,2026-03-12,LOW/MEDIUM,Mar 2027,2027-03-12,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Karvy Digikonnect Ltd.,CRISIL,Term Loan,C,2026-03-12,LOW/MEDIUM,Mar 2027,2027-03-12,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Bapuna Alcobrew Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mahadev Motors Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kandoi Transport Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Overseas Health Care Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Sidhbali Steels Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Enar Industrial Enterprises Pvt. Ltd.,CRISIL,Term Loan,BB-,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Radheshyam Paper Mills Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Trina N R E Transportation Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S T S Manufacturing Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Zorin Interiors Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Zorin Interiors Pvt. Ltd.,CRISIL,Short-Term Loan,A 4,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Short-Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Sidhbali Steels Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.75,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Shri Lakshmi Agro Foods Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.75,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kirti Stampings Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-20,LOW/MEDIUM,Mar 2027,2027-03-20,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.54,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
St. Peter & Paul Sea Food Exports Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.5,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Renaissance Buildhome Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.5,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Enar Industrial Enterprises Pvt. Ltd.,CRISIL,Term Loan,BB-,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Solus Security Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.5,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S V E Drilling Tools Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pregna International Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.45,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Air Trax Polymers Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.4,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Melt-O-Therm Furnaces Pvt. Ltd.,CRISIL,Term Loan,B-,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.31,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pentagon Steels India Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.27,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Auto Profiles Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
S S Techno Ltd.,CRISIL,Fund-Based,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Alina Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Fusion Granito Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-13,LOW/MEDIUM,Mar 2027,2027-03-13,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
G T P Granites Ltd.,CRISIL,Letter of Credit,A 4,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Mining,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Hitkari Hitech Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-18,LOW/MEDIUM,Mar 2027,2027-03-18,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Panama Papers Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pro-Arc Welding & Cutting Systems Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Marsons Energy Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Munnangi Seafoods Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Puja Quench Distributors India Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pushpanjali Enggcon Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
A K I India Ltd.,CRISIL,Letter of Credit,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Super Safe Logistics (India) Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,4.0,Logistics,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Vansh Electromechanical Devices Pvt. Ltd.,CRISIL,Term Loan,C,2026-03-31,LOW/MEDIUM,Mar 2027,2027-03-31,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.8,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-31 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Kisco Castings (India) Ltd.,CRISIL,Letter of Credit,A 4,2026-03-20,LOW/MEDIUM,Mar 2027,2027-03-20,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.75,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Elico Ltd.,CRISIL,Term Loan,B,2026-03-12,LOW/MEDIUM,Mar 2027,2027-03-12,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-12 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Yashmun Engineers Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-20,LOW/MEDIUM,Mar 2027,2027-03-20,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.5,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-20 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Samal Builders Pvt. Ltd.,CRISIL,Fund-Based,B,2026-03-25,LOW/MEDIUM,Mar 2027,2027-03-25,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.5,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-25 — prime Q1 2027 renewal target,Your Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Pasupala Foods Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.5,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Vidyut Urja Equipments Pvt. Ltd.,CRISIL,Non-Fund-Based,A 4,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.48,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Non-Fund-Based at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Blue Ocean Beverages Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
A C E Cardiopathy Solutions Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-11,LOW/MEDIUM,Mar 2027,2027-03-11,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
G D Buildtech Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-13,LOW/MEDIUM,Mar 2027,2027-03-13,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-03-13 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Nikita Industries Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-17,LOW/MEDIUM,Mar 2027,2027-03-17,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2027-03-17 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Cavier Bath Fittings Ltd.,CRISIL,Term Loan,B,2026-03-18,LOW/MEDIUM,Mar 2027,2027-03-18,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K S Motors Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-18,LOW/MEDIUM,Mar 2027,2027-03-18,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.0,Automobiles,Standard,D365,INC rating hits ULTRA HOT on 2027-03-18 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Nagarjuna Agro Chemicals Pvt. Ltd.,CRISIL,Term Loan,B,2026-03-27,LOW/MEDIUM,Mar 2027,2027-03-27,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2027-03-27 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Mozart Vitrified Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-03-30,LOW/MEDIUM,Mar 2027,2027-03-30,Tier 6 — Medium/Low,1,1,Dec 2026 – Jan 2027,3.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-30 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
